,zipcode,covid_cases,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,10302,633,,6.0,6.5,6.6,7.5,6.7,16.9,13.1,14.9,6.7,4.9,6.4,3.2,0.6,,,81.0,23.2,76.8,72.0,66.8,13.0,10.3,,51.2,75.7,8.1,48.8,77.9,12.6,,97.1,62.0,20.6,1.2,7.3,,5.9,2.9,64.3,22.1,1.7,8.4,,6.8,,41.1,58.9,31.2,19.2,0.1,7.0,
0,10303,852,,7.0,6.8,8.1,8.6,7.5,14.5,13.0,13.4,6.5,5.2,6.2,2.4,0.8,,,78.1,27.3,72.7,67.7,61.9,12.4,9.4,,49.4,71.3,7.6,50.6,74.1,11.1,,96.6,44.0,35.3,0.5,8.1,,8.7,3.4,46.5,37.7,1.1,9.0,0.4,9.4,,38.9,61.1,17.7,32.9,0.2,8.1,
0,10304,1369,,6.2,6.9,6.0,7.1,6.4,13.7,11.5,14.1,6.7,7.0,8.0,4.4,1.8,,,80.9,23.8,76.2,72.5,67.4,18.4,14.2,,49.3,74.9,13.3,50.7,77.5,15.1,,97.5,52.1,27.5,0.2,9.7,0.1,7.9,2.5,53.8,29.1,0.8,10.5,0.1,8.8,,25.2,74.8,37.8,25.2,0.2,9.5,
0,10305,1220,,6.3,6.6,5.0,4.8,6.2,14.1,14.7,13.6,6.9,6.9,8.0,4.8,2.0,,,82.1,21.0,79.0,76.1,71.0,19.1,14.9,,47.6,78.7,12.8,52.4,79.3,16.8,,97.6,73.7,6.5,0.4,13.0,,3.9,2.4,75.5,7.7,1.2,14.1,,4.1,,16.4,83.6,62.3,6.2,0.2,12.8,
0,10306,1428,,4.3,5.6,5.6,5.7,6.1,13.0,11.4,14.9,8.3,7.3,9.4,5.6,2.7,,,84.5,18.8,81.2,77.8,72.8,22.0,17.8,,46.9,81.8,15.6,53.1,80.7,19.8,,97.5,85.7,3.3,0.1,5.9,,2.4,2.5,87.9,4.9,0.3,6.7,,3.1,,14.7,85.3,74.6,3.1,0.1,5.8,
0,10307,374,,4.2,6.7,8.7,7.2,6.5,11.8,13.6,18.6,5.7,5.7,6.5,3.6,1.2,,,80.4,23.9,76.1,71.8,66.8,15.0,11.4,,48.9,76.2,10.4,51.1,75.9,12.3,,99.4,93.8,0.4,0.1,2.7,,2.4,0.6,94.4,0.4,0.4,3.1,,2.4,,9.2,90.8,87.3,0.4,0.1,2.7,
0,10308,625,,5.2,4.9,5.9,5.8,6.3,11.6,13.4,14.6,7.3,7.1,10.0,5.5,2.3,,,83.9,20.0,80.0,77.2,71.9,22.5,17.8,,48.3,78.2,14.7,51.7,81.7,20.6,,99.3,92.1,1.1,0.2,5.0,0.1,0.8,0.7,92.7,1.5,0.3,5.1,0.1,1.0,,9.6,90.4,83.7,1.0,0.2,5.0,
0,10309,830,,6.3,6.2,5.8,5.6,5.9,13.0,13.8,14.0,7.6,6.4,9.7,4.5,1.3,,,81.7,22.4,77.6,75.2,70.2,19.2,15.5,,50.2,75.2,13.3,49.8,80.0,17.7,,99.3,91.8,0.9,0.5,3.6,,2.5,0.7,92.5,0.9,0.9,3.9,,2.6,,9.3,90.7,85.0,0.6,0.5,3.6,
0,10310,715,,6.7,6.7,6.6,6.9,6.1,12.7,13.0,14.0,6.9,7.1,8.0,4.1,1.2,,,80.0,24.7,75.3,72.5,67.1,17.6,13.4,,47.6,74.5,12.4,52.4,76.0,14.3,,96.0,59.0,20.8,0.1,6.3,,9.8,4.0,62.3,23.2,0.9,7.1,0.1,10.9,,31.6,68.4,41.6,18.9,,6.2,
0,10312,1482,,5.5,5.9,7.0,5.8,5.7,12.1,12.8,14.0,7.5,6.5,11.2,4.3,1.7,,,81.6,22.1,77.9,74.8,70.1,21.0,17.2,,48.4,76.7,16.3,51.6,79.0,18.0,,98.8,91.1,1.3,,5.4,0.1,0.8,1.2,92.1,1.7,0.1,6.3,0.1,1.0,,10.1,89.9,82.0,1.2,,5.4,0.1
0,10314,2604,,5.8,5.8,6.2,5.7,6.1,14.1,11.9,14.5,6.2,6.5,10.3,4.8,2.2,,,82.2,21.4,78.6,75.3,70.5,21.1,17.2,,48.2,76.6,14.9,51.8,80.4,19.4,,97.4,73.1,4.2,0.1,16.6,0.1,3.3,2.6,74.9,4.9,0.4,18.2,0.2,4.2,,15.1,84.9,62.5,3.7,0.1,16.4,0.1
0,10451,1587,,6.3,8.1,6.7,7.4,7.5,15.1,12.4,13.2,6.1,4.5,6.7,4.0,1.8,,,78.9,25.7,74.3,69.7,64.0,15.1,12.6,,46.7,70.2,9.0,53.3,77.8,15.7,,95.9,12.5,40.5,0.2,1.2,0.2,41.3,4.1,14.9,43.7,1.7,1.6,0.4,42.8,,59.1,40.9,2.6,35.4,,1.2,0.2
0,10452,2332,,7.0,8.0,8.7,7.8,8.3,16.0,13.8,12.7,5.6,4.1,5.1,2.0,0.9,,,76.3,28.8,71.2,66.8,60.2,10.1,8.1,,45.7,70.6,6.9,54.3,71.6,9.1,,95.4,12.6,33.2,0.4,1.5,0.2,47.5,4.6,15.9,36.3,1.1,2.0,0.4,49.2,,68.1,31.9,1.9,27.0,0.1,1.3,
0,10453,2321,,8.6,8.2,6.9,7.7,8.9,16.2,12.0,13.6,5.4,4.0,5.7,2.2,0.6,,,76.3,28.1,71.9,66.8,59.7,10.7,8.4,,45.5,69.7,7.0,54.5,73.7,9.6,,97.4,8.6,32.4,0.5,1.3,,54.5,2.6,10.3,34.0,0.9,1.8,0.1,55.7,,69.2,30.8,1.2,27.4,0.1,1.3,
0,10454,1116,,8.0,8.5,8.6,8.0,9.8,15.4,13.3,11.7,4.7,3.6,4.1,3.4,0.9,,,74.9,29.8,70.2,64.2,57.1,10.5,8.4,,48.3,70.1,7.8,51.7,70.3,9.0,,97.1,13.2,31.7,0.8,0.5,0.1,50.9,2.9,14.6,33.9,1.0,0.8,0.1,52.7,,67.9,32.1,2.3,28.1,0.4,0.3,
0,10455,1251,,9.1,8.4,6.5,7.0,8.3,18.2,11.7,12.5,4.9,4.1,5.2,2.8,1.2,,,76.0,28.8,71.2,67.7,60.7,11.3,9.2,,47.7,65.9,6.1,52.3,76.1,12.0,,97.0,12.3,30.3,0.8,1.3,0.4,51.9,3.0,13.9,32.0,1.3,1.7,0.7,53.5,,71.8,28.2,1.3,24.3,0.2,1.2,0.4
0,10456,2443,,7.7,7.8,8.2,8.0,8.6,15.3,12.0,12.4,6.2,4.7,5.7,2.5,0.9,,,76.3,28.6,71.4,66.7,59.7,11.6,9.0,,46.5,69.5,7.2,53.5,73.0,10.6,,96.8,10.8,42.5,1.4,0.9,0.1,41.1,3.2,12.4,44.8,1.9,1.4,0.3,42.6,,61.5,38.5,1.2,34.3,0.8,0.8,
0,10457,2049,,9.6,8.3,8.1,7.5,8.0,15.3,13.1,11.9,5.4,3.8,5.7,2.7,0.7,,,74.0,30.7,69.3,64.9,58.5,11.1,9.1,,47.1,67.1,7.7,52.9,71.3,10.2,,96.7,15.4,40.2,0.4,0.9,0.1,39.7,3.3,16.9,42.5,1.2,1.2,0.3,41.4,,66.6,33.4,1.4,29.5,0.1,0.9,
0,10458,2004,,8.5,6.8,7.3,9.5,10.3,17.7,11.3,11.6,4.6,4.5,4.9,2.1,0.8,,,77.4,27.1,72.9,65.0,57.5,10.4,7.8,,48.1,71.4,6.8,51.9,74.3,8.9,,95.9,17.7,19.9,0.4,3.0,,54.9,4.1,20.2,22.6,0.8,3.8,0.2,57.2,,69.8,30.2,8.3,17.4,0.1,2.8,
0,10459,1463,,7.6,7.7,7.4,7.7,7.8,17.0,12.4,12.2,6.0,4.2,5.2,3.7,1.2,,,77.3,27.2,72.8,68.0,61.8,12.5,10.1,,47.6,70.3,7.4,52.4,75.1,12.5,,97.0,11.6,34.4,0.5,0.8,0.1,49.6,3.0,13.1,36.8,1.2,1.0,0.2,51.2,,67.9,32.1,1.6,28.9,0.2,0.7,
0,10460,1614,,8.1,7.1,7.4,6.6,8.1,17.6,11.0,12.6,5.6,4.8,6.9,3.2,1.0,,,77.4,26.7,73.3,69.3,62.6,13.9,11.1,,46.5,71.2,10.4,53.5,75.1,11.8,,97.2,15.7,30.3,0.3,1.6,0.2,49.1,2.8,17.0,32.1,1.0,1.9,0.4,50.6,,69.5,30.5,2.6,25.3,,1.5,0.1
0,10461,1855,,6.3,5.5,6.0,4.3,6.1,17.3,13.6,14.1,5.9,5.5,7.8,5.2,2.6,,,82.2,20.5,79.5,76.6,71.8,18.3,15.6,,48.7,78.2,11.8,51.3,80.7,19.1,,95.7,48.2,9.4,0.5,11.1,0.1,26.4,4.3,51.0,11.7,1.1,12.2,0.2,28.8,,46.6,53.4,33.3,7.7,0.2,10.7,0.1
0,10462,2231,,6.3,6.3,5.7,5.6,6.9,16.9,14.6,13.6,6.8,5.2,6.7,4.0,1.3,,,81.6,21.9,78.1,74.7,69.1,15.2,12.0,,47.0,76.3,10.2,53.0,79.7,13.7,,94.7,23.2,28.3,0.9,12.6,,29.7,5.3,26.2,31.2,1.8,14.6,0.4,32.0,,47.5,52.5,11.6,24.8,0.3,12.5,
0,10463,1963,,6.9,6.2,5.1,4.5,5.6,15.5,12.3,12.9,5.7,5.6,10.2,6.1,3.5,,,81.8,21.0,79.0,76.2,71.7,22.9,19.8,,47.1,75.4,16.1,52.9,82.1,23.0,,93.8,45.0,15.1,0.6,3.7,0.1,29.3,6.2,49.7,18.2,2.0,4.7,0.1,32.1,,51.1,48.9,31.6,11.2,0.1,3.6,
0,10464,118,,5.0,6.1,4.9,2.5,4.8,16.8,9.9,16.1,3.7,7.6,13.7,5.3,3.5,,,84.0,17.4,82.6,80.3,76.7,27.3,22.5,,48.8,82.1,21.9,51.2,83.1,23.0,,96.0,78.8,2.7,,5.5,,9.0,4.0,82.8,2.7,,5.8,,12.7,,25.2,74.8,66.9,1.9,,5.5,
0,10465,1468,,6.6,5.3,4.6,6.6,6.8,11.9,12.8,13.9,7.1,7.1,8.6,5.4,3.4,,,83.5,19.7,80.3,75.3,70.2,21.3,17.4,,48.4,77.9,14.9,51.6,82.5,19.7,,97.3,60.3,12.8,0.1,3.1,,21.1,2.7,62.3,14.0,0.5,3.5,,22.4,,44.3,55.7,42.8,8.9,0.1,2.8,
0,10466,2360,,6.1,5.9,6.2,7.1,8.4,14.0,12.3,14.4,7.0,6.0,7.0,4.2,1.4,,,81.8,22.5,77.5,73.4,66.3,16.0,12.5,,43.9,75.5,11.5,56.1,79.0,13.4,,97.3,11.1,73.1,0.9,3.0,0.1,9.1,2.7,12.4,75.0,1.8,3.8,0.1,9.9,,22.0,78.0,2.9,69.1,0.3,3.0,
0,10467,3299,,8.2,6.9,6.9,5.9,7.1,16.9,13.4,12.6,5.4,5.7,6.3,3.3,1.4,,,78.0,25.6,74.4,70.7,65.0,14.2,11.0,,48.0,73.0,9.2,52.0,75.8,12.6,,96.0,22.6,35.3,0.6,5.8,,31.6,4.0,25.3,37.5,1.2,6.8,0.6,33.2,,52.3,47.7,9.4,30.4,0.3,5.7,
0,10468,2685,,9.6,7.1,6.4,5.9,8.2,17.7,12.1,13.2,5.9,3.8,5.9,2.8,1.2,,,76.8,27.0,73.0,69.4,62.7,12.1,9.9,,47.1,71.5,8.2,52.9,74.4,11.4,,96.9,12.6,21.0,1.0,2.9,,59.3,3.1,14.6,23.0,1.4,3.5,,60.7,,75.8,24.2,3.0,16.2,0.6,2.8,
0,10469,2952,,5.2,4.9,6.6,6.9,6.9,13.8,12.7,13.7,6.5,6.4,8.6,5.5,2.4,,,83.3,21.0,79.0,74.7,69.6,20.4,16.5,,46.5,77.6,14.5,53.5,80.2,18.3,,97.0,18.8,54.3,0.8,6.5,0.1,16.5,3.0,20.4,56.1,1.5,7.0,0.3,18.3,,29.0,71.0,10.7,51.9,0.3,6.4,
0,10470,443,,6.4,5.0,4.8,4.1,5.9,15.2,13.9,15.1,6.2,6.4,8.4,6.0,2.5,,,83.8,18.8,81.2,78.7,73.7,21.4,16.9,,45.8,78.5,14.4,54.2,83.4,19.1,,96.5,42.6,39.1,,3.5,,11.3,3.5,45.2,40.4,0.7,4.8,0.1,12.9,,21.1,78.9,36.2,37.0,,3.5,
0,10471,778,,5.4,4.1,4.1,7.2,6.5,11.0,11.8,10.8,6.2,7.5,11.0,8.3,6.1,,,86.4,15.9,84.1,76.8,72.8,29.4,25.4,,47.4,81.8,21.7,52.6,86.2,28.7,,96.6,68.7,11.8,0.2,6.2,,9.7,3.4,71.2,13.3,0.7,7.2,0.2,11.1,,22.8,77.2,58.5,10.4,,5.8,
0,10472,1919,,7.9,7.9,7.1,7.0,8.8,15.7,12.3,12.8,4.7,4.8,6.2,3.7,1.2,,,77.1,27.1,72.9,68.3,61.4,14.0,11.1,,48.6,70.7,9.2,51.4,75.0,13.0,,96.2,14.9,27.4,1.4,6.7,,45.8,3.8,17.4,29.3,2.0,7.8,0.1,47.5,,64.5,35.5,2.6,23.8,0.3,6.5,
0,10473,1904,,6.4,6.4,7.3,6.6,7.9,14.0,11.5,13.3,6.1,5.8,8.5,4.8,1.4,,,79.9,24.2,75.8,71.9,65.4,17.7,14.7,,45.2,72.2,11.8,54.8,78.8,17.1,,96.6,37.5,41.2,0.6,1.7,,15.6,3.4,39.4,43.5,1.3,2.3,0.1,17.2,,60.8,39.2,2.6,33.4,0.3,1.5,
0,10474,320,,8.8,8.0,7.1,7.9,7.9,20.1,11.7,12.6,3.8,4.7,4.8,2.0,0.8,,,76.1,29.1,70.9,67.0,60.4,10.1,7.5,,53.0,69.1,5.6,47.0,73.0,9.7,,96.7,9.2,39.4,0.3,0.1,0.4,47.3,3.3,11.2,42.5,0.6,0.2,0.4,48.6,,63.4,36.6,1.2,34.9,0.1,0.1,
0,10475,1679,,4.1,5.6,4.4,5.0,6.2,10.2,14.4,12.3,5.6,7.5,12.9,8.4,3.3,,,85.8,17.3,82.7,80.5,74.6,29.5,24.5,,42.5,79.0,20.9,57.5,85.4,27.2,,95.6,17.8,60.8,0.7,2.8,,13.4,4.4,20.0,64.8,2.8,2.9,,15.1,,29.0,71.0,7.9,56.8,,2.7,
0,11004,572,,7.1,4.0,3.3,3.8,6.3,16.6,9.8,12.2,7.3,10.0,8.8,6.4,4.4,,,85.6,17.0,83.0,81.2,75.4,24.3,19.6,,46.9,86.1,17.8,53.1,80.2,21.1,,95.5,42.0,6.6,0.4,42.9,0.3,3.3,4.5,45.1,7.9,0.9,46.3,0.3,4.6,,12.6,87.4,33.4,6.6,0.4,42.9,0.3
0,11101,618,,6.7,4.9,4.0,4.1,6.6,25.7,17.9,12.2,4.6,5.0,4.9,2.6,0.8,,,84.4,18.1,81.9,78.8,73.7,10.7,8.3,,50.9,81.3,7.7,49.1,82.5,9.0,,94.6,43.0,15.7,0.6,22.8,0.1,12.4,5.4,47.4,18.0,1.3,25.4,0.7,13.5,,26.3,73.7,32.4,14.5,,22.5,0.1
0,11102,598,,5.4,3.2,4.0,4.2,6.8,29.1,14.7,11.7,4.8,4.3,6.9,3.1,1.8,,,87.4,15.2,84.8,82.2,76.4,14.1,11.8,,49.9,82.7,9.4,50.1,87.0,14.2,,97.0,59.1,9.6,0.1,15.1,0.1,13.0,3.0,61.6,11.0,0.6,16.1,0.1,14.0,,30.8,69.2,43.0,8.6,0.1,15.1,
0,11103,562,,4.5,2.6,3.0,3.3,6.8,32.4,15.7,10.7,5.7,3.9,6.3,3.9,1.1,,,89.9,12.2,87.8,86.0,79.7,13.5,11.3,,48.7,89.3,10.2,51.3,86.4,12.4,,96.5,70.9,2.7,0.3,14.9,0.1,7.6,3.5,73.7,3.6,0.8,16.5,0.5,8.6,,22.7,77.3,58.0,1.9,,14.8,0.1
0,11104,487,,5.5,4.3,3.6,3.5,4.1,22.8,20.2,12.4,5.0,5.8,7.0,4.7,1.2,,,86.6,15.7,84.3,82.4,79.0,16.1,12.9,,49.6,84.4,11.1,50.4,84.2,14.6,,97.7,66.8,1.9,0.3,22.1,,6.6,2.3,69.1,2.6,0.5,23.3,0.3,7.0,,31.4,68.6,43.5,1.2,0.1,21.9,
0,11105,483,,4.9,3.8,3.3,3.3,6.2,27.7,14.7,12.4,6.3,4.5,6.4,4.4,2.2,,,88.0,14.0,86.0,84.1,78.5,15.5,12.9,,50.3,85.6,11.1,49.7,86.3,14.8,,96.9,74.5,2.6,0.7,12.5,,6.7,3.1,77.3,3.5,1.1,13.7,,7.7,,22.0,78.0,60.9,2.1,0.6,12.2,
0,11106,632,,4.3,5.0,3.5,3.1,5.7,26.9,17.1,11.6,4.8,4.5,7.5,3.8,2.3,,,87.3,14.7,85.3,83.2,78.4,15.8,13.6,,49.0,84.3,10.4,51.0,86.3,16.6,,95.2,54.0,7.1,0.3,21.1,,12.6,4.8,58.3,8.9,0.9,22.2,0.3,14.3,,28.3,71.7,41.1,6.0,0.2,20.7,
0,11109,47,,9.5,3.7,1.4,0.3,3.6,39.7,22.7,12.1,3.6,2.0,1.7,,,,,85.4,14.6,85.4,84.3,81.6,2.4,1.7,,48.4,88.0,3.4,51.6,83.0,,,97.3,67.1,4.5,,25.1,,0.6,2.7,69.5,4.8,0.5,27.1,0.3,1.1,,5.6,94.4,62.2,4.1,,25.1,
0,11201,676,,6.9,4.7,3.3,4.1,5.3,25.4,18.2,11.7,4.3,4.7,6.3,3.4,1.8,,,85.2,16.7,83.3,80.1,75.8,14.4,11.5,,47.8,82.2,9.3,52.2,84.4,13.5,,94.1,64.1,13.6,0.2,11.8,0.1,4.3,5.9,68.7,16.0,1.0,14.9,0.3,5.4,,11.6,88.4,58.9,12.6,0.1,11.8,0.1
0,11203,2015,,5.6,6.1,5.7,5.6,6.9,14.4,12.4,12.5,7.1,5.9,9.8,6.1,2.1,,,82.6,21.0,79.0,75.7,70.2,21.6,18.0,,44.1,75.9,15.5,55.9,81.4,19.9,,98.4,4.4,89.0,0.2,1.9,,2.9,1.6,5.2,90.1,0.6,2.4,,3.4,,6.4,93.6,3.8,86.2,0.1,1.8,
0,11204,2002,,8.6,8.0,7.7,5.9,5.5,14.8,13.2,11.2,5.9,5.7,7.3,3.9,2.4,,,75.7,28.2,71.8,68.6,64.3,17.0,13.6,,50.0,70.2,11.9,50.0,73.3,15.3,,98.3,58.1,1.2,0.2,31.9,,6.9,1.7,59.4,1.5,0.4,33.2,0.2,7.2,,10.9,89.1,54.4,1.1,0.2,31.7,
0,11205,715,,9.3,7.9,6.2,7.5,9.4,19.7,14.8,9.7,4.1,4.0,4.9,1.9,0.7,,,76.6,26.9,73.1,67.5,59.7,9.6,7.5,,46.3,69.8,6.0,53.7,75.9,8.7,,96.2,49.0,31.8,0.6,6.9,,7.9,3.8,51.8,34.1,1.6,8.3,,8.7,,17.7,82.3,42.3,29.5,0.3,6.8,
0,11206,1582,,8.6,7.9,7.3,6.7,9.1,21.0,11.9,8.9,4.7,3.6,5.9,3.5,0.9,,,76.2,28.2,71.8,68.1,60.4,12.2,10.3,,48.5,68.2,7.8,51.5,75.2,12.6,,96.2,47.2,26.5,0.7,6.9,,14.9,3.8,50.0,28.7,1.3,7.7,0.4,15.8,,37.1,62.9,33.4,20.9,0.2,6.8,
0,11207,2038,,7.0,6.9,6.4,6.1,7.8,17.1,12.6,13.0,6.5,5.4,6.5,3.5,1.4,,,79.7,23.8,76.2,72.2,65.8,14.4,11.4,,44.8,74.0,10.6,55.2,78.0,12.1,,97.5,14.5,64.3,0.4,1.4,0.1,16.7,2.5,15.9,65.9,1.0,2.0,0.2,17.6,,33.3,66.7,4.0,58.8,0.1,1.4,
0,11208,2337,,8.7,7.8,6.6,6.9,7.5,15.9,13.1,13.3,5.9,5.2,5.8,2.3,1.0,,,76.9,27.2,72.8,68.5,62.5,11.9,9.1,,46.5,70.6,7.6,53.5,74.7,10.3,,98.2,25.9,54.4,0.3,5.7,0.1,11.8,1.8,26.8,55.6,0.8,6.2,0.2,12.4,,41.3,58.7,2.4,48.8,,5.7,
0,11209,1111,,6.4,5.0,4.7,4.1,4.9,17.2,13.7,13.8,6.5,6.8,9.2,5.2,2.5,,,83.9,18.5,81.5,79.2,74.9,20.9,16.9,,47.9,81.7,14.4,52.1,81.4,19.3,,96.4,73.8,3.1,0.3,13.4,0.1,5.7,3.6,76.9,4.3,0.6,15.0,0.2,6.7,,16.9,83.1,64.5,2.7,0.1,13.3,0.1
0,11210,1647,,7.1,7.7,7.4,7.4,6.4,13.2,13.8,11.5,6.6,5.7,8.3,3.5,1.4,,,77.8,26.8,73.2,68.8,64.1,16.5,13.3,,45.6,70.5,12.7,54.4,75.4,13.8,,98.3,31.1,58.6,0.1,4.3,,4.2,1.7,32.2,59.9,0.3,5.1,,4.6,,7.0,93.0,29.5,56.9,,4.2,
0,11211,2048,,9.7,6.5,5.7,5.1,6.1,27.7,15.2,7.9,3.6,3.8,4.6,2.6,1.4,,,78.0,25.2,74.8,72.3,66.8,10.9,8.6,,49.8,74.5,7.8,50.2,75.0,9.4,,96.8,74.7,6.4,0.5,5.6,,9.6,3.2,77.2,7.9,1.1,6.8,0.2,10.3,,24.3,75.7,63.9,3.7,0.2,5.5,
0,11212,1830,,6.7,5.1,6.6,6.1,6.2,16.3,13.2,14.2,6.3,5.8,7.8,4.0,1.6,,,81.6,22.0,78.0,73.9,69.3,16.5,13.4,,42.4,73.3,10.7,57.6,81.4,15.3,,97.8,7.2,81.6,0.2,1.3,,7.5,2.2,8.5,83.2,0.6,1.8,0.1,8.2,,18.6,81.4,1.2,77.4,0.2,1.3,
0,11213,1366,,7.0,5.5,6.8,6.8,8.6,17.4,12.4,12.7,6.4,4.9,6.2,3.5,1.8,,,80.7,23.8,76.2,72.2,65.3,14.4,11.5,,45.9,73.3,9.5,54.1,78.7,13.1,,97.2,22.4,67.6,0.2,2.0,,4.9,2.8,24.6,69.4,0.8,2.8,,5.3,,10.6,89.4,20.6,64.2,,1.9,
0,11214,1498,,7.0,5.9,5.3,4.5,5.6,14.6,14.3,13.9,6.7,5.6,8.7,5.2,2.6,,,81.8,21.1,78.9,76.4,71.6,19.9,16.5,,49.0,77.7,14.0,51.0,80.0,18.9,,97.3,49.2,1.5,0.2,37.5,,8.9,2.7,51.5,1.8,0.5,39.5,0.1,9.4,,16.4,83.6,42.7,1.2,0.1,37.4,
0,11215,613,,8.2,6.0,4.4,3.4,3.7,21.8,20.1,13.1,4.8,4.2,6.3,3.1,1.0,,,81.5,21.2,78.8,77.7,74.4,12.7,10.4,,47.9,77.5,9.2,52.1,80.0,11.5,,94.1,76.1,4.6,0.1,7.9,,5.3,5.9,81.4,6.8,0.9,11.1,0.1,6.2,,16.3,83.7,66.9,3.8,0.1,7.9,
0,11216,716,,5.1,4.2,3.5,3.3,8.2,27.6,14.7,11.8,5.5,4.5,6.1,3.9,1.6,,,87.2,15.1,84.9,82.6,75.7,14.3,11.6,,46.9,82.8,8.9,53.1,86.8,13.9,,95.8,29.0,57.0,0.3,5.2,,4.3,4.2,32.5,59.4,0.8,6.6,0.1,5.0,,10.8,89.2,26.0,54.7,,5.1,
0,11217,613,,7.2,4.0,4.2,3.7,4.7,26.3,18.4,11.8,4.3,5.0,6.4,3.0,1.1,,,84.6,18.3,81.7,80.3,76.2,13.2,10.4,,47.0,80.6,9.4,53.0,82.7,11.4,,95.4,58.0,19.7,0.1,7.6,,10.0,4.6,62.0,21.5,0.9,9.7,0.1,10.7,,18.5,81.5,50.9,18.7,,7.5,
0,11218,1672,,9.9,7.2,7.3,5.5,5.6,15.9,15.5,11.4,5.0,4.9,7.2,3.2,1.4,,,75.5,28.1,71.9,68.9,64.5,14.8,11.8,,50.4,71.8,10.0,49.6,72.0,13.6,,96.0,59.7,8.1,0.5,18.5,,9.2,4.0,62.8,9.6,1.2,20.8,0.1,9.8,,17.6,82.4,52.5,7.6,0.1,18.5,
0,11219,3000,,12.9,9.8,9.0,6.8,7.0,14.2,11.0,8.9,4.2,4.4,6.5,3.0,2.3,,,68.4,36.2,63.8,60.3,54.5,14.5,11.8,,50.0,63.3,9.9,50.0,64.3,13.7,,99.1,67.2,1.0,0.2,24.5,,6.1,0.9,67.9,1.4,0.4,24.8,,6.4,,12.1,87.9,61.9,0.9,0.1,24.4,
0,11220,1503,,7.8,6.9,6.2,4.9,6.2,19.1,14.7,13.0,5.4,4.9,6.1,3.7,1.2,,,79.1,23.8,76.2,73.1,68.1,13.6,11.0,,50.5,74.4,9.8,49.5,77.9,12.2,,97.4,30.3,2.6,0.4,41.3,,22.8,2.6,32.4,3.5,0.7,42.1,,24.0,,41.7,58.3,14.1,1.6,0.2,41.2,
0,11221,1261,,6.6,5.1,5.1,6.0,10.1,22.5,13.2,11.7,5.5,4.0,6.2,3.1,1.0,,,83.3,20.3,79.7,75.8,67.2,12.5,10.3,,47.9,78.8,8.6,52.1,80.5,11.9,,96.1,27.7,49.0,0.7,3.4,,15.4,3.9,30.5,51.3,1.5,4.3,0.1,16.6,,34.3,65.7,16.5,43.4,0.2,3.4,
0,11222,436,,4.9,3.0,2.1,2.4,4.9,33.3,19.4,10.0,5.3,4.4,5.9,3.1,1.4,,,90.0,11.1,88.9,86.9,82.7,12.9,10.4,,49.3,88.4,8.9,50.7,89.3,11.8,,95.8,81.9,4.4,0.3,5.0,,4.2,4.2,85.7,5.4,0.6,7.1,0.1,5.4,,14.2,85.8,73.4,3.7,0.2,5.0,
0,11223,1679,,9.1,6.5,5.6,5.6,5.9,15.5,11.9,11.6,6.4,6.2,8.2,5.0,2.6,,,78.8,24.7,75.3,72.2,67.3,19.1,15.8,,49.0,73.2,13.9,51.0,77.3,17.6,,96.8,57.2,4.8,0.3,24.2,0.2,10.2,3.2,60.1,5.4,0.9,26.2,0.2,10.5,,16.7,83.3,52.1,3.5,0.2,24.1,0.2
