,zipcode,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,60088,"12,662",479,235,270,"3,421","4,381","3,082",448,58,149,65,74,-,-,21.4,-,"11,678","1,015","11,647","6,718","3,876",118,74,"12,662","9,275","8,771",15,"3,387","2,876",59,"12,662","11,863","8,799","1,903",15,718,60,368,799,"9,503","2,144",282,"1,027",167,456,"12,662","2,124","10,538","7,265","1,869",15,693,30
0,60089,"41,392","2,351","2,709","2,619","2,478","1,669","4,968","6,179","6,322","3,287","2,722","3,709","1,616",763,41.8,-,"33,713","9,360","32,032","30,975","29,566","7,731","6,088","41,392","20,239","15,347","2,774","21,153","16,685","3,314","41,392","40,577","29,506",986,129,"9,018",16,922,815,"30,252","1,130",350,"9,397",88,"1,042","41,392","2,260","39,132","28,372",986,56,"9,018",16
0,60090,"38,476","2,481","2,194","2,387","1,761","2,110","7,011","4,994","4,957","2,755","2,495","2,956","1,739",636,37.3,-,"31,414","8,144","30,332","29,257","27,543","6,715","5,331","38,476","19,722","15,494","2,183","18,754","14,838","3,148","38,476","37,529","23,253","1,205",372,"6,980",117,"5,602",947,"24,056","1,499",498,"7,431",130,"5,871","38,476","11,769","26,707","17,670","1,205",176,"6,980",25
0,60091,"27,367","1,664","1,877","2,713","2,072",728,"1,178","3,342","4,662","2,168","1,804","2,916","1,427",816,45.3,-,"21,113","7,796","19,571","18,886","18,313","6,160","5,159","27,367","13,355","9,201","2,206","14,012","10,370","2,953","27,367","26,618","22,634",199,-,"3,713",6,66,749,"23,364",251,37,"4,369",71,66,"27,367",794,"26,573","21,966",164,-,"3,670",6
0,60093,"19,441","1,177","1,815","1,576","1,628",574,"1,213","2,158","2,935","1,617","1,073","2,080","1,214",381,42.9,-,"14,873","5,784","13,657","13,110","12,671","4,350","3,675","19,441","9,433","6,519","1,650","10,008","7,138","2,025","19,441","19,039","17,716",51,62,"1,017",-,193,402,"18,096",111,80,"1,329",57,233,"19,441","1,134","18,307","16,815",51,47,"1,017",-
0,60096,"6,803",304,298,464,374,407,788,794,729,765,742,804,237,97,44.8,-,"5,737","1,242","5,561","5,336","4,956","1,610","1,138","6,803","3,330","2,797",559,"3,473","2,764",579,"6,803","6,768","6,294",136,62,131,-,145,35,"6,329",148,70,146,-,145,"6,803",561,"6,242","5,888",136,62,121,-
0,60097,"10,826",776,676,628,655,376,"1,538","1,419","1,502",995,865,972,359,65,41.4,-,"8,746","2,569","8,257","8,004","7,715","1,923","1,396","10,826","5,811","4,320",708,"5,015","3,937",688,"10,826","10,553","10,405",1,-,64,-,83,273,"10,678",64,159,115,-,83,"10,826","1,019","9,807","9,469",1,-,64,-
0,60098,"32,526","1,987","2,172","1,978","2,341","2,051","3,851","4,000","4,465","2,328","2,137","3,004","1,374",838,39.3,-,"26,389","7,793","24,733","23,771","21,997","6,497","5,216","32,526","16,008","12,049","2,322","16,518","12,684","2,894","32,526","31,847","29,786","1,022",20,421,-,598,679,"30,402","1,273",296,566,-,668,"32,526","6,173","26,353","24,608",880,7,421,-
0,60099,"30,934","2,020","2,644","2,539","2,442","2,365","3,762","4,079","3,964","1,843","1,630","1,955","1,236",455,33.9,-,"23,731","8,962","21,972","20,775","18,924","4,599","3,646","30,934","14,888","10,375","1,699","16,046","11,597","1,947","30,934","29,459","19,275","7,624",187,982,-,"1,391","1,475","20,463","8,481",445,"1,330",86,"1,742","30,934","8,837","22,097","12,265","7,426",187,982,-
0,60101,"39,216","2,748","2,563","2,546","2,744","2,409","5,699","5,044","5,252","2,525","2,111","3,151","1,824",600,36.7,-,"31,359","9,342","29,874","28,148","26,206","6,703","5,575","39,216","19,281","14,657","2,309","19,935","15,217","3,266","39,216","38,060","28,238","1,424",108,"3,703",-,"4,587","1,156","29,293","1,812",401,"3,905",38,"4,986","39,216","15,603","23,613","17,969","1,405",33,"3,645",-
0,60102,"32,739","1,475","2,092","2,454","2,556","1,938","3,197","4,296","6,110","2,422","2,462","2,639",617,481,41.6,-,"26,718","7,607","25,132","23,847","22,224","4,892","3,737","32,739","16,010","12,062","1,585","16,729","13,070","2,152","32,739","32,281","28,669",438,27,"2,590",-,557,458,"29,116",503,97,"2,856",11,614,"32,739","2,271","30,468","27,003",424,19,"2,590",-
0,60103,"42,196","2,696","3,022","2,795","2,425","2,612","4,738","5,961","7,129","3,246","2,634","3,074","1,382",482,39.6,-,"33,683","10,196","32,000","30,831","28,646","6,409","4,938","42,196","21,153","15,558","2,162","21,043","16,442","2,776","42,196","40,794","32,338",678,82,"6,547",7,"1,142","1,402","33,402",884,197,"7,172",37,"1,956","42,196","5,474","36,722","28,687",663,11,"6,516",7
0,60104,"18,999","1,074","1,240","1,168","1,122","1,552","2,816","2,264","2,399","1,451","1,333","1,614",746,220,37.6,-,"15,517","4,002","14,997","14,131","12,843","3,281","2,580","18,999","8,828","6,780","1,125","10,171","8,217","1,455","18,999","18,791","2,483","14,785",10,183,-,"1,330",208,"2,590","14,949",66,236,-,"1,366","18,999","3,299","15,700",805,"14,412",10,183,-
0,60106,"20,462","1,473","1,318","1,267","1,134","1,479","3,385","2,514","2,559","1,294","1,359","1,497",628,555,36.0,-,"16,404","4,811","15,651","15,005","13,791","3,437","2,680","20,462","10,240","7,780","1,111","10,222","7,871","1,569","20,462","19,448","15,175",653,74,817,32,"2,697","1,014","16,102",968,419,940,32,"3,086","20,462","9,718","10,744","9,094",612,-,817,-
0,60107,"40,437","2,123","2,602","2,370","2,675","2,648","5,701","6,315","5,821","2,973","2,712","2,887","1,229",381,38.5,-,"33,342","8,959","31,478","30,280","28,019","5,884","4,497","40,437","20,514","15,950","1,989","19,923","15,528","2,508","40,437","39,293","25,910","1,746",167,"5,046",-,"6,424","1,144","26,913","1,908",293,"5,579",-,"6,898","40,437","13,891","26,546","18,989","1,704",55,"4,961",-
0,60108,"22,766","1,133","1,242","1,253","1,012","1,408","2,792","2,931","2,972","1,552","1,868","2,427","1,413",763,43.3,-,"19,138","4,227","18,539","17,906","16,718","5,732","4,603","22,766","10,740","8,981","1,900","12,026","9,558","2,703","22,766","22,421","18,031",782,114,"3,130",28,336,345,"18,348",880,185,"3,242",79,391,"22,766","2,754","20,012","15,877",698,15,"3,121",28
0,60109,568,23,35,26,38,71,43,58,135,38,35,37,19,10,41.8,-,484,89,479,431,375,84,66,568,255,221,43,313,258,23,568,559,559,-,-,-,-,-,9,568,-,3,-,-,6,568,18,550,547,-,-,-,-
0,60110,"39,333","3,176","3,534","3,781","3,310","2,812","5,693","5,888","4,583","2,150","1,634","1,800",727,245,30.5,-,"28,842","12,578","26,755","24,989","22,720","3,856","2,772","39,333","19,947","13,447","1,398","19,386","13,308","1,374","39,333","38,350","21,711","3,146",160,"3,070",13,"10,250",983,"22,582","3,309",366,"3,355",13,"10,733","39,333","19,981","19,352","12,641","3,077",47,"3,053",-
0,60112,"4,356",371,443,418,160,345,918,832,385,174,82,154,28,46,30.5,-,"3,124","1,339","3,017","2,828","2,619",258,228,"4,356","2,277","1,623",147,"2,079","1,394",81,"4,356","4,325","3,813",325,-,79,-,108,31,"3,844",345,-,90,-,108,"4,356",729,"3,627","3,212",325,-,79,-
0,60115,"45,325","2,163","2,366","2,458","4,743","10,956","6,756","4,089","3,737","2,201","1,819","2,123","1,205",709,25.0,-,"38,338","8,203","37,122","30,452","22,639","5,102","4,037","45,325","22,102","18,215","1,728","23,223","18,907","2,309","45,325","44,037","33,205","6,861",48,"2,014",-,"1,909","1,288","34,361","7,462",125,"2,584",116,"2,018","45,325","5,911","39,414","29,629","6,657",24,"2,000",-
0,60118,"15,836",806,806,832,741,882,"1,684","1,847","2,624","1,636","1,069","1,717",886,306,46.5,-,"13,392","2,924","12,912","12,334","11,769","3,540","2,909","15,836","7,943","6,417","1,319","7,893","6,495","1,590","15,836","15,582","13,585",199,99,"1,066",11,622,254,"13,818",213,192,"1,119",18,744,"15,836","1,536","14,300","12,875",199,5,"1,066",-
0,60119,"10,246",551,690,892,797,636,950,"1,279","1,654",913,825,658,294,107,41.0,-,"8,113","2,680","7,566","7,156","6,680","1,624","1,059","10,246","4,863","3,612",496,"5,383","3,954",563,"10,246","10,069","9,446",221,77,279,-,46,177,"9,623",357,118,279,-,46,"10,246","1,193","9,053","8,369",197,31,279,-
0,60120,"50,922","4,291","3,493","3,724","3,950","3,960","7,609","6,771","6,256","2,838","2,720","3,407","1,405",498,33.1,-,"39,414","13,899","37,023","34,803","31,504","6,954","5,310","50,922","25,201","18,600","2,337","25,721","18,423","2,973","50,922","49,399","29,700","2,111",867,"2,608",-,"14,113","1,523","30,983","2,882","1,039","2,810",90,"14,667","50,922","30,950","19,972","14,350","2,053",5,"2,542",-
0,60123,"48,952","3,452","3,366","3,224","3,671","3,553","6,837","6,295","6,206","3,208","3,135","3,379","1,805",821,35.6,-,"38,910","12,257","36,695","34,587","31,686","7,789","6,005","48,952","24,727","18,020","2,474","24,225","18,675","3,531","48,952","47,334","32,218","3,530",260,"2,737",-,"8,589","1,618","33,646","4,344",454,"3,084",50,"9,092","48,952","18,344","30,608","23,352","3,337",45,"2,666",-
0,60124,"22,338","1,762","1,569","1,221","1,398",684,"3,101","2,679","3,699","1,346",909,"2,598","1,122",250,40.8,-,"17,786","5,531","16,807","16,281","15,704","4,634","3,970","22,338","11,363","8,653","1,862","10,975","8,154","2,108","22,338","21,548","17,576","1,277",-,"1,936",-,759,790,"18,366","1,316",292,"1,965",-,"1,189","22,338","2,705","19,633","16,418",958,-,"1,936",-
0,60126,"48,410","3,250","3,683","3,638","3,640","3,011","4,452","6,105","7,152","3,536","2,705","3,667","2,252","1,319",39.5,-,"37,839","12,741","35,669","33,546","31,188","8,845","7,238","48,410","23,842","17,298","3,044","24,568","18,371","4,194","48,410","47,423","43,166",661,121,"2,987",9,479,987,"44,055",783,246,"3,684",41,630,"48,410","4,042","44,368","39,888",626,24,"2,960",9
0,60130,"14,041",631,468,483,503,862,"2,969","1,934","1,738","1,219","1,033","1,457",570,174,40.2,-,"12,459","1,907","12,134","11,817","11,094","2,724","2,201","14,041","6,247","5,408",938,"7,794","6,726","1,263","14,041","13,569","8,292","3,822",68,"1,157",-,230,472,"8,737","4,113",82,"1,300",-,297,"14,041","1,027","13,014","7,721","3,735",14,"1,157",-
0,60131,"18,025","1,115",890,"1,175","1,197","1,221","2,572","2,593","2,486","1,285","1,003","1,381",811,296,39.1,-,"14,845","3,812","14,213","13,366","12,427","3,069","2,488","18,025","8,782","6,648","1,080","9,243","7,565","1,408","18,025","17,677","14,520",63,103,647,-,"2,344",348,"14,868",111,198,748,-,"2,448","18,025","8,410","9,615","8,681",48,24,635,-
0,60133,"38,400","2,559","2,871","2,908","2,921","3,088","5,350","5,627","5,216","2,190","2,062","2,392",989,227,33.9,-,"30,062","10,079","28,321","26,588","24,053","4,622","3,608","38,400","18,993","14,156","1,741","19,407","14,165","1,867","38,400","37,118","21,075","2,434",24,"5,809",33,"7,743","1,282","22,070","2,764",242,"6,547",52,"8,049","38,400","15,347","23,053","13,461","2,434",15,"5,799",33
0,60134,"29,401","1,767","2,040","2,069","2,480","1,206","2,736","4,024","4,701","2,314","1,931","2,190","1,143",800,41.0,-,"23,525","7,742","21,659","20,922","19,839","5,179","4,133","29,401","14,287","10,215","1,839","15,114","11,444","2,294","29,401","29,118","28,311",37,37,352,-,381,283,"28,594",97,37,618,-,381,"29,401","1,662","27,739","27,027",37,21,352,-
0,60135,"6,906",356,430,458,656,450,671,961,"1,104",536,388,489,247,160,40.6,-,"5,662","1,617","5,289","4,932","4,556","1,150",896,"6,906","3,556","2,734",401,"3,350","2,555",495,"6,906","6,615","6,479",55,-,23,-,58,291,"6,770",167,147,55,-,58,"6,906",762,"6,144","5,887",55,-,23,-
0,60136,"7,742",689,765,"1,091",145,193,"1,312","1,512","1,011",484,197,331,-,12,31.7,-,"5,197","2,570","5,172","5,052","4,859",498,343,"7,742","4,153","2,603",185,"3,589","2,569",158,"7,742","7,742","5,295",634,-,"1,041",-,772,-,"5,295",634,-,"1,041",-,772,"7,742","1,319","6,423","4,650",634,-,"1,041",-
0,60137,"38,279","2,424","2,670","2,601","2,801","2,139","3,650","4,635","5,763","2,916","2,492","3,732","1,735",721,41.0,-,"30,584","9,516","28,763","27,401","25,644","7,623","6,188","38,279","18,432","14,011","2,766","19,847","14,752","3,422","38,279","37,363","33,106","1,122",47,"2,949",-,139,916,"33,899","1,333",236,"3,418",-,327,"38,279","2,321","35,958","30,978","1,120",47,"2,949",-
0,60139,"34,364","2,638","2,432","2,183","1,932","2,194","6,588","4,587","4,265","2,113","1,775","2,551",839,267,33.7,-,"27,111","8,536","25,828","24,871","22,985","4,649","3,657","34,364","17,164","12,889","1,731","17,200","12,939","1,926","34,364","32,475","18,515","2,568",146,"7,811",40,"3,395","1,889","19,839","3,400",390,"8,446",256,"4,087","34,364","10,753","23,611","11,640","2,468",29,"7,764",40
0,60140,"17,639","1,056","1,132","2,019","1,026","1,086","1,392","2,511","2,488","1,385","1,280","1,786",364,114,39.7,-,"13,432","4,761","12,878","11,832","11,320","2,962","2,264","17,639","8,593","6,359","1,017","9,046","6,519","1,247","17,639","17,425","16,432",150,-,498,-,345,214,"16,646",156,-,706,-,351,"17,639","1,638","16,001","15,377",150,-,403,-
0,60141,216,-,-,-,-,6,12,-,14,8,38,93,8,37,69.4,-,216,-,216,216,210,173,138,216,188,188,116,28,28,22,216,216,137,75,-,-,-,4,-,137,75,-,-,-,4,216,17,199,124,75,-,-,-
0,60142,"28,121","1,385","2,142","1,736","1,640","1,159","2,123","3,239","3,431","1,521","1,381","4,162","3,409",793,46.5,-,"22,858","6,401","21,720","20,955","20,059","9,238","8,364","28,121","13,197","9,827","3,330","14,924","11,893","5,034","28,121","27,687","25,089",678,-,"1,598",36,286,434,"25,322",958,33,"1,920",36,286,"28,121","3,104","25,017","22,504",563,-,"1,598",-
0,60143,"10,996",545,670,545,538,586,"1,186","1,314","1,593",723,982,"1,307",701,306,45.6,-,"9,236","2,200","8,796","8,605","8,112","2,793","2,314","10,996","5,274","4,189","1,063","5,722","4,607","1,251","10,996","10,800","9,932",227,7,554,-,80,196,"10,099",227,12,665,20,169,"10,996","1,309","9,687","8,759",219,7,554,-
0,60146,"2,655",132,150,231,162,247,297,280,390,137,189,321,67,52,38.8,-,"2,142",638,"2,017","1,899","1,733",560,440,"2,655","1,354","1,019",227,"1,301",998,213,"2,655","2,616","2,541",-,-,4,-,71,39,"2,580",22,2,19,-,71,"2,655",160,"2,495","2,452",-,-,4,-
0,60148,"52,963","3,037","2,949","3,274","3,434","3,716","7,697","6,648","7,075","3,916","3,073","4,191","2,598","1,355",38.0,-,"43,703","11,223","41,740","39,514","36,553","9,885","8,144","52,963","26,126","20,480","3,383","26,837","21,260","4,761","52,963","51,615","41,448","2,656",61,"6,553",-,897,"1,348","42,685","3,136",291,"7,075",35,"1,101","52,963","5,280","47,683","37,300","2,652",61,"6,531",-
0,60151,"4,024",202,302,192,222,161,587,532,515,323,451,340,148,49,42.7,-,"3,328",839,"3,185","3,078","2,945",731,537,"4,024","1,974","1,567",272,"2,050","1,618",265,"4,024","3,955","3,864",48,7,17,-,19,69,"3,933",81,27,37,-,21,"4,024",131,"3,893","3,754",48,7,17,-
0,60152,"12,345",589,800,857,629,733,"1,148","1,477","1,892",783,"1,188","1,383",615,251,44.7,-,"10,099","2,698","9,647","9,395","8,737","2,820","2,249","12,345","6,113","4,801",983,"6,232","4,846","1,266","12,345","12,198","11,885",132,-,1,-,180,147,"11,986",180,35,54,-,237,"12,345","1,722","10,623","10,367",132,-,1,-
0,60153,"23,810","1,454","1,385","1,538","1,782","1,960","3,423","2,828","3,269","1,582","1,362","1,795","1,058",374,36.4,-,"19,433","5,448","18,362","17,296","15,691","3,942","3,227","23,810","11,498","8,754","1,325","12,312","9,608","1,902","23,810","23,265","3,665","16,255",67,174,-,"3,104",545,"4,044","16,391",355,213,-,"3,371","23,810","6,510","17,300",860,"16,076",12,149,-
0,60154,"16,573","1,025",833,763,733,656,"1,598","2,488","2,488","1,013","1,004","2,211","1,208",553,45.7,-,"13,952","3,128","13,445","13,143","12,563","4,572","3,972","16,573","7,835","6,081","1,607","8,738","7,364","2,365","16,573","16,061","11,303","2,932",8,638,-,"1,180",512,"11,695","3,065",50,691,125,"1,491","16,573","3,575","12,998","9,164","2,847",8,638,-
0,60155,"7,829",338,453,521,303,197,"1,346",624,"1,331",642,589,879,343,263,46.0,-,"6,517","1,432","6,397","6,195","6,017","1,816","1,485","7,829","3,920","3,159",549,"3,909","3,238",936,"7,829","7,409","1,317","5,844",-,236,-,12,420,"1,416","6,165",-,414,230,24,"7,829",268,"7,561","1,168","5,832",-,236,-
0,60156,"28,886","1,853","2,483","2,292","2,446","2,104","3,241","4,655","4,707","1,708","1,214","1,709",357,117,35.1,-,"22,258","8,066","20,820","19,300","17,708","2,797","2,183","28,886","14,163","10,333","1,060","14,723","10,487","1,123","28,886","27,971","25,459",687,-,"1,542",-,283,915,"26,251",977,71,"1,979",117,428,"28,886","3,487","25,399","22,460",687,-,"1,542",-
0,60157,"2,502",95,172,118,159,298,113,415,268,287,112,290,87,88,42.5,-,"2,117",531,"1,971","1,903","1,660",509,465,"2,502","1,316","1,013",264,"1,186",958,201,"2,502","2,502","2,240",11,-,245,-,6,-,"2,240",11,-,245,-,6,"2,502",-,"2,502","2,240",11,-,245,-
0,60160,"25,412","1,976","2,131","2,170","1,704","1,296","4,019","4,391","2,609","1,328","1,121","1,418",917,332,33.7,-,"19,135","7,390","18,022","17,085","16,135","3,255","2,667","25,412","13,162","8,983",973,"12,250","9,039","1,694","25,412","25,258","14,878","1,537",111,182,-,"8,550",154,"14,990","1,589",141,204,-,"8,652","25,412","18,878","6,534","4,984","1,352",-,175,-
0,60162,"8,165",116,541,517,315,791,"1,121","1,274","1,127",661,565,669,230,238,40.2,-,"6,991","1,384","6,781","6,561","5,885","1,493","1,137","8,165","3,855","3,111",438,"4,310","3,670",699,"8,165","7,994","2,653","3,843",-,42,-,"1,456",171,"2,797","3,943",58,82,-,"1,475","8,165","2,586","5,579","1,727","3,682",-,42,-
0,60163,"5,161",322,273,244,334,350,831,456,678,571,371,358,197,176,40.3,-,"4,322","1,115","4,046","3,930","3,638",946,731,"5,161","2,585","1,999",320,"2,576","2,047",411,"5,161","5,083","2,775","1,486",43,171,30,578,78,"2,787","1,491",70,210,57,651,"5,161","1,906","3,255","1,511","1,486",43,171,-
0,60164,"21,600","1,190","1,663","1,741","1,697","1,255","2,956","2,889","2,906","1,474","1,067","1,576",723,463,36.3,-,"17,006","5,572","16,028","15,137","14,054","3,342","2,762","21,600","10,827","7,959","1,207","10,773","8,069","1,555","21,600","20,945","16,190",668,89,440,-,"3,558",655,"16,804",714,251,499,13,"3,987","21,600","13,337","8,263","7,050",618,14,389,-
0,60165,"4,923",431,524,253,449,466,633,851,560,315,184,85,129,43,30.3,-,"3,715","1,507","3,416","3,220","2,800",348,257,"4,923","2,576","1,775",102,"2,347","1,641",155,"4,923","4,881","2,417",131,-,154,-,"2,179",42,"2,459",173,25,154,-,"2,179","4,923","4,360",563,236,131,-,154,-
0,60169,"33,667","2,414","1,796","1,974","2,110","2,549","5,586","4,455","4,644","2,163","2,140","2,520",839,477,35.8,-,"27,483","7,586","26,081","24,837","22,824","4,875","3,836","33,667","16,523","12,824","1,703","17,144","13,257","2,133","33,667","32,427","17,075","2,181",86,"8,422",-,"4,663","1,240","18,210","2,648",190,"8,712",-,"5,197","33,667","7,626","26,041","14,725","2,105",86,"8,413",-
0,60171,"10,148",788,588,616,489,380,"1,649","1,298","1,346",759,731,936,332,236,38.4,-,"8,156","2,229","7,919","7,530","7,287","1,902","1,504","10,148","4,828","3,814",635,"5,320","4,105",869,"10,148","9,830","8,480",125,-,120,-,"1,105",318,"8,742",174,67,193,-,"1,299","10,148","3,014","7,134","6,699",125,-,120,-
0,60172,"24,551","1,228","1,263","1,606","1,758","1,808","3,061","3,188","3,521","2,095","1,675","2,099",997,252,40.3,-,"20,454","5,206","19,345","18,398","16,888","4,305","3,348","24,551","11,939","9,355","1,493","12,612","9,990","1,855","24,551","23,813","20,169","1,015",354,"2,003",44,228,738,"20,814","1,261",515,"2,317",57,380,"24,551","2,506","22,045","18,438",998,28,"2,003",44
0,60173,"12,162",868,723,410,421,738,"3,301","2,216","1,162",679,582,704,278,80,33.8,-,"10,161","2,278","9,884","9,733","9,002","1,462","1,062","12,162","6,068","4,964",472,"6,094","4,920",590,"12,162","11,647","5,813",469,39,"4,845",16,465,515,"6,167",572,89,"5,173",34,674,"12,162",958,"11,204","5,452",469,25,"4,811",16
0,60174,"31,405","1,415","1,880","2,051","2,048","1,886","3,645","3,697","4,991","2,428","2,126","3,024","1,350",864,43.3,-,"26,059","6,772","24,633","23,609","22,125","6,399","5,238","31,405","14,557","11,511","2,153","16,848","13,122","3,085","31,405","30,771","27,859",401,109,858,-,"1,544",634,"28,493",721,320,931,-,"1,590","31,405","3,824","27,581","25,832",365,65,858,-
0,60175,"25,734","1,286","1,491","2,156","2,557","1,377","2,460","2,790","4,797","1,958","1,806","2,196",652,208,41.7,-,"20,801","6,800","18,934","17,979","16,867","4,084","3,056","25,734","13,277","9,644","1,473","12,457","9,290","1,583","25,734","25,154","23,738",397,32,831,18,138,580,"24,258",503,129,"1,263",66,181,"25,734","1,023","24,711","22,959",360,16,831,18
0,60176,"11,704",584,719,463,906,718,"1,239","2,200","1,534","1,130",709,692,573,237,40.8,-,"9,938","2,380","9,324","8,888","8,314","1,882","1,502","11,704","6,071","4,774",742,"5,633","4,550",760,"11,704","10,990","9,357",156,93,541,-,843,714,"9,788",156,510,838,-,"1,177","11,704","2,894","8,810","7,705",121,-,541,-
0,60177,"23,109","1,152","2,268","1,998","2,135","1,080","2,504","3,452","3,983","1,465",867,"1,215",702,288,36.3,-,"17,691","6,717","16,392","15,369","14,476","2,588","2,205","23,109","11,520","7,981",850,"11,589","8,411","1,355","23,109","22,502","19,185",774,44,"1,270",-,"1,229",607,"19,709",969,165,"1,591",31,"1,354","23,109","4,238","18,871","16,385",733,-,"1,270",-
0,60178,"22,413","1,573","1,123","1,746","1,872","1,413","2,788","2,872","2,931","1,538","1,304","1,872","1,052",329,37.7,-,"17,971","5,506","16,907","15,817","14,686","4,059","3,253","22,413","10,927","7,916","1,381","11,486","8,991","1,872","22,413","21,963","20,418",708,-,439,-,398,450,"20,846",914,109,561,-,453,"22,413","1,647","20,766","19,370",642,-,439,-
0,60181,"28,801","1,907","1,743","1,840","1,626","2,144","4,068","3,882","4,036","1,939","1,778","2,272","1,122",444,37.9,-,"23,311","6,586","22,215","21,313","19,541","4,807","3,838","28,801","14,226","10,959","1,584","14,575","11,256","2,254","28,801","27,984","22,630","1,521",29,"2,717",-,"1,087",817,"23,324","1,850",150,"3,069",20,"1,237","28,801","6,476","22,325","17,474","1,516",19,"2,707",-
0,60185,"36,129","2,161","2,916","2,913","2,731","1,968","4,911","4,759","5,110","2,906","1,724","2,407","1,025",598,35.8,-,"28,139","9,742","26,387","24,921","23,440","4,971","4,030","36,129","18,710","13,588","1,746","17,419","12,799","2,284","36,129","35,509","27,882",715,18,"2,410",-,"4,484",620,"28,466",799,383,"2,469",-,"4,655","36,129","16,417","19,712","16,510",594,-,"2,410",-
0,60187,"29,708","1,862","1,961","1,875","2,889","2,694","3,633","2,863","3,843","1,860","2,032","2,202","1,102",892,34.8,-,"24,010","6,982","22,726","20,391","18,427","5,425","4,196","29,708","14,787","10,928","1,837","14,921","11,798","2,359","29,708","28,868","25,728","1,111",75,"1,732",-,222,840,"26,495","1,370",196,"2,194",72,278,"29,708","1,606","28,102","24,495","1,085",8,"1,723",-
0,60188,"42,602","2,207","2,832","3,032","2,537","2,911","5,993","5,579","6,175","3,325","2,936","2,971","1,282",822,38.0,-,"34,531","9,720","32,882","31,493","29,083","6,727","5,075","42,602","20,943","15,636","2,088","21,659","17,246","2,987","42,602","41,857","28,763","3,024",286,"8,026",-,"1,758",745,"29,382","3,324",333,"8,380",59,"1,983","42,602","6,156","36,446","24,924","2,998",-,"7,973",-
0,60189,"30,427","1,917","2,092","1,886","1,895","1,926","3,689","3,351","3,876","2,765","2,423","3,210","1,021",376,40.7,-,"24,532","7,073","23,354","22,260","20,711","5,924","4,607","30,427","14,713","11,141","2,121","15,714","12,213","2,486","30,427","29,447","25,930","1,315",7,"1,852",48,295,980,"26,737","1,664",166,"2,419",153,308,"30,427","1,860","28,567","24,453","1,266",7,"1,852",48
0,60190,"11,143",534,480,605,764,486,"1,081","1,035","1,843","1,248","1,061","1,344",551,111,49.2,-,"9,524","2,087","9,056","8,695","8,274","2,608","2,006","11,143","5,620","4,561",888,"5,523","4,495","1,118","11,143","10,858","10,168",212,6,389,-,83,285,"10,444",278,73,509,11,135,"11,143",461,"10,682","9,856",212,6,389,-
0,60191,"14,147",777,767,611,933,938,"2,002","1,836","1,999",927,"1,192","1,173",669,323,41.0,-,"11,992","2,796","11,351","10,793","10,121","2,793","2,165","14,147","7,117","5,677","1,045","7,030","5,674","1,120","14,147","13,910","11,249",231,24,965,160,"1,281",237,"11,451",266,32,"1,134",160,"1,341","14,147","3,325","10,822","9,448",200,-,965,32
0,60192,"15,650",956,"1,039","1,309",924,592,"1,568","2,158","2,511","1,344","1,284","1,400",497,68,42.4,-,"12,346","4,017","11,633","11,367","10,830","2,668","1,965","15,650","7,798","5,590",976,"7,852","6,043",989,"15,650","15,083","9,915",210,112,"4,563",12,271,567,"10,282",305,151,"4,999",39,457,"15,650",862,"14,788","9,493",204,-,"4,548",12
