,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,60139,"12,130","11,451","7,220","4,231",3.09,2.85,679,140,160,32,"7,360",1.9,"4,391",3.6,"22,294","12,037","12,130","7,894","5,476","2,418",31,217,"1,558","1,810",594,26,-,2,"12,130",71,723,"1,645","2,376","4,504","1,919",593,160,139,"11,451","5,613","3,139","1,439","1,260","11,451",386,"3,761","4,976","2,328","11,451","9,499",119,"1,650",-,-,-,-,95,88,"11,451",9,6,181,"11,451","10,499",743,209,"7,220",248,582,"1,392","2,221","2,350",405,16,6,-,"$179,300","$176,920","7,220","5,147","1,928","$1,637","2,073",314,$747,"4,231","4,119",112,"$1,219","$1,232","1,664","3,734"
0,60140,"6,500","6,031","5,171",860,2.96,2.67,469,73,157,-,"5,244",1.4,"1,017",15.4,"15,299","2,297","6,500","6,274","4,398","1,876",91,62,23,50,-,-,-,-,"6,500","1,053","2,861",820,328,554,235,154,31,464,"6,031","2,780","2,132",678,441,"6,031",150,"1,079","3,098","1,704","6,031","5,585",252,173,-,-,-,-,16,5,"6,031",-,-,147,"6,031","5,934",97,-,"5,171",249,170,266,"1,062","1,656","1,465",169,14,120,"$257,700","$306,997","5,171","3,878","1,056","$2,054","1,293",96,$712,860,847,13,"$1,643","$1,576",474,803
0,60141,22,22,-,22,-,1.00,-,-,-,-,-,-,22,-,-,22,22,-,-,-,-,-,-,-,22,-,-,-,22,-,-,-,-,-,-,-,-,22,22,-,22,-,-,22,22,-,-,-,22,-,-,22,-,-,-,-,-,-,22,-,-,-,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,22,-,-,-,-,-
0,60142,"12,284","11,564","10,657",907,2.45,2.25,720,172,170,115,"10,829",1.6,"1,077",15.8,"26,081","2,040","12,284","11,354","9,640","1,714",48,317,234,26,305,-,-,-,"12,284",763,"8,451","1,649",527,260,205,88,29,312,"11,564","4,700","5,852",745,267,"11,564",427,"4,621","4,803","1,713","11,564","10,852",232,388,-,-,66,-,-,26,"11,564",-,77,297,"11,564","11,460",78,26,"10,657",166,58,755,"1,974","4,436","3,135",107,26,-,"$246,200","$250,128","10,657","6,514","2,204","$1,939","4,143",820,$694,907,778,129,"$1,265","$1,464",327,582
0,60143,"4,388","4,208","3,174","1,034",2.65,2.37,180,-,64,22,"3,174",-,"1,098",5.8,"8,416","2,455","4,388","3,225","2,650",575,103,111,120,55,774,-,-,-,"4,388",181,447,597,469,"1,001",472,882,190,149,"4,208","1,582",956,779,891,"4,208",99,"1,099","2,164",846,"4,208","3,579",-,616,-,-,-,-,-,13,"4,208",-,-,11,"4,208","4,151",35,22,"3,174",22,48,42,241,921,"1,503",392,-,5,"$328,100","$332,213","3,174","2,134",751,"$2,098","1,040",114,$903,"1,034",969,65,"$1,215","$1,420",366,902
0,60146,"1,061","1,005",767,238,2.58,2.83,56,8,8,-,775,1.0,246,3.3,"1,981",674,"1,061",900,893,7,86,46,20,-,-,9,-,8,"1,061",-,207,135,74,50,108,28,25,434,"1,005",358,252,201,194,"1,005",38,268,346,353,"1,005",648,162,130,17,-,48,-,-,-,"1,005",-,-,14,"1,005",997,8,-,767,16,127,232,165,88,119,9,11,-,"$151,900","$187,805",767,569,249,"$1,633",198,19,$549,238,226,12,$737,$912,100,92
0,60148,"21,570","20,300","14,653","5,647",2.67,2.35,"1,270",240,341,113,"14,893",1.6,"5,988",5.7,"39,097","13,287","21,570","14,471","12,883","1,588",235,299,792,797,"4,966",10,-,-,"21,570",430,"1,892","2,271","1,999","4,156","3,650","4,216","1,115","1,841","20,300","8,333","5,189","3,367","3,411","20,300","1,063","6,717","8,780","3,740","20,300","17,168",177,"2,756",-,14,-,-,74,111,"20,300",27,152,335,"20,300","19,886",332,82,"14,653",351,544,792,"1,804","6,802","3,590",740,-,30,"$256,000","$275,643","14,653","9,829","3,110","$1,922","4,824","1,010",$775,"5,647","5,418",229,"$1,338","$1,458","2,010","4,872"
0,60151,"1,527","1,489","1,202",287,2.70,2.69,38,13,8,-,"1,215",1.1,295,2.7,"3,248",771,"1,527","1,510","1,371",139,17,-,-,-,-,-,-,-,"1,527",3,288,283,102,305,72,60,49,365,"1,489",477,584,199,229,"1,489",27,250,828,384,"1,489",783,594,84,-,-,25,-,3,-,"1,489",-,-,32,"1,489","1,467",22,-,"1,202",23,13,122,340,384,176,139,5,-,"$220,400","$255,561","1,202",817,287,"$1,822",385,71,$868,287,247,40,"$1,389","$1,380",76,227
0,60152,"4,881","4,591","3,441","1,150",2.67,2.71,290,20,30,47,"3,461",0.6,"1,180",2.5,"9,171","3,113","4,881","4,122","3,744",378,182,136,178,24,14,225,-,46,"4,881",92,927,892,359,675,482,366,173,915,"4,591","1,533","1,528",847,683,"4,591",118,949,"1,874","1,650","4,591","3,465",438,594,8,-,65,-,9,12,"4,591",-,-,30,"4,591","4,523",68,-,"3,441",90,303,579,695,"1,056",511,135,67,5,"$204,700","$231,016","3,441","2,259",617,"$1,756","1,182",183,$754,"1,150","1,107",43,$941,"$1,002",541,889
0,60153,"8,935","7,690","4,677","3,013",3.33,2.70,"1,245",147,138,32,"4,824",3.0,"3,151",4.4,"15,581","8,124","8,935","5,647","5,597",50,"1,101",693,492,392,610,-,-,-,"8,935",111,146,201,403,367,802,"1,164","1,001","4,740","7,690","3,253","1,833",990,"1,614","7,690",852,"2,986","2,548","1,304","7,690","6,496",24,"1,055",12,-,43,-,16,44,"7,690",-,11,199,"7,690","7,309",305,76,"4,677",242,744,"1,431","1,400",714,97,39,-,10,"$146,300","$150,444","4,677","3,005","1,368","$1,646","1,672",380,$674,"3,013","2,914",99,$966,$993,"1,755","2,266"
0,60154,"6,927","6,557","5,916",641,2.50,2.51,370,150,16,17,"6,066",2.5,657,2.4,"14,781","1,610","6,927","6,333","5,546",787,249,265,31,26,23,-,-,-,"6,927",-,137,275,585,586,"1,024","3,198",733,389,"6,557","1,872","2,348","1,126","1,211","6,557",206,"2,367","2,759","1,225","6,557","5,917",92,513,8,-,-,-,27,-,"6,557",7,11,68,"6,557","6,522",35,-,"5,916",143,60,436,"1,198","2,852","1,185",42,-,-,"$235,000","$232,512","5,916","3,969","1,376","$1,845","1,947",480,$688,641,578,63,"$1,431","$1,454",267,496
0,60155,"3,418","3,204","2,071","1,133",2.57,2.21,214,9,120,-,"2,080",0.4,"1,253",9.6,"5,322","2,507","3,418","2,167","2,096",71,54,88,696,215,172,26,-,8,"3,418",-,-,73,123,271,396,"1,400",607,548,"3,204",895,925,546,838,"3,204",539,"1,383",993,289,"3,204","2,246",43,909,-,-,-,-,6,-,"3,204",50,-,37,"3,204","3,204",-,-,"2,071",114,282,647,652,340,23,-,-,13,"$149,300","$152,922","2,071","1,388",552,"$1,465",683,161,$579,"1,133","1,107",26,$983,$979,489,899
0,60156,"9,779","9,614","7,969","1,645",3.05,2.80,165,104,8,19,"8,073",1.3,"1,653",0.5,"24,279","4,607","9,779","9,038","7,253","1,785",23,146,210,149,138,75,-,8,"9,779",169,"2,203","5,161",500,789,284,531,112,30,"9,614","3,679","3,593","1,887",455,"9,614",128,"2,178","4,819","2,489","9,614","8,985",61,533,-,-,-,-,8,27,"9,614",-,-,92,"9,614","9,560",22,32,"7,969",210,209,"1,129","1,562","3,740",929,168,13,9,"$220,700","$224,402","7,969","6,504","1,796","$1,850","1,465",216,$790,"1,645","1,613",32,"$1,428","$1,455",685,"1,554"
0,60157,912,855,838,17,2.91,3.53,57,25,-,-,863,2.9,17,-,"2,442",60,912,912,912,-,-,-,-,-,-,-,-,-,912,15,70,81,115,54,213,299,31,34,855,205,232,124,294,855,-,96,309,450,855,764,-,91,-,-,-,-,-,-,855,-,-,8,855,855,-,-,838,8,-,-,66,178,391,188,7,-,"$361,900","$371,555",838,434,172,"$2,360",404,46,$740,17,17,-,-,-,-,17
0,60160,"8,302","7,695","3,989","3,706",3.31,3.27,607,89,165,65,"4,078",2.2,"3,871",4.3,"13,185","12,120","8,302","3,625","3,260",365,"1,412","1,042",635,408,701,460,19,55,"8,302",9,804,357,416,512,"1,046","2,182",844,"2,132","7,695","3,564","2,139","1,024",968,"7,695",643,"2,843","2,671","1,538","7,695","6,619",79,897,-,-,-,-,-,100,"7,695",22,139,453,"7,695","6,965",523,207,"3,989",374,275,692,"1,002","1,244",350,45,7,-,"$178,600","$181,174","3,989","2,492","1,188","$1,738","1,497",398,$659,"3,706","3,669",37,$972,"$1,033","1,955","3,231"
0,60162,"3,236","2,969","1,783","1,186",2.88,2.33,267,10,63,-,"1,793",0.6,"1,249",5.0,"5,138","2,765","3,236","2,322","2,234",88,6,43,246,193,426,-,-,-,"3,236",-,26,134,35,516,595,"1,531",249,150,"2,969","1,329",728,399,513,"2,969",199,"1,234",907,629,"2,969","2,595",16,338,-,-,-,-,-,20,"2,969",11,26,26,"2,969","2,911",49,9,"1,783",26,175,473,740,301,68,-,-,-,"$161,000","$162,991","1,783","1,312",547,"$1,554",471,57,$598,"1,186","1,088",98,"$1,109","$1,166",496,"1,074"
0,60163,"1,806","1,713","1,480",233,3.10,2.38,93,-,48,-,"1,480",-,281,17.1,"4,590",555,"1,806","1,568","1,560",8,35,35,19,101,30,18,-,10,"1,806",-,18,28,34,168,242,818,311,187,"1,713",474,434,418,387,"1,713",64,591,570,488,"1,713","1,414",12,287,-,-,-,-,-,-,"1,713",-,-,43,"1,713","1,659",54,-,"1,480",56,99,286,596,344,99,-,-,-,"$178,800","$174,702","1,480",981,374,"$1,614",499,96,$591,233,212,21,$968,"$1,044",99,212
0,60164,"7,130","6,551","4,752","1,799",3.52,2.57,579,101,126,-,"4,853",2.1,"1,925",6.5,"16,727","4,629","7,130","5,288","5,141",147,163,90,257,467,805,60,-,8,"7,130",39,221,184,321,675,"1,178","2,828","1,276",408,"6,551","2,295","1,862","1,189","1,205","6,551",537,"1,796","2,442","1,776","6,551","5,622",58,736,-,-,-,-,64,71,"6,551",17,114,334,"6,551","6,167",322,62,"4,752",209,202,"1,083","1,872","1,207",126,30,17,6,"$170,600","$176,433","4,752","3,105","1,196","$1,676","1,647",328,$676,"1,799","1,677",122,$945,"$1,109",949,"1,379"
0,60165,"1,416","1,264",640,624,3.98,3.81,152,48,15,7,688,7.0,639,2.3,"2,547","2,376","1,416",734,726,8,276,179,19,36,12,160,-,113,"1,416",-,131,305,49,59,154,415,78,225,"1,264",698,283,154,129,"1,264",131,398,382,353,"1,264","1,039",11,214,-,-,-,-,-,-,"1,264",21,21,119,"1,264","1,083",181,-,640,126,69,208,63,116,58,-,-,-,"$121,100","$134,965",640,342,83,"$1,773",298,54,$646,624,563,61,"$1,099","$1,141",280,518
0,60169,"12,341","11,615","7,796","3,819",2.95,2.74,726,100,253,16,"7,896",1.3,"4,072",6.2,"22,988","10,469","12,341","7,679","5,708","1,971",238,489,"1,231","1,099","1,605",-,-,-,"12,341",9,341,934,"1,773","4,528","2,958","1,480",126,192,"11,615","5,474","2,665","2,012","1,464","11,615",559,"3,749","4,673","2,634","11,615","10,269",48,"1,135",17,-,-,-,69,77,"11,615",10,30,199,"11,615","11,018",525,72,"7,796",263,808,689,"1,506","3,041","1,329",132,13,15,"$222,200","$222,886","7,796","5,455","1,626","$1,753","2,341",323,$736,"3,819","3,726",93,"$1,292","$1,313","1,744","3,574"
0,60171,"4,019","3,765","2,270","1,495",2.86,2.43,254,-,58,-,"2,270",-,"1,553",3.7,"6,499","3,632","4,019","1,971","1,934",37,210,255,"1,027",267,283,6,-,1,"4,019",11,137,12,226,706,657,"1,505",269,496,"3,765","1,573","1,009",593,590,"3,765",135,"1,457","1,550",623,"3,765","3,244",31,463,-,-,-,-,-,27,"3,765",-,16,167,"3,765","3,645",120,-,"2,270",43,250,225,589,825,338,-,-,-,"$202,500","$201,377","2,270","1,471",715,"$1,740",799,276,$663,"1,495","1,481",14,$939,"$1,044",750,"1,440"
0,60172,"9,271","9,018","6,923","2,095",2.76,2.57,253,18,30,49,"6,941",0.3,"2,125",1.4,"19,083","5,387","9,271","7,029","5,578","1,451",71,703,355,237,778,49,49,5,"9,271",46,747,"1,312","1,661","3,427",952,826,115,185,"9,018","3,337","2,569","1,540","1,572","9,018",314,"2,252","4,346","2,106","9,018","7,897",71,968,-,-,17,-,23,42,"9,018",-,41,117,"9,018","8,929",79,10,"6,923",112,189,416,"1,284","2,704","1,753",423,27,15,"$251,700","$285,226","6,923","4,790","1,682","$1,939","2,133",301,$772,"2,095","2,039",56,"$1,372","$1,380",823,"1,900"
0,60173,"6,192","5,695","1,886","3,809",2.41,1.99,497,9,234,108,"1,895",0.5,"4,043",5.8,"4,544","7,563","6,192","1,760","1,066",694,10,364,736,"1,075","2,247",-,-,-,"6,192",36,164,"1,531","1,709","1,908",636,146,27,35,"5,695","3,921",934,655,185,"5,695",294,"2,860","2,002",539,"5,695","4,143",133,"1,360",-,-,-,-,14,45,"5,695",-,52,121,"5,695","5,488",114,93,"1,886",45,165,197,249,222,496,512,-,-,"$324,200","$329,625","1,886","1,245",394,"$2,132",641,158,"$1,038","3,809","3,745",64,"$1,398","$1,425","1,097","3,653"
0,60174,"13,044","12,491","8,706","3,785",2.61,2.24,553,151,106,-,"8,857",1.7,"3,891",2.7,"22,691","8,481","13,044","9,756","8,377","1,379",322,855,712,477,922,-,-,-,"13,044",164,"1,273","2,335","1,942","2,786","1,337","1,078",373,"1,756","12,491","5,322","3,622","1,653","1,894","12,491",558,"3,791","5,347","2,795","12,491","11,356",35,"1,090",-,-,-,-,10,-,"12,491",8,236,305,"12,491","12,298",174,19,"8,706",80,106,478,"1,139","3,183","2,563","1,048",105,4,"$280,900","$312,587","8,706","5,959","1,772","$2,068","2,747",451,$915,"3,785","3,707",78,"$1,229","$1,255","1,754","3,313"
0,60175,"8,230","7,990","7,661",329,3.09,3.53,240,53,-,42,"7,714",0.7,329,-,"23,696","1,161","8,230","8,180","7,421",759,-,50,-,-,-,-,-,-,"8,230",125,"2,518","1,962","1,314","1,436",362,166,58,289,"7,990","2,078","3,207","1,807",898,"7,990",69,944,"4,053","2,924","7,990","7,581",27,332,27,-,-,-,-,23,"7,990",-,-,71,"7,990","7,985",2,3,"7,661",34,9,108,204,"1,309","3,758","2,040",149,50,"$400,300","$442,747","7,661","6,008","1,892","$2,878","1,653",213,"$1,164",329,327,2,"$2,093","$2,064",76,258
0,60176,"4,545","4,291","2,555","1,736",2.91,2.45,254,73,72,-,"2,628",2.8,"1,808",4.0,"7,446","4,253","4,545","2,259","1,955",304,381,288,697,662,258,-,-,-,"4,545",-,356,141,271,"1,246","1,070","1,118",224,119,"4,291","1,939","1,255",387,710,"4,291",303,"1,506","1,769",713,"4,291","3,549",83,533,14,-,-,-,38,74,"4,291",-,-,75,"4,291","4,150",92,49,"2,555",58,287,290,745,826,322,27,-,-,"$191,900","$198,964","2,555","1,575",825,"$1,719",980,159,$653,"1,736","1,722",14,$981,"$1,100",780,"1,568"
0,60177,"7,580","7,482","6,059","1,423",3.07,2.96,98,55,-,-,"6,114",0.9,"1,423",-,"18,613","4,215","7,580","6,562","5,151","1,411",53,419,348,-,192,6,-,1,"7,580",188,"1,884","3,086",523,672,533,368,56,270,"7,482","2,793","2,964","1,260",465,"7,482",305,"1,605","3,699","1,873","7,482","6,992",52,405,-,-,-,-,12,21,"7,482",16,149,171,"7,482","7,237",215,30,"6,059",171,168,674,"1,327","1,987","1,405",288,39,-,"$228,400","$254,956","6,059","4,825",996,"$1,856","1,234",185,$684,"1,423","1,376",47,"$1,437","$1,530",629,"1,035"
0,60178,"8,758","8,353","5,493","2,860",2.75,2.49,405,134,-,54,"5,627",2.4,"2,860",-,"15,128","7,112","8,758","6,755","5,443","1,312",379,397,695,90,162,280,-,32,"8,758",274,"2,346","1,345",485,"1,224",747,704,302,"1,331","8,353","3,967","2,502",938,946,"8,353",300,"2,542","3,593","1,918","8,353","6,540",540,"1,037",150,-,26,-,53,7,"8,353",-,10,104,"8,353","8,226",91,36,"5,493",276,315,"1,034","1,208","1,560",951,124,25,-,"$195,000","$209,565","5,493","3,623",751,"$1,707","1,870",304,$718,"2,860","2,780",80,$982,"$1,067","1,066","2,179"
0,60181,"11,477","10,776","7,489","3,287",2.65,2.71,701,223,92,97,"7,712",2.9,"3,379",2.7,"19,858","8,918","11,477","8,385","7,009","1,376",229,249,968,547,"1,075",24,-,2,"11,477",154,471,591,475,"1,530","2,657","3,460",574,"1,565","10,776","4,630","2,714","1,395","2,037","10,776",423,"3,750","4,721","1,882","10,776","8,503",59,"2,111",-,-,-,-,48,55,"10,776",71,79,117,"10,776","10,172",440,164,"7,489",157,234,708,"1,383","3,309","1,550",116,7,25,"$232,600","$238,891","7,489","4,901","1,540","$1,726","2,588",489,$705,"3,287","3,153",134,"$1,202","$1,320","1,654","2,928"
0,60185,"11,176","10,573","7,785","2,788",3.28,3.67,603,166,246,-,"7,951",2.1,"3,034",8.1,"25,532","10,243","11,176","8,702","8,202",500,195,180,342,734,863,160,-,14,"11,176",167,"1,616","1,839","1,206","2,275","1,374","1,227",300,"1,172","10,573","4,020","3,115","2,105","1,333","10,573",426,"2,300","4,151","3,696","10,573","9,278",49,"1,145",22,-,-,-,34,45,"10,573",12,105,176,"10,573","9,816",594,163,"7,785",312,110,726,"1,467","2,218","2,621",317,8,6,"$260,300","$267,586","7,785","5,517","1,846","$2,159","2,268",360,$806,"2,788","2,639",149,"$1,096","$1,154","1,570","2,298"
0,60187,"10,352","9,825","7,225","2,600",2.93,2.17,527,152,92,62,"7,377",2.1,"2,692",3.4,"21,147","5,651","10,352","7,765","7,174",591,200,194,292,411,"1,484",6,-,1,"10,352",446,609,995,888,"1,671","1,249","2,429",521,"1,544","9,825","4,324","2,354","1,442","1,705","9,825",544,"2,857","4,683","1,741","9,825","8,420",94,"1,236",-,-,-,-,12,63,"9,825",6,46,85,"9,825","9,693",107,25,"7,225",134,24,133,283,"2,133","2,846","1,504",137,31,"$351,500","$403,666","7,225","4,871","1,138","$2,339","2,354",266,$847,"2,600","2,544",56,"$1,277","$1,354","1,134","2,115"
0,60188,"15,442","14,961","10,207","4,754",2.96,2.56,481,67,222,-,"10,274",0.7,"4,976",4.5,"30,191","12,170","15,442","10,735","8,089","2,646",79,286,969,"1,523","1,824",26,-,2,"15,442",59,"1,002","3,204","5,344","4,016",999,497,143,178,"14,961","6,130","4,348","2,779","1,704","14,961",828,"4,246","6,503","3,384","14,961","12,340",124,"2,238",13,-,-,-,164,82,"14,961",12,129,236,"14,961","14,342",411,208,"10,207",226,156,854,"1,933","3,962","2,777",282,-,17,"$248,800","$254,926","10,207","7,463","2,025","$1,993","2,744",404,$820,"4,754","4,544",210,"$1,231","$1,287","2,050","3,955"
0,60189,"12,067","11,539","8,783","2,756",2.71,2.41,528,174,113,58,"8,957",1.9,"2,869",3.9,"23,782","6,633","12,067","8,740","7,114","1,626",16,"1,059",843,842,556,2,9,-,"12,067",110,407,"1,088","3,538","4,733","1,319",601,143,128,"11,539","4,794","2,703","1,984","2,058","11,539",261,"3,522","5,656","2,100","11,539","10,095",113,"1,269",-,-,8,-,28,26,"11,539",51,88,229,"11,539","11,413",83,43,"8,783",90,159,714,749,"1,505","3,252","2,101",192,21,"$366,100","$396,553","8,783","6,059","1,897","$2,407","2,724",327,$973,"2,756","2,668",88,"$1,419","$1,480","1,251","2,548"
0,60190,"4,431","4,389","4,004",385,2.51,2.45,42,-,-,10,"4,004",-,385,-,"10,058",944,"4,431","4,135","2,982","1,153",6,190,64,-,36,-,-,-,"4,431",201,460,854,"1,235",581,671,238,95,96,"4,389","1,450","1,259",940,740,"4,389",66,"1,281","1,950","1,092","4,389","4,180",69,140,-,-,-,-,-,-,"4,389",-,-,7,"4,389","4,375",8,6,"4,004",96,48,300,369,"1,166","1,321",673,8,23,"$302,300","$327,403","4,004","2,749",713,"$2,095","1,255",254,$911,385,385,-,"$2,002","$1,877",179,333
0,60191,"5,614","5,192","4,067","1,125",2.59,3.19,422,45,53,-,"4,112",1.1,"1,178",4.5,"10,531","3,594","5,614","3,952","3,219",733,106,174,319,407,500,156,-,28,"5,614",18,430,637,"1,065","1,182","1,220",597,337,128,"5,192","1,908","1,447",744,"1,093","5,192",186,"1,661","2,237","1,108","5,192","4,193",83,884,8,-,-,14,-,10,"5,192",40,49,165,"5,192","5,018",144,30,"4,067",135,97,349,935,"1,534",750,212,19,36,"$228,100","$288,039","4,067","2,436",882,"$1,740","1,631",445,$739,"1,125","1,098",27,"$1,266","$1,290",388,982
0,60192,"5,361","5,301","4,744",557,2.85,3.85,60,28,-,-,"4,772",0.6,557,-,"13,508","2,142","5,361","5,198","4,565",633,-,120,31,-,-,12,-,2,"5,361",23,"1,295",721,"1,227","1,697",153,32,-,213,"5,301","1,349","2,218",883,851,"5,301",46,906,"3,079","1,270","5,301","5,044",103,142,-,-,-,-,-,12,"5,301",-,20,43,"5,301","5,301",-,-,"4,744",73,10,26,104,"1,318","2,841",303,61,8,"$344,500","$350,004","4,744","3,701",996,"$2,430","1,043",224,$950,557,506,51,"$2,332","$2,351",197,286
0,60193,"15,892","15,126","11,417","3,709",2.64,2.68,766,98,99,78,"11,515",0.9,"3,808",2.6,"30,125","9,933","15,892","10,344","8,390","1,954",199,"2,605","1,067",500,"1,145",32,-,2,"15,892",90,421,"1,691","3,399","6,162","3,349",517,92,171,"15,126","5,512","4,239","2,566","2,809","15,126",547,"5,134","6,673","2,772","15,126","13,500",100,"1,423",-,-,46,-,-,57,"15,126",49,72,173,"15,126","14,793",282,51,"11,417",197,392,"1,136","2,080","3,235","4,126",209,26,16,"$262,500","$262,341","11,417","7,640","2,354","$1,852","3,777",613,$747,"3,709","3,616",93,"$1,389","$1,395","1,415","3,475"
0,60194,"8,111","7,476","5,304","2,172",2.43,2.69,635,149,136,40,"5,453",2.7,"2,308",5.9,"12,887","5,847","8,111","4,821","2,732","2,089",68,"1,423",786,161,833,19,-,2,"8,111",105,344,"1,212","1,957","3,792",374,248,35,44,"7,476","3,341","1,843","1,112","1,180","7,476",513,"2,820","2,983","1,160","7,476","6,745",57,653,-,-,-,-,-,21,"7,476",-,53,94,"7,476","7,155",223,98,"5,304",100,165,"1,173",972,"1,453","1,273",168,-,-,"$218,800","$230,822","5,304","3,556","1,080","$1,717","1,748",291,$667,"2,172","2,104",68,"$1,448","$1,553","1,071","1,909"
