,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,60622,"25,759","23,410","8,767","14,643",2.44,2.12,"2,349",123,689,243,"8,890",1.4,"15,332",4.5,"21,353","31,024","25,759","3,467","2,842",625,"3,451","9,971","6,126",963,"1,712",61,8,2,"25,759",749,"3,921","2,090",954,903,810,818,818,"14,696","23,410","16,235","4,501","1,212","1,462","23,410","5,044","11,885","5,532",949,"23,410","20,784",300,"2,141",25,-,-,3,48,109,"23,410",95,169,469,"23,410","23,018",262,130,"8,767",130,45,116,116,953,"3,287","3,487",515,118,"$483,900","$554,321","8,767","7,101","1,775","$2,702","1,666",343,"$1,121","14,643","14,194",449,"$1,472","$1,549","4,785","11,246"
0,60623,"30,339","25,005","8,434","16,571",3.51,3.37,"5,334",159,"1,060",76,"8,593",1.9,"17,631",6.0,"29,639","55,926","30,339","5,746","5,091",655,"10,407","9,821","3,210",357,742,56,-,2,"30,339",194,"1,183",504,"1,037","1,150","1,058","1,801","1,862","21,550","25,005","11,941","6,043","3,206","3,815","25,005","7,306","10,394","5,376","1,929","25,005","23,574",215,"1,030",23,-,6,10,65,82,"25,005",105,396,"1,212","25,005","22,572","1,956",477,"8,434",418,"1,131","2,216","2,926","1,306",304,124,9,-,"$155,900","$155,167","8,434","4,776","2,694","$1,540","3,658",909,$618,"16,571","16,155",416,$860,$886,"9,342","10,695"
0,60624,"15,541","11,831","2,889","8,942",3.11,2.95,"3,710",244,838,172,"3,133",7.8,"9,780",8.6,"8,978","26,412","15,541","2,000","1,639",361,"5,234","3,913","1,829",581,"1,958",26,-,2,"15,541",226,944,691,477,607,528,"1,020","1,260","9,788","11,831","6,032","2,758",909,"2,132","11,831","5,353","4,388","1,549",541,"11,831","10,265",128,"1,288",6,-,-,-,69,75,"11,831",58,118,390,"11,831","11,106",558,167,"2,889",276,479,477,649,631,280,68,25,4,"$164,500","$187,991","2,889","1,655",863,"$1,453","1,234",355,$678,"8,942","8,596",346,$938,$926,"5,388","5,659"
0,60625,"32,584","29,527","11,726","17,801",2.64,2.58,"3,057",111,"1,192",183,"11,837",0.9,"18,993",6.3,"30,899","46,008","32,584","5,521","5,016",505,"5,742","7,290","6,633","3,360","4,016",22,-,1,"32,584",257,"1,886",407,870,"1,572","1,940","3,230","2,142","20,280","29,527","17,197","6,616","2,988","2,726","29,527","5,939","14,923","7,022","1,643","29,527","25,808",514,"2,375",55,-,-,-,336,439,"29,527",68,209,921,"29,527","28,019",867,641,"11,726",240,256,675,"1,377","2,470","3,745","2,586",310,67,"$336,100","$393,083","11,726","8,197","2,713","$2,217","3,529","1,075",$846,"17,801","17,553",248,"$1,155","$1,210","7,640","15,566"
0,60626,"25,556","22,417","5,540","16,877",2.25,2.00,"3,139",61,"1,668",55,"5,601",1.1,"18,545",9.0,"12,446","33,809","25,556","1,862","1,491",371,"1,022","2,365","6,101","3,074","11,096",36,-,1,"25,556",150,863,699,"1,004","2,245","2,585","2,585","2,929","12,496","22,417","14,484","5,412","1,502","1,019","22,417","8,745","10,090","3,154",428,"22,417","17,440",319,"3,421",40,-,-,14,477,706,"22,417",41,375,762,"22,417","20,961",757,699,"5,540",118,500,933,"1,163","1,259","1,061",448,30,28,"$203,300","$290,193","5,540","4,075","1,348","$1,653","1,465",258,$741,"16,877","16,618",259,$977,"$1,020","8,892","13,304"
0,60628,"28,693","22,996","13,158","9,838",2.82,2.95,"5,697",737,715,65,"13,895",5.3,"10,553",6.8,"37,113","28,981","28,693","19,394","17,550","1,844","4,123","2,095","1,254",377,"1,228",222,-,8,"28,693",369,917,357,564,"1,533","4,208","5,965","3,994","10,786","22,996","8,059","5,225","2,578","7,134","22,996","5,314","10,025","5,597","2,060","22,996","20,738",168,"1,967",20,-,-,11,19,73,"22,996",95,143,330,"22,996","22,400",416,180,"13,158",858,"3,682","4,616","3,118",622,111,97,39,15,"$119,400","$133,167","13,158","7,892","3,208","$1,335","5,266","1,052",$519,"9,838","9,459",379,$942,"$1,016","5,789","7,004"
0,60629,"35,605","31,827","18,179","13,648",3.92,2.96,"3,778",388,"1,379",-,"18,567",2.1,"15,027",9.2,"71,223","40,452","35,605","19,708","19,390",318,"6,689","5,651","1,909",768,766,114,-,3,"35,605",13,450,623,"1,091","2,180","6,816","9,162","5,518","9,752","31,827","13,581","9,202","5,447","3,597","31,827","5,838","11,670","9,171","5,148","31,827","30,222",217,"1,174",15,10,-,11,56,122,"31,827",50,177,794,"31,827","30,115","1,286",426,"18,179",477,"1,977","5,158","6,091","3,984",307,136,49,-,"$159,400","$161,976","18,179","12,331","5,671","$1,470","5,848",972,$548,"13,648","13,325",323,$920,$960,"8,419","9,952"
0,60630,"22,639","20,952","13,441","7,511",2.85,2.50,"1,687",226,232,8,"13,667",1.7,"7,743",3.0,"38,352","18,751","22,639","10,853","10,632",221,"4,481","3,242","2,110",740,"1,187",14,12,1,"22,639",133,688,"1,093",616,"1,362","2,397","3,234","2,132","10,984","20,952","8,574","5,447","3,238","3,693","20,952","2,562","8,958","6,914","2,518","20,952","19,244",342,"1,125",38,9,43,5,32,114,"20,952",30,113,566,"20,952","20,321",396,235,"13,441",187,399,708,963,"4,557","5,988",536,35,68,"$298,200","$312,520","13,441","8,967","3,353","$2,130","4,474",865,$693,"7,511","7,142",369,"$1,066","$1,123","2,706","6,249"
0,60631,"12,694","11,921","9,041","2,880",2.68,1.64,773,118,98,33,"9,159",1.3,"2,978",3.3,"24,266","4,736","12,694","8,305","8,085",220,506,469,"1,368",475,"1,571",-,-,-,"12,694",51,334,399,416,"1,421","1,877","3,483","1,741","2,972","11,921","4,318","2,645","2,109","2,849","11,921","1,429","3,951","4,610","1,931","11,921","10,820",82,754,11,-,-,-,76,178,"11,921",45,78,171,"11,921","11,876",37,8,"9,041",139,179,491,683,"1,723","4,607","1,167",36,16,"$344,600","$344,530","9,041","5,700","1,113","$2,217","3,341",553,$720,"2,880","2,715",165,"$1,180","$1,236","1,249","2,424"
0,60632,"27,631","24,918","13,439","11,479",3.87,3.37,"2,713",217,798,109,"13,656",1.6,"12,277",6.5,"52,008","38,728","27,631","11,421","10,882",539,"9,310","5,709",726,256,148,61,-,2,"27,631",68,579,977,729,"1,370","3,602","5,109","3,112","12,085","24,918","9,789","7,834","4,419","2,876","24,918","3,801","9,668","7,877","3,572","24,918","23,563",281,883,25,-,58,-,71,37,"24,918",100,254,799,"24,918","22,214","2,306",398,"13,439",302,"1,173","3,011","4,282","3,817",689,110,21,34,"$171,200","$185,807","13,439","8,210","4,194","$1,584","5,229",865,$554,"11,479","11,153",326,$868,$888,"5,809","7,938"
0,60633,"5,358","4,682","3,175","1,507",2.88,2.28,676,108,218,-,"3,283",3.3,"1,725",12.6,"9,147","3,436","5,358","3,675","3,578",97,803,209,225,145,34,267,-,50,"5,358",32,339,310,223,531,"1,102",984,380,"1,457","4,682","1,939","1,064",688,991,"4,682",576,"1,727","1,917",462,"4,682","4,211",78,367,9,-,-,-,-,17,"4,682",4,17,98,"4,682","4,542",123,17,"3,175",367,681,"1,068",795,189,43,32,-,-,"$121,900","$124,968","3,175","1,591",503,"$1,311","1,584",296,$496,"1,507","1,476",31,$919,$941,809,"1,142"
0,60634,"28,270","26,116","18,719","7,397",2.99,2.65,"2,154",242,208,134,"18,961",1.3,"7,605",2.7,"56,057","19,617","28,270","18,160","17,591",569,"3,070","2,311","2,421",581,"1,554",166,7,6,"28,270",256,"1,052","1,849","1,141","1,612","2,470","5,730","4,519","9,641","26,116","9,734","6,793","5,032","4,557","26,116","2,330","9,492","10,148","4,146","26,116","24,455",319,"1,096",22,9,14,-,100,101,"26,116",123,126,546,"26,116","25,264",605,247,"18,719",442,509,874,"2,640","9,295","4,597",277,45,40,"$252,000","$253,902","18,719","11,844","4,463","$1,869","6,875","1,355",$668,"7,397","6,957",440,"$1,083","$1,145","3,419","6,210"
0,60636,"14,719","11,062","5,204","5,858",3.04,2.73,"3,657",679,675,30,"5,883",11.5,"6,533",10.3,"15,843","15,967","14,719","7,688","7,503",185,"4,296","1,552",590,190,375,28,-,2,"14,719",-,371,272,281,695,"1,811","2,022","1,772","7,495","11,062","3,980","2,267","1,582","3,233","11,062","4,190","4,241","2,010",621,"11,062","10,325",47,621,9,-,-,-,4,56,"11,062",132,190,468,"11,062","10,697",308,57,"5,204",724,"2,178","1,115",677,375,19,80,10,26,"$93,300","$147,706","5,204","2,231","1,181","$1,232","2,973",591,$510,"5,858","5,571",287,$882,$922,"3,453","3,610"
0,60637,"24,473","19,232","4,843","14,389",2.27,2.29,"5,241",422,"2,016",73,"5,265",8.0,"16,405",12.3,"11,017","32,885","24,473","3,447","2,381","1,066","3,257","4,358","5,898","1,262","6,217",34,-,1,"24,473",408,"1,364","1,707","1,023","1,697","3,064","2,665","1,997","10,548","19,232","11,432","4,118","1,755","1,927","19,232","8,516","8,232","2,180",304,"19,232","14,426",194,"2,719",94,-,14,-,130,"1,655","19,232",122,210,960,"19,232","18,735",342,155,"4,843",266,663,868,847,822,701,509,138,29,"$185,100","$278,565","4,843","3,322","1,189","$1,727","1,521",363,$745,"14,389","13,987",402,$946,$960,"8,043","9,239"
0,60638,"21,306","20,199","15,551","4,648",3.00,2.62,"1,107",191,244,44,"15,742",1.2,"4,892",5.0,"46,615","12,159","21,306","16,383","15,766",617,"1,182","1,386","1,653",411,216,65,10,3,"21,306",119,631,951,"1,046","1,915","3,840","8,722","1,945","2,137","20,199","6,376","5,793","3,160","4,870","20,199","1,784","7,184","8,192","3,039","20,199","18,546",174,"1,318",17,-,-,-,22,122,"20,199",36,52,166,"20,199","19,507",573,119,"15,551",406,712,"1,631","4,299","6,603","1,703",167,-,30,"$208,800","$209,807","15,551","9,508","3,044","$1,704","6,043",932,$554,"4,648","4,341",307,$980,"$1,048","1,838","3,561"
0,60639,"28,591","25,570","12,006","13,564",3.84,3.25,"3,021",185,764,198,"12,191",1.5,"14,328",5.3,"46,151","44,053","28,591","9,334","8,710",624,"8,882","6,932","2,017",574,819,33,-,1,"28,591",91,914,749,537,"1,229","1,856","3,028","2,678","17,509","25,570","12,369","6,353","3,692","3,156","25,570","4,251","9,849","7,864","3,606","25,570","22,847",339,"1,665",9,-,-,4,599,107,"25,570",55,261,839,"25,570","23,803","1,297",470,"12,006",334,545,"1,314","2,572","4,884","2,054",203,42,58,"$223,300","$259,600","12,006","8,722","4,731","$1,833","3,284",765,$708,"13,564","13,227",337,"$1,000","$1,021","7,584","11,030"
0,60640,"38,140","34,969","11,066","23,903",2.01,1.88,"3,171",100,"1,727",133,"11,166",0.9,"25,630",6.7,"22,287","44,844","38,140","2,775","2,125",650,"1,801","3,509","7,808","3,105","19,091",51,-,1,"38,140",732,"1,712","1,634","1,675","3,497","2,992","2,692","3,854","19,352","34,969","22,631","7,593","2,870","1,875","34,969","13,314","15,960","4,932",763,"34,969","25,762",692,"7,010",105,6,-,20,425,949,"34,969",145,427,"1,261","34,969","33,599",539,831,"11,066",247,401,780,"1,248","3,099","3,324","1,490",472,5,"$292,500","$357,324","11,066","8,453","2,053","$2,064","2,613",660,$859,"23,903","23,440",463,"$1,006","$1,086","10,894","17,095"
0,60641,"27,332","24,773","12,793","11,980",3.20,2.48,"2,559",188,500,350,"12,981",1.4,"12,480",4.0,"40,992","29,712","27,332","10,092","9,355",737,"6,325","4,466","2,785","1,528","2,088",30,18,1,"27,332",208,930,578,632,"1,122","1,564","2,102","2,388","17,808","24,773","11,575","6,451","3,605","3,142","24,773","3,712","10,274","7,797","2,990","24,773","21,793",452,"1,728",10,7,8,9,425,341,"24,773",113,185,746,"24,773","23,910",457,406,"12,793",311,420,769,"1,291","4,380","4,390","1,005",126,101,"$284,100","$333,281","12,793","8,688","3,437","$2,070","4,105","1,150",$706,"11,980","11,627",353,"$1,016","$1,082","5,527","9,930"
0,60642,"10,201","9,263","3,618","5,645",2.10,2.22,938,44,331,48,"3,662",1.2,"5,976",5.5,"7,589","12,555","10,201",943,392,551,911,"2,837","2,242",660,"2,608",-,-,-,"10,201",626,"2,601","1,249",268,479,630,302,151,"3,895","9,263","6,387","1,794",543,539,"9,263","1,928","4,833","2,031",471,"9,263","7,616",149,"1,401",8,15,-,-,19,55,"9,263",25,33,220,"9,263","9,035",173,55,"3,618",34,32,11,66,500,"1,800","1,020",131,24,"$426,500","$471,432","3,618","2,919",671,"$2,674",699,156,"$1,001","5,645","5,522",123,"$1,642","$1,679","1,943","4,086"
0,60643,"19,855","17,934","13,410","4,524",2.82,2.58,"1,921",401,246,52,"13,811",2.9,"4,770",5.2,"37,817","11,662","19,855","15,792","15,127",665,"1,013",752,949,471,829,49,-,2,"19,855",66,561,582,331,"1,484","3,002","4,133","2,527","7,169","17,934","5,059","3,995","2,848","6,032","17,934","1,925","8,052","5,747","2,210","17,934","16,882",138,737,8,-,-,-,53,116,"17,934",108,115,307,"17,934","17,790",124,20,"13,410",410,"1,781","2,679","1,992","2,610","3,112",611,152,63,"$195,200","$262,581","13,410","8,850","2,995","$1,708","4,560",865,$641,"4,524","4,163",361,"$1,008","$1,137","2,089","3,223"
0,60644,"19,286","16,339","4,538","11,801",3.24,2.72,"2,947",147,867,59,"4,685",3.1,"12,668",6.8,"14,703","32,045","19,286","3,494","3,097",397,"5,744","3,720","2,997",895,"2,358",56,22,3,"19,286",164,582,373,407,598,"1,401","1,905","1,799","12,057","16,339","8,868","3,316","1,301","2,854","16,339","6,929","6,283","2,399",728,"16,339","14,536",75,"1,548",29,-,-,-,27,124,"16,339",94,75,333,"16,339","15,528",557,254,"4,538",267,855,"1,051","1,020",879,318,96,27,25,"$155,300","$179,961","4,538","2,809","1,426","$1,604","1,729",451,$603,"11,801","11,603",198,$936,$931,"7,364","8,338"
0,60645,"17,988","16,255","8,221","8,034",2.72,3.04,"1,733",136,806,72,"8,357",1.6,"8,840",9.1,"22,388","24,417","17,988","5,149","4,035","1,114","1,068","2,998","3,155","2,021","3,525",54,18,3,"17,988",80,464,376,316,"1,628","2,371","3,821","2,412","6,520","16,255","7,995","4,443","1,944","1,873","16,255","2,537","7,956","4,802",960,"16,255","13,384",112,"2,394",52,-,-,-,134,179,"16,255",81,108,334,"16,255","15,038",980,237,"8,221",212,874,889,"1,089","1,511","2,960",599,79,8,"$273,200","$276,011","8,221","5,331","1,958","$1,973","2,890",763,$689,"8,034","7,861",173,"$1,100","$1,117","4,313","7,035"
0,60646,"11,529","10,904","8,218","2,686",2.65,2.22,625,53,54,66,"8,271",0.6,"2,740",2.0,"21,807","5,950","11,529","8,048","7,761",287,"1,396",603,476,91,905,10,-,1,"11,529",24,288,622,319,508,890,"3,444","2,156","3,278","10,904","3,165","3,004","2,297","2,438","10,904",939,"3,960","4,297","1,708","10,904","9,895",69,859,-,-,26,9,-,46,"10,904",6,96,159,"10,904","10,657",216,31,"8,218",178,56,216,193,"1,442","3,907","2,120",43,63,"$399,500","$437,457","8,218","4,973","1,456","$2,428","3,245",709,$881,"2,686","2,604",82,"$1,060","$1,090","1,116","1,746"
0,60647,"38,659","34,714","13,301","21,413",2.66,2.41,"3,945",152,897,435,"13,453",1.1,"22,310",4.0,"35,431","51,532","38,659","6,543","5,500","1,043","8,439","10,006","6,175","2,576","4,754",93,73,2,"38,659","1,063","2,982","1,640",875,"1,338","1,384","1,719","1,348","26,310","34,714","21,891","7,099","3,121","2,603","34,714","7,309","17,290","8,246","1,869","34,714","31,121",415,"2,734",12,12,11,-,178,231,"34,714",195,262,"1,018","34,714","33,776",625,313,"13,301",191,119,332,871,"2,608","5,308","3,231",582,59,"$378,000","$434,924","13,301","10,626","3,529","$2,320","2,675",658,$857,"21,413","21,000",413,"$1,228","$1,319","8,504","17,030"
0,60649,"26,627","21,043","4,526","16,517",2.39,2.07,"5,584",195,"1,653",-,"4,721",4.1,"18,170",9.1,"10,825","34,238","26,627","3,720","3,015",705,"1,817","4,063","7,373","1,734","7,901",19,-,1,"26,627",76,456,601,600,"1,733","2,584","3,798","4,913","11,866","21,043","13,002","4,046","1,673","2,322","21,043","9,073","8,634","2,627",709,"21,043","15,577",311,"3,233",60,-,-,25,399,"1,438","21,043",110,196,859,"21,043","20,293",343,407,"4,526",539,910,639,790,927,456,231,26,8,"$158,800","$192,958","4,526","3,095","1,141","$1,698","1,431",420,$621,"16,517","16,440",77,$888,$930,"9,331","11,190"
0,60651,"22,694","19,653","8,607","11,046",3.36,3.08,"3,041",249,623,31,"8,856",2.8,"11,669",5.3,"28,913","34,062","22,694","6,290","6,160",130,"8,374","5,233","1,626",363,709,71,28,3,"22,694",22,542,569,480,550,"1,139","2,361","2,270","14,761","19,653","9,245","3,931","2,419","4,058","19,653","4,677","8,472","4,596","1,908","19,653","18,231",201,"1,142",-,-,-,-,-,79,"19,653",191,341,530,"19,653","18,225",956,472,"8,607",447,"1,272","1,718","2,338","2,077",569,155,31,-,"$164,500","$174,431","8,607","5,699","3,077","$1,583","2,908",691,$626,"11,046","10,573",473,"$1,002","$1,021","6,320","8,611"
0,60652,"14,153","13,370","10,898","2,472",3.31,3.07,783,159,197,31,"11,057",1.4,"2,669",7.4,"36,114","7,585","14,153","12,004","11,801",203,326,633,355,215,620,-,-,-,"14,153",154,344,346,205,"1,427","3,155","6,738","1,145",639,"13,370","4,027","4,200","3,467","1,676","13,370","1,162","4,279","5,069","2,860","13,370","12,331",104,878,-,-,-,-,8,49,"13,370",10,116,183,"13,370","12,946",393,31,"10,898",363,763,"2,580","4,076","2,635",347,44,61,29,"$168,700","$183,530","10,898","8,399","2,701","$1,522","2,499",420,$525,"2,472","2,464",8,"$1,120","$1,247","1,487","1,976"
0,60653,"16,474","14,575","3,488","11,087",2.28,2.12,"1,899",154,654,47,"3,642",4.2,"11,741",5.6,"7,964","23,510","16,474","3,048","1,846","1,202",710,"2,694","3,276",702,"6,044",-,-,-,"16,474",690,"3,901","1,284","1,252","1,984","1,116","1,120",726,"4,401","14,575","8,712","4,197","1,068",598,"14,575","5,800","6,475","1,820",480,"14,575","11,038",162,"3,005",5,-,-,-,74,291,"14,575",13,48,441,"14,575","14,320",196,59,"3,488",53,206,408,388,941,"1,063",416,13,-,"$264,400","$294,189","3,488","3,018",976,"$2,160",470,110,$706,"11,087","10,858",229,$792,$828,"5,689","5,662"
0,60654,"13,218","12,068","5,098","6,970",1.76,1.44,"1,150",143,252,294,"5,241",2.7,"7,222",3.5,"8,985","10,008","13,218",555,241,314,54,110,185,304,"11,997",13,-,1,"13,218","1,677","5,233","1,870",894,635,"1,110",82,128,"1,589","12,068","8,839","2,590",538,101,"12,068","5,116","5,705","1,183",64,"12,068","5,792",98,"5,794",5,-,-,-,33,346,"12,068",220,435,109,"12,068","11,720",179,169,"5,098",133,23,29,34,803,"2,061","1,391",489,135,"$450,000","$612,736","5,098","3,651","1,117","$2,712","1,447",568,"$1,484","6,970","6,865",105,"$2,127","$2,157","2,310","4,073"
0,60655,"10,814","10,231","8,856","1,375",2.87,1.95,583,185,74,58,"9,041",2.0,"1,449",5.1,"25,397","2,675","10,814","9,343","9,238",105,93,393,327,167,485,6,-,1,"10,814",125,266,376,402,492,"1,259","4,228","2,638","1,028","10,231","2,541","2,801","2,008","2,881","10,231",442,"3,303","4,870","1,616","10,231","9,748",40,373,10,7,11,-,11,31,"10,231",8,35,124,"10,231","10,093",93,45,"8,856",183,171,448,"1,289","4,322","2,205",219,13,6,"$246,700","$253,655","8,856","6,170","1,240","$1,854","2,686",401,$620,"1,375","1,322",53,"$1,121","$1,201",432,"1,133"
0,60656,"12,825","12,088","7,424","4,664",2.36,2.15,737,22,46,84,"7,446",0.3,"4,710",1.0,"17,502","10,051","12,825","6,104","5,914",190,669,505,"2,145",524,"2,878",-,-,-,"12,825",-,384,474,925,"2,658","2,560","3,095","1,733",996,"12,088","5,590","2,635","1,644","2,219","12,088","1,331","5,265","4,435","1,057","12,088","10,424",123,"1,325",12,-,-,15,43,146,"12,088",107,32,395,"12,088","11,856",144,88,"7,424",221,456,573,591,"2,196","3,087",278,-,22,"$288,400","$280,784","7,424","4,112","1,233","$1,863","3,312",890,$669,"4,664","4,541",123,"$1,107","$1,155","2,093","4,284"
0,60657,"39,888","36,624","14,252","22,372",2.18,1.73,"3,264",377,"1,095",450,"14,629",2.6,"23,467",4.7,"31,057","38,622","39,888","4,836","3,412","1,424","2,135","6,247","5,118","2,437","19,078",37,-,1,"39,888",897,"3,622","2,804","2,063","3,810","5,732","4,141","1,764","15,055","36,624","26,035","6,402","2,169","2,018","36,624","13,034","17,058","5,620",912,"36,624","26,426",753,"7,451",196,35,23,7,915,818,"36,624",72,172,"1,002","36,624","36,078",109,437,"14,252",149,133,451,854,"2,282","4,479","4,398","1,162",344,"$439,200","$568,725","14,252","10,985","2,225","$2,785","3,267",763,"$1,171","22,372","21,885",487,"$1,477","$1,595","7,911","18,645"
0,60659,"14,581","13,193","5,234","7,959",3.08,3.08,"1,388",66,735,43,"5,300",1.2,"8,694",8.5,"16,101","24,507","14,581","3,146","2,748",398,"2,136","3,710","2,876","1,038","1,642",33,-,2,"14,581",17,503,241,409,740,"1,646","2,755","1,851","6,419","13,193","7,261","3,114","1,460","1,358","13,193","1,943","6,250","3,480","1,520","13,193","11,294",195,"1,358",17,-,16,14,177,122,"13,193",58,152,437,"13,193","12,021",795,377,"5,234",215,334,401,524,"1,066","2,059",591,21,23,"$306,200","$305,201","5,234","3,489","1,580","$1,898","1,745",369,$810,"7,959","7,789",170,"$1,120","$1,160","4,270","7,034"
0,60660,"23,421","20,676","7,574","13,102",2.06,1.86,"2,745",293,"1,271",307,"7,867",3.7,"14,373",8.8,"15,589","24,424","23,421","2,061","1,563",498,"1,185","1,756","3,446","1,851","13,112",10,-,-,"23,421",114,774,534,566,"2,550","3,800","2,866","2,486","9,731","20,676","12,633","4,947","1,879","1,217","20,676","7,514","9,875","2,665",622,"20,676","13,388",383,"5,811",102,31,-,-,402,559,"20,676",75,69,660,"20,676","19,568",364,744,"7,574",146,739,"1,041","1,016","2,115","1,285","1,045",94,93,"$239,200","$372,242","7,574","5,215","2,026","$1,951","2,359",808,$790,"13,102","12,847",255,"$1,002","$1,074","6,127","10,441"
0,60661,"6,740","5,911","1,716","4,195",1.70,1.65,829,49,324,17,"1,765",2.8,"4,519",7.2,"2,910","6,925","6,740",110,15,95,-,80,7,55,"6,474",14,-,2,"6,740",983,"2,506",654,"1,389",284,219,19,62,624,"5,911","4,931",899,70,11,"5,911","2,719","2,725",458,9,"5,911","3,355",106,"2,322",-,-,-,-,17,111,"5,911",-,43,138,"5,911","5,601",78,232,"1,716",22,-,-,16,437,957,284,-,-,"$364,000","$381,690","1,716","1,346",274,"$2,401",370,46,"$1,093","4,195","4,166",29,"$1,943","$2,025","1,260","3,500"
