,zipcode,covid_cases,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,77022,60,"10,664","9,398","4,282","5,116",3.14,2.87,"1,266",17,393,110,"4,299",0.4,"5,509",7.1,"13,442","14,679","10,664","7,404","7,222",182,229,162,447,541,"1,739",142,-,13,"10,664",150,833,489,505,"1,151","2,177","2,838","1,825",696,"9,398","4,205","2,238","1,342","1,613","9,398","1,429","3,529","2,749","1,691","9,398","3,797",32,"5,451",-,-,-,-,-,118,"9,398",17,129,209,"9,398","8,594",614,190,"4,282",554,"1,730","1,251",426,267,38,8,-,8,"$93,800","$103,266","4,282","1,639",650,"$1,128","2,643",420,$372,"5,116","4,832",284,$740,$760,"2,604","2,347"
0,77023,102,"10,960","9,744","4,465","5,279",3.29,2.71,"1,216",79,239,128,"4,544",1.7,"5,518",4.3,"14,679","14,289","10,960","6,513","6,296",217,645,720,864,852,"1,291",66,9,6,"10,960",292,350,453,463,613,"1,552","2,402","2,476","2,359","9,744","4,870","2,063","1,444","1,367","9,744","1,023","3,748","3,349","1,624","9,744","4,098",57,"5,534",12,7,-,-,-,36,"9,744",35,193,191,"9,744","8,938",541,265,"4,465",150,"1,466","1,127",827,565,262,54,14,-,"$121,200","$146,293","4,465","1,717",712,"$1,325","2,748",378,$449,"5,279","5,117",162,$786,$845,"2,661","2,807"
0,77024,72,"17,067","15,173","9,987","5,186",2.77,2.02,"1,894",200,387,458,"10,187",2.0,"5,573",6.9,"27,661","10,457","17,067","10,587","8,440","2,147",22,475,781,714,"4,450",38,-,2,"17,067","1,764","1,932","1,798","1,891","3,365","4,354","1,638",192,133,"15,173","7,442","3,941","1,910","1,880","15,173",517,"5,007","6,312","3,337","15,173","6,001",100,"8,939",81,-,-,-,7,45,"15,173",12,148,274,"15,173","14,851",181,141,"9,987",79,251,408,453,513,"1,008","2,603","2,564","2,108","$938,100","$1,195,753","9,987","5,421","1,901","$4,001","4,566","1,021","$1,501","5,186","4,976",210,"$1,557","$1,751","1,823","3,856"
0,77025,65,"14,383","12,819","5,310","7,509",2.62,1.99,"1,564",105,942,40,"5,415",1.9,"8,451",11.1,"13,915","14,921","14,383","6,217","5,530",687,168,478,"1,047","1,197","5,223",50,3,3,"14,383","1,016","2,874","2,075","1,236","2,330","1,355","3,109",329,59,"12,819","8,615","2,429","1,060",715,"12,819",995,"6,211","4,272","1,341","12,819","4,801",18,"7,879",36,-,-,-,5,80,"12,819",40,286,170,"12,819","12,466",221,132,"5,310",136,160,214,379,757,"1,496","1,643",507,18,"$440,200","$507,559","5,310","3,256",731,"$2,891","2,054",262,$851,"7,509","7,407",102,"$1,231","$1,404","3,120","6,227"
0,77026,94,"9,707","7,995","3,288","4,707",3.08,2.57,"1,712",25,400,16,"3,313",0.8,"5,107",7.8,"10,139","12,108","9,707","7,717","7,553",164,520,193,276,395,512,94,-,10,"9,707",132,646,673,342,926,"1,794","2,000","1,950","1,244","7,995","3,468","1,946",943,"1,638","7,995","1,273","3,741","1,895","1,086","7,995","4,260",11,"3,592",6,-,-,6,6,114,"7,995",77,70,251,"7,995","7,545",289,161,"3,288","1,087","1,590",240,231,128,12,-,-,-,"$63,000","$74,419","3,288",737,209,$976,"2,551",302,$326,"4,707","4,361",346,$676,$711,"2,329","1,489"
0,77027,29,"11,269","9,245","3,108","6,137",2.21,1.65,"2,024",121,"1,176",181,"3,229",3.7,"7,313",16.1,"6,865","10,097","11,269","2,948","2,317",631,156,168,451,599,"6,940",7,-,1,"11,269","2,665","2,419","1,563",745,974,"1,564","1,028",190,121,"9,245","6,748","1,605",489,403,"9,245",267,"4,735","3,480",763,"9,245","2,572",76,"6,561",-,-,-,-,-,36,"9,245",29,8,173,"9,245","9,119",45,81,"3,108",-,222,140,134,104,358,"1,157",687,306,"$713,200","$929,745","3,108","1,537",446,"$3,988","1,571",420,"$1,501","6,137","6,100",37,"$1,532","$1,628","1,752","5,516"
0,77028,76,"6,643","5,654","3,168","2,486",3.04,2.84,989,27,146,34,"3,195",0.8,"2,632",5.5,"9,646","7,057","6,643","5,498","5,368",130,17,76,228,356,432,36,-,5,"6,643",395,767,257,318,777,"1,119","1,926",843,241,"5,654","2,358","1,218",454,"1,624","5,654",850,"2,175","1,534","1,095","5,654","2,986",-,"2,612",14,-,-,-,23,19,"5,654",48,12,118,"5,654","5,333",280,41,"3,168","1,302","1,332",360,119,34,-,-,12,9,"$58,700","$92,864","3,168",916,355,$909,"2,252",416,$306,"2,486","2,041",445,$836,$794,"1,251","1,317"
0,77029,56,"6,482","5,697","3,398","2,299",3.40,2.80,785,75,85,-,"3,473",2.2,"2,384",3.6,"11,553","6,436","6,482","5,326","5,251",75,171,78,186,247,369,105,-,16,"6,482",60,324,168,312,472,"1,147","2,467","1,086",446,"5,697","2,475","1,608",597,"1,017","5,697",460,"2,216","1,691","1,330","5,697","2,512",38,"3,109",-,-,-,-,-,38,"5,697",45,39,100,"5,697","5,282",243,172,"3,398",615,"2,001",687,28,36,18,-,-,13,"$73,900","$93,331","3,398","1,309",625,$990,"2,089",331,$405,"2,299","2,060",239,$789,$814,"1,065","1,150"
0,77030,72,"5,600","4,876","2,028","2,848",2.51,1.93,724,71,257,218,"2,099",3.4,"3,105",8.3,"5,092","5,499","5,600","1,691","1,355",336,118,212,241,542,"2,796",-,-,-,"5,600",670,830,"1,219",931,606,247,182,392,523,"4,876","3,438",654,431,353,"4,876",343,"2,432","1,572",529,"4,876","1,364",42,"3,401",-,-,20,-,-,49,"4,876",100,128,180,"4,876","4,732",134,10,"2,028",-,102,147,239,156,336,698,337,13,"$521,100","$550,784","2,028","1,059",187,"$3,326",969,147,"$1,038","2,848","2,745",103,"$1,510","$1,579","1,137","2,604"
0,77031,80,"6,553","6,000","2,700","3,300",2.96,2.87,553,-,415,-,"2,700",-,"3,715",11.2,"7,998","9,461","6,553","3,432","3,244",188,39,121,782,"1,556",617,6,-,1,"6,553",22,200,250,824,"4,520",416,159,130,32,"6,000","3,230","1,354",666,750,"6,000",463,"2,444","1,804","1,289","6,000","2,339",50,"3,590",-,-,-,-,-,21,"6,000",5,14,221,"6,000","5,562",361,77,"2,700",131,301,"1,128",972,152,16,-,-,-,"$143,300","$136,893","2,700","1,486",409,"$1,418","1,214",71,$532,"3,300","3,096",204,$886,$943,"1,276","2,325"
0,77032,86,"4,556","4,210","1,535","2,675",3.98,2.98,346,15,166,-,"1,550",1.0,"2,841",5.8,"6,105","7,967","4,556","1,879","1,626",253,156,527,346,498,627,508,15,112,"4,556",61,994,780,756,898,741,180,146,-,"4,210","2,220","1,484",342,164,"4,210",569,"2,065",812,764,"4,210","1,326",67,"2,728",-,-,-,-,-,89,"4,210",11,15,33,"4,210","3,926",199,85,"1,535",511,596,359,63,6,-,-,-,-,"$82,100","$75,142","1,535",793,273,"$1,138",742,65,$394,"2,675","2,591",84,$902,$806,"1,557","1,552"
0,77033,146,"10,388","8,996","5,609","3,387",3.28,3.37,"1,392",150,230,9,"5,759",2.6,"3,617",6.4,"18,380","11,416","10,388","9,028","8,820",208,173,74,168,441,464,40,-,4,"10,388",148,611,121,251,933,"1,817","4,898","1,517",92,"8,996","3,280","2,115",990,"2,611","8,996","1,101","3,259","2,955","1,681","8,996","4,820",43,"4,047",-,-,-,-,18,68,"8,996",54,65,247,"8,996","8,498",375,123,"5,609","1,707","3,218",454,129,66,10,-,11,14,"$64,100","$80,089","5,609","2,018",840,"$1,031","3,591",297,$310,"3,387","2,989",398,$897,$875,"1,744","1,945"
0,77034,78,"13,791","12,371","5,410","6,961",3.58,3.04,"1,420",144,391,39,"5,554",2.6,"7,352",5.3,"19,381","21,129","13,791","7,278","7,117",161,39,437,"1,836","2,292","1,723",186,-,13,"13,791",822,"2,114",509,"2,027","3,389","2,401","1,942",496,91,"12,371","7,352","3,052","1,105",862,"12,371",393,"4,840","4,485","2,653","12,371","4,570",99,"7,552",-,-,-,18,-,132,"12,371",41,32,246,"12,371","11,068",851,452,"5,410",242,"1,616","2,333",757,408,32,11,-,11,"$116,600","$140,758","5,410","3,210",853,"$1,329","2,200",104,$468,"6,961","6,787",174,$934,$973,"3,261","5,699"
0,77035,134,"15,884","14,126","5,962","8,164",2.48,2.87,"1,758",157,"1,034",83,"6,119",2.6,"9,198",11.2,"14,811","23,471","15,884","7,317","6,644",673,85,"1,216","1,477","3,654","2,061",74,-,5,"15,884",7,593,506,"2,506","4,993","3,453","3,240",457,129,"14,126","7,944","3,119","1,494","1,569","14,126","1,596","6,017","4,823","1,690","14,126","4,026",61,"9,983",-,-,-,-,22,34,"14,126",186,46,590,"14,126","12,913",882,331,"5,962",264,921,698,920,"1,647","1,383",129,-,-,"$210,100","$214,186","5,962","3,465",859,"$1,561","2,497",336,$541,"8,164","7,985",179,$864,$931,"4,435","5,770"
0,77036,409,"31,123","26,917","4,951","21,966",2.80,2.85,"4,206",275,"2,921",102,"5,226",5.3,"24,887",11.7,"13,868","62,559","31,123","6,746","5,579","1,167",459,"1,301","4,519","12,401","5,580",117,-,4,"31,123",594,"1,468","1,699","7,515","13,693","5,009",678,261,206,"26,917","19,793","4,519","1,490","1,115","26,917","4,248","13,740","6,800","2,129","26,917","3,880",54,"22,667",18,-,27,30,18,223,"26,917",221,202,694,"26,917","22,590","2,886","1,441","4,951",546,791,"1,332","1,216",877,145,15,29,-,"$142,800","$146,154","4,951","2,183",808,"$1,315","2,768",504,$500,"21,966","21,586",380,$785,$835,"11,536","12,537"
0,77037,57,"5,766","5,428","3,855","1,573",3.64,4.07,338,28,21,-,"3,883",0.7,"1,594",1.3,"14,047","6,398","5,766","3,882","3,740",142,121,45,98,97,143,"1,380",-,239,"5,766",-,151,415,638,"1,290","2,349",595,250,78,"5,428","1,848","2,066",911,603,"5,428",216,"1,364","2,096","1,752","5,428","2,051",47,"3,300",-,-,-,-,20,10,"5,428",12,-,36,"5,428","5,112",260,56,"3,855",926,845,"1,625",285,174,-,-,-,-,"$103,500","$91,853","3,855","1,648",743,"$1,161","2,207",338,$390,"1,573","1,529",44,$925,$895,824,920
0,77038,61,"9,143","8,731","4,787","3,944",3.77,3.38,412,40,200,30,"4,827",0.8,"4,144",4.8,"18,026","13,311","9,143","5,907","5,663",244,365,189,485,923,366,908,-,99,"9,143",702,"1,827","1,018","1,609","3,201",376,347,49,14,"8,731","4,149","2,910",918,754,"8,731",311,"2,843","3,376","2,201","8,731","3,576",47,"5,088",-,-,-,-,-,20,"8,731",72,12,272,"8,731","8,003",545,183,"4,787",563,"1,283","1,959",626,239,68,49,-,-,"$111,700","$115,754","4,787","2,770","1,127","$1,311","2,017",237,$442,"3,944","3,845",99,$941,$985,"2,393","2,740"
0,77039,73,"8,363","7,570","4,674","2,896",3.83,3.61,793,62,181,33,"4,736",1.3,"3,077",5.9,"17,919","10,453","8,363","5,224","4,911",313,71,311,493,717,366,"1,181",-,141,"8,363",29,431,399,832,"3,322","2,750",462,97,41,"7,570","3,047","2,182","1,264","1,077","7,570",377,"2,617","2,688","1,888","7,570","2,784",9,"4,667",58,-,-,17,-,35,"7,570",16,61,82,"7,570","7,012",455,103,"4,674",729,"1,860","1,564",354,100,47,4,-,16,"$95,000","$113,791","4,674","2,198",978,"$1,218","2,476",372,$414,"2,896","2,749",147,$882,$895,"1,807","2,082"
0,77040,114,"18,831","17,924","10,000","7,924",2.90,2.41,907,75,523,21,"10,075",0.7,"8,447",6.2,"29,008","19,113","18,831","11,320","10,902",418,118,554,"1,782","2,491","2,203",363,-,19,"18,831",846,"2,862","3,997","4,226","5,409",831,293,90,277,"17,924","9,543","4,593","2,177","1,611","17,924",639,"7,018","6,603","3,664","17,924","7,794",155,"9,913",19,-,6,-,-,37,"17,924",34,84,402,"17,924","16,987",608,329,"10,000",386,"1,377","2,694","2,127","2,351",836,197,32,-,"$162,200","$181,237","10,000","5,954","1,882","$1,473","4,046",620,$595,"7,924","7,819",105,$986,"$1,049","3,601","6,698"
0,77041,96,"12,281","11,484","8,618","2,866",3.08,2.87,797,142,433,79,"8,760",1.6,"3,299",13.1,"26,570","8,213","12,281","10,156","9,971",185,7,-,14,574,718,774,38,63,"12,281",123,"4,040","3,029","2,991","1,272",447,302,38,39,"11,484","4,582","3,831","2,046","1,025","11,484",205,"2,558","5,168","3,553","11,484","5,336",169,"5,946",-,-,25,8,-,-,"11,484",11,11,141,"11,484","11,030",364,90,"8,618",414,"1,045","2,020","1,358","1,265","1,664",778,53,21,"$176,000","$253,699","8,618","5,208","1,572","$1,629","3,410",277,$631,"2,866","2,700",166,"$1,381","$1,488","1,017","2,263"
0,77042,108,"21,896","19,198","4,805","14,393",2.30,2.19,"2,698",173,"1,660",62,"4,978",3.5,"16,053",10.3,"11,035","31,454","21,896","5,288","3,475","1,813",450,"1,580","3,531","5,026","5,887",134,-,6,"21,896",509,"1,545","3,538","6,477","6,254","3,088",322,17,146,"19,198","14,437","2,885","1,065",811,"19,198","1,112","11,011","6,147",928,"19,198","2,750",125,"16,205",-,-,-,-,11,107,"19,198",111,129,670,"19,198","18,224",639,335,"4,805",428,785,381,476,580,"1,362",740,41,12,"$244,000","$299,397","4,805","2,811",688,"$1,911","1,994",254,$771,"14,393","14,164",229,"$1,041","$1,107","6,963","12,673"
0,77043,83,"10,405","9,200","5,381","3,819",2.70,2.79,"1,205",67,566,119,"5,448",1.2,"4,385",12.9,"14,553","10,649","10,405","6,106","5,182",924,154,530,"1,002","1,233","1,371",9,-,1,"10,405",862,537,566,"2,132","2,930","2,113","1,139",94,32,"9,200","4,510","2,086","1,102","1,502","9,200",467,"3,194","3,974","1,565","9,200","3,926",61,"5,080",-,-,-,-,8,125,"9,200",28,12,158,"9,200","8,700",422,78,"5,381",118,555,717,908,"1,471","1,558",54,-,-,"$228,700","$223,439","5,381","2,678",596,"$1,652","2,703",314,$595,"3,819","3,759",60,"$1,068","$1,234","1,786","3,338"
0,77044,138,"14,544","13,456","10,217","3,239",3.48,3.19,"1,088",343,389,6,"10,560",3.2,"3,628",10.7,"35,546","10,339","14,544","11,656","10,999",657,79,82,126,674,305,"1,570",52,108,"14,544","3,671","6,289","1,615","1,180","1,319",171,92,87,120,"13,456","7,543","4,718",880,315,"13,456",301,"3,216","6,209","3,730","13,456","5,967",147,"7,087",15,-,103,26,14,97,"13,456",46,83,261,"13,456","12,830",542,84,"10,217",796,"1,634","1,615","1,550","2,467","1,861",249,7,38,"$180,100","$222,611","10,217","7,493","2,156","$1,872","2,724",199,$515,"3,239","3,166",73,"$1,231","$1,310","1,506","2,603"
0,77045,168,"10,964","10,475","6,930","3,545",3.52,3.61,489,60,57,11,"6,990",0.9,"3,602",1.6,"24,400","12,800","10,964","9,325","9,099",226,42,47,177,631,483,259,-,24,"10,964",756,"2,318",567,876,"1,539","3,238","1,467",128,75,"10,475","3,641","3,452",840,"2,542","10,475",577,"3,450","3,954","2,494","10,475","4,556",39,"5,818",-,-,57,-,-,5,"10,475",17,24,216,"10,475","9,592",808,75,"6,930",359,"4,601","1,184",454,197,71,53,-,11,"$80,400","$105,991","6,930","3,847",877,"$1,169","3,083",235,$355,"3,545","3,239",306,$932,$976,"1,735","2,440"
0,77046,3,716,678,201,477,1.24,1.51,38,-,24,14,201,-,501,4.8,250,720,716,14,14,-,-,15,-,-,687,-,-,-,716,24,249,38,216,95,55,17,22,-,678,450,80,69,79,678,103,292,260,23,678,14,-,626,-,-,-,-,-,38,678,-,-,-,678,678,-,-,201,-,-,-,-,76,77,48,-,-,"$343,000",-,201,45,14,-,156,60,"$1,501",477,453,24,"$1,815","$1,897",197,413
0,77047,123,"10,541","9,816","7,138","2,678",3.03,3.02,725,135,70,71,"7,273",1.9,"2,748",2.5,"21,614","8,079","10,541","8,403","8,216",187,64,177,-,374,748,775,-,74,"10,541","1,853","4,735",843,222,354,"1,193","1,183",117,41,"9,816","4,609","3,450",607,"1,150","9,816",497,"3,245","4,400","1,674","9,816","5,227",50,"4,468",27,-,-,-,21,23,"9,816",37,83,242,"9,816","9,443",329,44,"7,138",627,"1,458","2,197","2,046",748,-,-,34,28,"$134,300","$153,984","7,138","5,037","1,590","$1,391","2,101",198,$436,"2,678","2,452",226,"$1,218","$1,191","1,067","2,128"
0,77048,81,"6,841","5,753","3,656","2,097",2.98,3.25,"1,088",12,244,-,"3,668",0.3,"2,341",10.4,"10,890","6,822","6,841","4,676","4,529",147,4,180,401,591,699,290,-,42,"6,841",444,"1,126",359,295,"1,813","1,981",645,124,54,"5,753","2,132","1,554",489,"1,578","5,753",618,"1,839","1,807","1,489","5,753","2,871",67,"2,751",-,-,13,-,-,51,"5,753",11,27,130,"5,753","5,534",171,48,"3,656",498,"1,954",508,466,172,32,16,-,10,"$75,700","$103,631","3,656","1,836",590,"$1,237","1,820",164,$336,"2,097","1,858",239,$749,$874,"1,075",902
0,77049,60,"11,651","10,639","7,076","3,563",3.55,2.82,"1,012",125,346,21,"7,201",1.7,"3,909",8.9,"25,150","10,031","11,651","8,503","8,287",216,166,70,345,919,"1,076",556,16,48,"11,651","2,050","4,289",623,"1,978","1,772",452,239,139,109,"10,639","5,466","3,264",999,910,"10,639",439,"2,795","4,024","3,381","10,639","3,893",108,"6,623",-,-,-,-,-,15,"10,639",-,12,287,"10,639","10,166",322,151,"7,076",428,"1,606","1,721","2,193",893,135,71,29,-,"$141,800","$146,052","7,076","4,878","1,452","$1,509","2,198",303,$475,"3,563","3,480",83,"$1,063","$1,072","1,800","3,060"
0,77050,15,"1,528","1,428","1,105",323,3.44,3.70,100,27,17,-,"1,132",2.4,340,5.0,"3,803","1,196","1,528","1,123","1,014",109,52,33,-,-,-,320,-,209,"1,528",12,121,167,62,474,429,178,53,32,"1,428",553,368,137,370,"1,428",53,239,709,427,"1,428",534,-,884,-,-,-,-,-,10,"1,428",3,-,3,"1,428","1,193",151,84,"1,105",215,659,169,19,32,8,3,-,-,"$81,100","$78,725","1,105",356,55,$984,749,26,$428,323,304,19,$744,$782,98,144
0,77051,79,"7,521","6,427","2,604","3,823",2.81,2.54,"1,094",88,361,-,"2,692",3.3,"4,184",8.6,"7,306","9,696","7,521","4,748","4,591",157,365,507,449,437,998,-,17,-,"7,521",578,"1,646",337,236,651,965,"1,907",747,454,"6,427","3,373","1,462",398,"1,194","6,427","1,297","2,659","1,774",697,"6,427","2,817",16,"3,523",-,-,-,-,43,28,"6,427",138,80,196,"6,427","6,121",239,67,"2,604",495,"1,218",587,224,48,21,11,-,-,"$76,500","$89,033","2,604","1,046",430,"$1,120","1,558",200,$370,"3,823","3,512",311,$805,$818,"2,060","1,992"
0,77053,95,"8,852","8,613","5,572","3,041",3.33,4.07,239,24,86,-,"5,596",0.4,"3,127",2.8,"18,576","12,362","8,852","8,148","7,797",351,31,45,-,61,-,567,-,64,"8,852",204,"1,206","1,097","1,537","2,913","1,491",329,70,5,"8,613","3,066","2,371","1,327","1,849","8,613",358,"2,497","2,944","2,814","8,613","3,434",106,"5,002",-,-,-,-,61,10,"8,613",-,23,216,"8,613","7,740",775,98,"5,572",568,"3,151","1,132",496,88,75,62,-,-,"$87,200","$100,532","5,572","3,330","1,186","$1,125","2,242",137,$389,"3,041","2,831",210,"$1,164","$1,175","1,782","2,659"
0,77054,71,"15,335","12,614","1,950","10,664",1.74,1.79,"2,721",-,"1,633",399,"1,950",-,"12,297",13.3,"3,391","19,055","15,335","1,546",770,776,93,901,"1,894","3,769","7,132",-,-,-,"15,335","1,606","2,401","2,763","4,736","3,174",434,19,108,94,"12,614","10,551","1,492",308,263,"12,614","1,000","7,920","3,415",279,"12,614","1,080",20,"11,382",-,-,-,-,23,109,"12,614",16,79,477,"12,614","12,342",128,144,"1,950",117,436,516,303,476,92,10,-,-,"$137,000","$155,225","1,950",907,212,"$1,370","1,043",156,$633,"10,664","10,349",315,"$1,152","$1,202","4,473","9,598"
0,77055,173,"16,703","15,178","6,626","8,552",2.73,3.03,"1,525",146,836,167,"6,772",2.2,"9,388",8.9,"18,106","25,948","16,703","8,105","7,727",378,208,674,"2,044","2,803","2,738",85,46,5,"16,703","1,248","2,210","1,011","1,751","2,935","2,631","4,456",404,57,"15,178","9,183","3,224","1,392","1,379","15,178",936,"5,760","6,247","2,235","15,178","5,767",103,"9,245",-,-,-,-,-,63,"15,178",72,88,262,"15,178","13,984",904,290,"6,626",176,461,556,272,827,"1,408","2,297",584,45,"$428,200","$490,482","6,626","3,932","1,136","$2,655","2,694",508,$681,"8,552","8,426",126,$946,"$1,063","4,368","6,854"
0,77056,39,"13,781","11,003","4,695","6,308",2.29,1.74,"2,778",256,"1,043",683,"4,951",5.2,"7,351",14.2,"10,775","10,957","13,781","3,460","2,835",625,188,137,207,627,"9,162",-,-,-,"13,781","1,876","3,672","1,695","1,894","1,861","1,749",766,167,101,"11,003","7,740","2,139",686,438,"11,003",509,"5,615","3,896",983,"11,003","3,122",116,"7,688",-,-,-,-,7,70,"11,003",-,42,229,"11,003","10,762",191,50,"4,695",21,184,131,222,642,696,"1,451",866,482,"$630,500","$917,193","4,695","2,322",611,"$3,541","2,373",467,"$1,501","6,308","6,211",97,"$1,573","$1,688","2,039","5,521"
0,77057,200,"22,738","19,836","6,544","13,292",1.99,2.14,"2,902",276,"1,646",227,"6,820",4.0,"14,938",11.0,"13,001","28,399","22,738","6,628","3,543","3,085",196,740,"1,924","3,145","10,095",10,-,-,"22,738",896,"2,803","2,642","2,598","7,419","4,711","1,249",245,175,"19,836","13,812","3,555","1,361","1,108","19,836","1,532","11,213","5,844","1,247","19,836","4,301",140,"15,239",78,-,-,10,18,50,"19,836",48,180,588,"19,836","18,829",690,317,"6,544",89,271,634,946,"1,046","1,150","1,545",651,212,"$339,100","$531,987","6,544","3,789","1,230","$2,401","2,755",709,$933,"13,292","12,954",338,"$1,106","$1,213","5,634","11,133"
0,77058,20,"9,421","8,210","2,354","5,856",2.20,1.96,"1,211",127,525,61,"2,481",5.1,"6,381",8.2,"5,186","11,495","9,421","2,592","1,754",838,79,668,"1,473","1,814","2,784",11,-,1,"9,421",228,839,"1,815","2,107","2,609","1,570",181,34,38,"8,210","5,885","1,438",509,378,"8,210",699,"4,260","2,602",649,"8,210","2,137",46,"5,992",-,-,19,6,-,10,"8,210",33,55,329,"8,210","7,869",168,173,"2,354",95,209,489,642,526,238,155,-,-,"$178,500","$204,669","2,354","1,361",268,"$1,619",993,138,$653,"5,856","5,748",108,"$1,054","$1,142","2,612","4,826"
