,zipcode,covid_cases,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,77044,138,"45,885","4,717","4,826","3,913","2,547","2,512","8,161","7,045","5,458","2,404","1,998","1,577",613,114,30.6,-,"32,429","14,964","30,921","29,391","27,370","3,558","2,304","45,885","22,408","14,872","1,027","23,477","16,049","1,277","45,885","45,179","29,570","12,897",365,803,106,"1,438",706,"30,260","13,278",544,955,134,"1,551","45,885","20,541","25,344","11,314","12,727",54,803,106
0,77045,168,"37,279","2,584","3,110","3,128","2,997","3,500","5,332","4,547","4,302","1,836","1,599","3,110","1,026",208,30.8,-,"28,457","10,708","26,571","24,907","21,960","5,211","4,344","37,279","17,581","12,352","1,817","19,698","14,219","2,527","37,279","36,600","17,603","16,956",29,255,11,"1,746",679,"18,091","17,267",302,255,11,"2,032","37,279","18,974","18,305","1,003","16,867",29,255,11
0,77046,3,970,9,-,-,-,48,255,142,111,107,85,42,66,105,49.1,-,961,9,961,961,913,260,213,970,326,326,55,644,635,158,970,941,763,15,-,122,-,41,29,792,29,-,137,-,41,970,79,891,739,15,-,122,-
0,77047,123,"29,693","2,013","2,757","2,257","1,629","2,148","6,116","4,073","3,505","1,461","1,177","1,471",931,155,32.2,-,"22,666","8,176","21,517","20,481","18,889","3,050","2,557","29,693","13,930","10,094","1,099","15,763","11,423","1,458","29,693","29,417","8,253","19,416",93,714,-,941,276,"8,429","19,603",130,803,-,"1,004","29,693","7,733","21,960","2,054","18,854",62,714,-
0,77048,81,"17,721","1,713","1,067","1,491","1,419",854,"2,326","2,432","2,102","1,083",720,"1,426",967,121,34.9,-,"13,450","5,356","12,365","11,859","11,177","2,865","2,514","17,721","8,156","5,698","1,086","9,565","6,667","1,428","17,721","17,558","4,161","12,237",6,251,-,903,163,"4,280","12,350",37,265,12,977,"17,721","4,914","12,807",374,"12,125",6,216,-
0,77049,60,"35,230","3,255","3,149","3,026","3,169","2,760","5,217","5,615","3,983","1,642","1,287","1,253",687,187,28.9,-,"25,800","11,094","24,136","22,146","19,871","2,825","2,127","35,230","17,111","11,703","1,067","18,119","12,433","1,060","35,230","34,893","23,180","7,794",327,"1,316",-,"2,276",337,"23,454","8,034",473,"1,352",5,"2,332","35,230","22,380","12,850","3,443","7,637",236,"1,316",-
0,77050,15,"4,999",255,504,375,456,290,540,759,702,361,211,364,182,-,35.6,-,"3,865","1,418","3,581","3,354","3,119",669,546,"4,999","2,406","1,653",232,"2,593","1,928",314,"4,999","4,999","2,666","1,908",103,-,-,322,-,"2,666","1,908",103,-,-,322,"4,999","2,928","2,071",163,"1,908",-,-,-
0,77051,79,"17,052","1,283","1,327",845,"1,302","1,607","2,433","1,804","1,980",844,"1,221","1,205",833,368,33.8,-,"13,597","4,266","12,786","11,890","10,688","3,051","2,406","17,052","7,722","5,581",811,"9,330","7,205","1,595","17,052","16,811","2,466","13,534",26,179,-,606,241,"2,583","13,770",116,183,-,656,"17,052","2,679","14,373",401,"13,534",19,179,-
0,77053,95,"30,938","2,334","2,905","2,365","2,474","2,510","4,415","4,134","3,741","1,874","1,559","1,749",663,215,31.3,-,"23,334","9,235","21,703","20,284","18,350","3,434","2,627","30,938","15,546","10,645",978,"15,392","11,058","1,649","30,938","30,221","13,372","13,073",32,264,-,"3,480",717,"13,795","13,443",313,375,-,"3,729","30,938","16,599","14,339",916,"12,989",-,264,-
0,77054,71,"22,704",978,477,597,447,"3,707","8,095","3,676","1,930",628,963,903,214,89,29.8,-,"20,652","2,297","20,407","19,886","16,498","1,606","1,206","22,704","11,409","10,230",632,"11,295","10,177",574,"22,704","22,096","8,210","7,804",161,"5,437",21,463,608,"8,753","7,875",217,"5,922",34,528,"22,704","2,016","20,688","6,526","7,787",161,"5,430",-
0,77055,173,"44,680","4,054","3,513","2,924","2,773","2,365","7,430","6,428","5,973","2,553","2,200","2,791","1,246",430,34.2,-,"34,189","12,323","32,357","30,816","29,051","5,669","4,467","44,680","23,208","17,209","1,892","21,472","15,148","2,575","44,680","43,807","21,932","2,116",296,"1,966",-,"17,497",873,"22,632","2,281",422,"2,502",17,"17,742","44,680","24,992","19,688","14,904","2,068",8,"1,948",-
0,77056,39,"21,807","1,104",853,657,574,"1,331","4,482","3,476","2,646","1,084","1,337","2,290","1,088",885,40.1,-,"19,193","2,930","18,877","18,421","17,288","5,066","4,263","21,807","11,049","9,480","1,942","10,758","9,397","2,321","21,807","21,134","16,096","1,532",15,"3,233",7,251,673,"16,605","1,584",108,"3,673",58,463,"21,807","3,225","18,582","13,293","1,532",-,"3,233",7
0,77057,200,"41,503","3,699","2,273","1,763","1,243","3,427","8,951","6,941","4,486","1,878","1,893","2,553","1,616",780,34.3,-,"33,768","8,517","32,986","31,937","29,098","6,209","4,949","41,503","20,943","16,559","1,995","20,560","16,427","2,954","41,503","40,325","29,718","3,055",45,"3,475",-,"4,032","1,178","30,502","3,305",261,"4,106",34,"4,533","41,503","15,747","25,756","18,496","2,897",21,"3,468",-
0,77058,20,"16,911",908,870,605,"1,003","1,750","3,783","2,424","2,108",821,637,"1,192",647,163,33.0,-,"14,528","2,909","14,002","13,196","11,775","2,345","2,002","16,911","8,617","7,123",883,"8,294","6,879","1,119","16,911","16,166","12,907","1,284",102,"1,259",-,614,745,"13,479","1,399",272,"1,683",134,767,"16,911","3,158","13,753","10,527","1,221",102,"1,259",-
0,77059,18,"16,944",685,"1,100","1,511","1,084",583,"1,277","2,006","2,837","1,605","1,553","1,769",744,190,46.0,-,"13,648","4,081","12,863","12,421","11,981","3,517","2,703","16,944","8,620","6,421","1,499","8,324","6,442","1,204","16,944","16,468","12,569",307,68,"3,189",-,335,476,"13,040",386,176,"3,567",-,335,"16,944","2,466","14,478","10,497",307,68,"3,172",-
0,77060,92,"44,828","5,368","4,778","3,829","2,990","3,760","8,273","6,394","4,040","1,673","1,454","1,688",409,172,27.0,-,"30,853","15,888","28,940","27,259","24,103","2,960","2,269","44,828","22,677","14,937",965,"22,151","14,003","1,304","44,828","43,900","33,239","7,592",288,587,63,"2,131",928,"33,797","8,284",671,644,95,"2,341","44,828","33,865","10,963","2,449","7,243",197,587,63
0,77061,54,"25,607","2,234","1,955","2,050","1,866","2,096","4,652","2,935","3,037","1,509","1,326","1,249",407,291,30.4,-,"19,368","7,380","18,227","17,105","15,406","2,649","1,947","25,607","12,505","8,837",759,"13,102","9,390","1,188","25,607","25,418","11,799","5,987",94,"1,921",23,"5,594",189,"11,954","5,987",222,"1,993",23,"5,644","25,607","15,639","9,968","2,052","5,980",36,"1,829",-
0,77062,32,"26,358","2,052","1,735","1,644","1,662","1,310","3,486","3,433","3,147","2,143","1,729","2,156","1,347",514,38.0,-,"20,927","6,605","19,753","18,619","17,955","5,102","4,017","26,358","12,905","9,527","1,900","13,453","10,226","2,117","26,358","25,015","19,507","1,826",55,"2,656",81,890,"1,343","20,651","2,569",250,"3,058",115,"1,109","26,358","6,230","20,128","14,575","1,716",39,"2,641",81
0,77063,116,"38,961","4,022","2,048","1,210","1,333","3,363","10,130","5,511","3,367","1,926","1,634","2,348","1,340",729,32.3,-,"31,681","8,071","30,890","30,097","26,985","5,513","4,417","38,961","20,247","15,738","1,770","18,714","15,152","2,647","38,961","37,653","24,849","7,083",51,"3,692",82,"1,896","1,308","25,797","7,382",329,"4,389",126,"2,306","38,961","13,115","25,846","14,010","7,026",51,"3,692",-
0,77064,132,"49,790","3,212","3,667","3,398","3,602","2,880","8,538","6,379","7,038","3,093","3,089","3,557",952,385,34.6,-,"39,513","12,508","37,282","35,453","33,031","6,695","4,894","49,790","24,663","18,312","2,134","25,127","18,970","2,760","49,790","47,950","28,623","6,756",210,"8,222",34,"4,105","1,840","29,987","7,685",502,"8,763",251,"4,651","49,790","18,666","31,124","14,643","6,681",87,"8,222",34
0,77065,55,"38,265","2,261","2,500","3,274","2,263","2,726","6,702","5,471","4,614","2,354","1,895","2,504","1,043",658,34.2,-,"30,230","9,486","28,779","27,393","25,241","5,395","4,205","38,265","18,497","13,770","1,728","19,768","15,009","2,477","38,265","37,622","23,800","8,832",64,"3,297",-,"1,629",643,"24,397","9,018",193,"3,455",30,"1,851","38,265","11,114","27,151","14,843","8,594",15,"3,297",-
0,77066,79,"36,703","2,591","2,418","2,855","2,686","2,792","5,692","4,829","5,317","2,201","1,762","2,407",881,272,33.7,-,"28,839","9,615","27,088","25,534","23,361","4,547","3,560","36,703","18,910","13,811","1,796","17,793","13,277","1,764","36,703","35,938","18,749","8,077",255,"5,756",6,"3,095",765,"19,316","8,480",446,"5,926",94,"3,327","36,703","15,364","21,339","6,856","7,946",172,"5,744",6
0,77067,107,"34,575","3,023","3,139","3,132","2,994","2,644","5,796","4,634","4,081","1,877","1,536","1,188",404,127,28.4,-,"25,281","10,998","23,577","21,720","19,643","2,701","1,719","34,575","17,083","11,425",838,"17,492","12,152",881,"34,575","33,606","14,931","13,529",72,"2,031",167,"2,876",969,"15,452","14,065",338,"2,271",338,"3,134","34,575","17,378","17,197","1,338","13,074",14,"2,012",-
0,77068,24,"10,991",587,513,558,555,998,"1,371","1,944","1,398",663,741,"1,194",341,128,39.8,-,"9,333","2,070","8,921","8,683","7,780","2,175","1,663","10,991","5,732","4,669",802,"5,259","4,252",861,"10,991","10,742","6,077","2,247",-,"1,207",-,"1,211",249,"6,277","2,344",65,"1,273",26,"1,297","10,991","3,659","7,332","3,808","2,210",-,"1,148",-
0,77069,30,"18,622","1,219",792,"1,567",987,849,"2,991","1,671","1,889","1,496","1,563","2,270",976,352,41.0,-,"15,044","4,365","14,257","13,974","13,208","4,581","3,598","18,622","8,980","6,379","1,626","9,642","7,878","1,972","18,622","17,831","12,505","4,098",35,831,142,220,791,"13,232","4,498",154,"1,045",142,467,"18,622","2,584","16,038","10,499","4,098",-,831,142
0,77070,103,"53,239","3,270","4,152","3,803","3,352","3,983","8,749","7,208","7,173","2,560","2,661","3,826","1,850",652,34.3,-,"42,014","13,478","39,761","37,993","34,679","7,897","6,328","53,239","25,250","18,654","2,589","27,989","21,107","3,739","53,239","52,109","35,382","9,697",134,"4,777",-,"2,119","1,130","36,231","10,230",301,"5,041",22,"2,610","53,239","13,994","39,245","24,556","9,346",81,"4,726",-
0,77071,103,"28,558","2,217","2,379","2,255","1,401","1,985","4,232","3,297","3,361","1,550","2,288","2,470",874,249,34.3,-,"21,707","7,744","20,814","19,695","18,321","5,106","3,593","28,558","12,929","9,272","1,732","15,629","11,542","1,861","28,558","28,269","8,458","13,480",60,"1,861",-,"4,410",289,"8,653","13,563",139,"1,956",-,"4,541","28,558","8,630","19,928","4,618","13,313",26,"1,840",-
0,77072,227,"61,818","4,424","4,376","5,108","5,040","5,055","9,166","8,728","7,997","3,442","2,866","3,666","1,302",648,32.6,-,"47,910","17,241","44,577","41,713","37,815","7,373","5,616","61,818","30,827","22,218","2,549","30,991","22,359","3,067","61,818","61,346","21,639","11,314",158,"13,644",12,"14,579",472,"22,027","11,392",242,"13,949",12,"14,668","61,818","32,909","28,909","3,962","10,893",-,"13,644",12
0,77073,159,"41,745","3,643","3,628","3,686","4,118","2,625","7,174","6,737","4,883","1,636","1,082","1,907",494,132,29.6,-,"30,788","13,218","28,527","25,966","24,045","3,229","2,533","41,745","20,754","13,582","1,109","20,991","14,945","1,424","41,745","40,729","19,032","14,664",-,639,-,"6,394","1,016","19,795","15,386",267,764,90,"6,697","41,745","20,701","21,044","5,591","14,294",-,639,-
0,77074,158,"41,386","3,647","3,596","3,192","2,400","3,066","7,264","6,088","4,763","2,039","1,720","1,779","1,032",800,31.0,-,"30,951","11,856","29,530","28,115","25,485","4,521","3,611","41,386","21,360","15,367","1,546","20,026","14,163","2,065","41,386","40,464","30,841","5,131",134,"3,164",-,"1,194",922,"31,685","5,235",176,"3,956",-,"1,272","41,386","25,430","15,956","6,869","4,980",40,"3,132",-
0,77075,94,"43,933","3,556","3,612","4,002","2,915","3,561","7,608","5,942","6,154","1,717","1,842","2,018",792,214,30.6,-,"32,763","12,874","31,059","29,245","26,287","4,194","3,024","43,933","21,986","15,564","1,281","21,947","15,495","1,743","43,933","43,036","24,882","7,778",122,"3,540",29,"6,685",897,"25,532","8,170",329,"3,739",80,"6,980","43,933","28,368","15,565","3,794","7,362",4,"3,540",29
0,77076,85,"34,985","3,346","3,501","2,478","3,266","2,918","6,109","4,363","3,642","1,553","1,671","1,480",442,216,28.1,-,"25,660","11,514","23,471","21,844","19,476","2,924","2,138","34,985","16,805","11,436",934,"18,180","12,035","1,204","34,985","34,762","29,976","2,264",108,130,-,"2,284",223,"30,172","2,368",129,180,27,"2,332","34,985","30,769","4,216","1,796","2,201",56,130,-
0,77077,87,"58,131","3,883","3,552","2,813","3,167","3,616","11,724","9,278","6,993","2,734","3,023","4,321","1,955","1,072",35.2,-,"47,883","12,608","45,523","44,421","41,100","9,086","7,348","58,131","27,385","21,597","3,311","30,746","23,926","4,037","58,131","56,328","34,969","11,782",82,"7,896",54,"1,545","1,803","36,694","12,539",200,"8,765",96,"1,791","58,131","12,908","45,223","23,845","11,473",17,"7,896",54
0,77078,52,"15,411","1,118","1,406","1,433","1,281",950,"1,927","2,090","1,560","1,018",917,"1,169",366,176,33.1,-,"11,454","4,884","10,527","9,959","9,223","2,242","1,711","15,411","7,321","4,752",760,"8,090","5,775",951,"15,411","15,331","5,315","9,037",254,-,-,725,80,"5,384","9,048",293,-,-,766,"15,411","5,895","9,516",518,"8,959",-,-,-
0,77079,45,"33,768","2,639","2,920","2,918","2,440","1,207","3,688","5,111","4,744","2,103","1,627","2,469","1,332",570,38.1,-,"25,291","10,267","23,501","22,600","21,644","5,398","4,371","33,768","16,300","11,172","1,999","17,468","12,329","2,372","33,768","32,778","25,014","3,672",187,"3,023",-,882,990,"25,666","4,145",392,"3,509",97,"1,002","33,768","5,528","28,240","20,721","3,457",73,"3,023",-
0,77080,242,"45,832","3,751","4,238","2,992","2,868","3,144","8,207","6,539","5,441","2,356","1,709","2,564","1,564",459,32.1,-,"34,851","12,932","32,900","31,382","28,839","5,473","4,587","45,832","23,138","16,750","1,912","22,694","16,150","2,675","45,832","44,629","20,518","2,019",111,"1,760",6,"20,215","1,203","21,434","2,474",564,"1,960",35,"20,696","45,832","31,611","14,221","9,922","1,982",7,"1,760",6
0,77081,177,"52,078","5,476","5,205","3,874","3,097","3,628","11,653","8,802","5,040","2,216","1,370","1,146",451,120,28.9,-,"37,523","16,697","35,381","34,002","30,798","2,316","1,717","52,078","27,759","19,276",914,"24,319","16,105",803,"52,078","50,908","38,694","7,936",91,"2,463",-,"1,724","1,170","39,697","8,482",236,"3,004",28,"1,849","52,078","36,522","15,556","4,618","7,672",10,"2,425",-
0,77082,150,"55,527","4,873","3,316","2,769","2,550","3,644","11,922","7,530","6,236","3,366","3,177","3,688","1,416","1,040",33.9,-,"44,569","12,423","43,104","41,582","38,375","7,844","6,144","55,527","26,427","19,869","2,727","29,100","23,235","3,417","55,527","54,148","21,861","20,399",334,"8,456",10,"3,088","1,379","22,769","21,126",883,"8,899",125,"3,384","55,527","15,618","39,909","10,368","19,962",205,"8,390",10
0,77083,140,"79,996","5,411","5,689","5,689","6,163","7,058","11,633","10,462","10,306","5,793","4,245","5,045","1,937",565,33.5,-,"63,207","20,652","59,344","55,619","49,986","9,716","7,547","79,996","38,455","28,144","3,677","41,541","31,200","3,870","79,996","78,477","27,072","24,315",353,"20,188",-,"6,549","1,519","28,175","24,811",589,"21,152",25,"6,887","79,996","27,865","52,131","6,750","23,878",267,"19,935",-
0,77084,294,"107,700","7,496","7,943","9,488","7,891","8,063","16,360","16,020","14,420","6,091","5,711","5,962","1,800",455,33.0,-,"82,773","30,072","77,628","73,671","66,819","10,995","8,217","107,700","53,232","38,193","3,697","54,468","39,435","4,520","107,700","104,060","58,807","16,943",526,"11,114",9,"16,661","3,640","61,665","18,334",839,"12,334",310,"18,109","107,700","48,931","58,769","29,749","15,691",228,"10,847",9
0,77085,75,"18,274","1,175","1,404","1,351","1,808","1,483","2,282","2,497","2,696",950,866,"1,140",537,85,33.1,-,"14,344","5,034","13,240","12,166","11,053","2,399","1,762","18,274","8,972","6,491",822,"9,302","6,749",940,"18,274","17,837","10,227","5,360",54,308,33,"1,855",437,"10,532","5,583",145,389,33,"2,049","18,274","11,309","6,965","1,124","5,302",28,295,33
0,77086,75,"29,178","2,195","2,497","2,944","2,652","2,131","3,791","4,284","3,849","1,110","1,397","1,547",699,82,30.7,-,"21,542","9,348","19,830","18,430","16,759","3,201","2,328","29,178","14,078","9,434","1,064","15,100","10,396","1,264","29,178","28,755","17,761","5,648",178,"2,727",-,"2,441",423,"18,025","5,904",285,"2,765",28,"2,620","29,178","18,169","11,009","2,498","5,580",31,"2,727",-
0,77087,172,"36,869","3,188","3,059","2,783","2,705","3,067","5,290","4,668","4,113","2,057","1,723","2,581","1,118",517,30.9,-,"27,839","10,711","26,158","24,519","22,067","5,190","4,216","36,869","19,018","13,734","1,895","17,851","12,424","2,321","36,869","36,411","26,586","5,346",160,257,-,"4,062",458,"26,980","5,647",209,267,11,"4,213","36,869","29,753","7,116","1,529","5,241",57,226,-
0,77088,174,"57,003","5,054","4,346","4,953","3,869","4,135","7,594","7,516","7,103","3,399","3,277","3,568","1,694",495,33.2,-,"42,650","16,801","40,202","37,968","34,646","7,571","5,757","57,003","27,697","19,154","2,673","29,306","21,048","3,084","57,003","55,904","22,918","23,208",189,"2,092",20,"7,477","1,099","23,660","23,808",593,"2,303",45,"7,740","57,003","27,965","29,038","3,354","22,951",50,"2,092",20
0,77089,93,"53,866","3,629","3,219","3,895","4,720","4,465","7,699","7,563","7,238","3,323","2,409","3,660","1,564",482,34.1,-,"43,123","13,463","40,403","37,603","33,938","7,118","5,706","53,866","26,567","19,530","2,369","27,299","20,873","3,337","53,866","51,996","30,722","9,108",103,"7,476",20,"4,567","1,870","32,154","9,883",433,"8,540",20,"5,202","53,866","25,606","28,260","10,886","8,963",15,"7,476",20
0,77090,111,"39,381","3,582","3,954","2,725","2,905","3,316","7,617","4,725","4,140","2,311","1,311","1,545",861,389,28.7,-,"29,120","11,654","27,727","25,908","22,899","3,486","2,795","39,381","18,042","11,978","1,049","21,339","15,749","1,746","39,381","38,378","14,629","18,614",224,861,-,"4,050","1,003","15,083","19,324",628,"1,065",28,"4,276","39,381","12,606","26,775","6,555","18,444",148,861,-
0,77091,112,"27,078","2,149","2,545","1,729","1,690","1,472","4,664","3,799","2,958","1,628","1,550","1,971",686,237,33.0,-,"20,655","7,593","19,485","18,592","17,493","3,969","2,894","27,078","13,702","9,516","1,181","13,376","9,969","1,713","27,078","26,557","12,538","13,032",17,158,6,806,521,"12,877","13,345",286,215,14,862,"27,078","11,396","15,682","2,620","12,428",17,158,6
0,77092,86,"39,035","3,777","2,537","2,238","3,072","2,883","6,542","5,723","5,098","2,319","1,518","1,983","1,136",209,32.6,-,"30,483","10,325","28,710","26,787","24,528","4,156","3,328","39,035","20,542","15,348","1,413","18,493","13,362","1,915","39,035","38,212","19,682","4,280",121,498,10,"13,621",823,"20,330","4,758",293,599,24,"13,911","39,035","26,243","12,792","7,593","4,185",14,487,10
0,77093,125,"46,875","4,244","4,623","3,899","3,864","3,624","7,101","5,969","5,024","2,436","2,025","2,486","1,114",466,29.6,-,"34,109","15,153","31,722","29,448","26,621","5,135","4,066","46,875","23,464","15,699","2,036","23,411","16,023","2,030","46,875","46,653","39,481","4,299",199,187,-,"2,487",222,"39,687","4,465",242,187,-,"2,516","46,875","39,829","7,046","2,298","4,271",153,187,-
0,77094,12,"9,710",506,760,934,604,325,680,"1,269","1,596",799,"1,054",916,187,80,42.9,-,"7,510","2,630","7,080","6,850","6,581","1,736","1,183","9,710","5,019","3,320",604,"4,691","3,760",579,"9,710","9,387","7,124",72,-,"1,989",-,202,323,"7,447",149,77,"2,127",-,233,"9,710","1,093","8,617","6,341",72,-,"1,989",-
0,77095,95,"71,878","4,785","4,918","5,223","5,478","4,118","9,001","10,936","11,047","5,504","4,169","4,291","1,670",738,37.2,-,"56,952","18,678","53,200","50,964","47,356","9,165","6,699","71,878","35,719","25,800","3,036","36,159","27,400","3,663","71,878","70,010","47,074","9,848",217,"8,774",-,"4,097","1,868","48,516","10,472",609,"9,739",151,"4,415","71,878","17,827","54,051","34,003","9,637",113,"8,707",-
0,77096,98,"33,769","2,252","2,439","2,176","1,684","2,107","4,811","5,514","3,708","2,049","1,867","2,509","1,761",892,37.3,-,"26,902","8,027","25,742","24,988","23,111","6,398","5,162","33,769","16,640","12,044","2,163","17,129","13,698","2,999","33,769","33,147","17,386","7,026",206,"3,502",12,"5,015",622,"17,988","7,328",288,"3,760",12,"5,039","33,769","7,504","26,265","15,130","6,990",59,"3,494",12
0,77098,21,"13,549",477,462,326,107,"1,245","4,383","2,237","1,208",622,766,"1,106",457,153,34.1,-,"12,284","1,334","12,215","12,058","10,932","2,158","1,716","13,549","6,448","5,829",845,"7,101","6,386",871,"13,549","13,097","10,544",304,69,"1,616",-,564,452,"10,958",424,112,"1,830",30,658,"13,549","1,334","12,215","9,635",304,69,"1,616",-
0,77099,243,"53,357","4,385","4,103","4,441","3,692","4,546","8,880","7,302","6,126","3,328","2,237","2,539","1,256",522,30.7,-,"40,428","15,187","38,170","35,716","32,190","5,476","4,317","53,357","26,846","18,647","1,655","26,511","19,523","2,662","53,357","52,577","19,397","16,167",123,"6,841",102,"9,947",780,"19,745","16,488",185,"7,123",216,"10,380","53,357","26,128","27,229","3,939","15,773",97,"6,821",36
0,77336,2,"12,424",808,893,999,"1,106",575,"1,616","1,540","1,688",884,563,969,718,65,36.1,-,"9,724","3,377","9,047","8,495","8,043","2,035","1,752","12,424","5,973","4,353",742,"6,451","4,694","1,010","12,424","12,253","11,708",214,28,14,-,289,171,"11,879",267,44,98,-,307,"12,424","2,085","10,339","9,927",214,-,14,-
0,77338,180,"42,787","4,121","3,311","3,790","2,901","2,641","7,576","5,990","4,904","2,138","1,781","2,356",927,351,31.2,-,"31,565","13,120","29,667","28,207","26,023","4,585","3,634","42,787","21,415","14,615","1,713","21,372","15,052","1,921","42,787","42,083","19,702","17,583",87,"1,771",276,"2,664",704,"20,307","18,036",161,"1,847",296,"2,901","42,787","16,512","26,275","6,470","16,972",87,"1,771",261
0,77339,71,"41,205","1,989","2,966","3,590","2,679","2,652","4,828","6,247","5,197","2,608","2,095","3,639","1,986",729,37.8,-,"32,660","10,512","30,693","29,456","27,329","7,641","6,354","41,205","20,759","14,646","2,920","20,446","16,047","3,434","41,205","40,307","34,764","2,070",175,"1,791",-,"1,507",898,"35,439","2,284",371,"2,316",31,"1,728","41,205","8,449","32,756","27,841","1,964",153,"1,788",-
0,77345,14,"28,804","1,375","2,261","2,675","2,653","1,426","1,986","3,537","5,000","2,118","1,691","2,635","1,212",235,40.8,-,"22,493","8,035","20,769","19,434","18,414","5,213","4,082","28,804","13,919","10,041","1,705","14,885","10,728","2,377","28,804","28,282","25,887",409,18,"1,467",-,501,522,"26,409",617,194,"1,579",-,541,"28,804","2,939","25,865","23,536",409,-,"1,467",-
0,77346,119,"65,967","5,532","5,706","6,174","4,590","2,881","8,975","10,584","8,417","3,552","3,563","4,246","1,364",383,33.9,-,"48,555","20,492","45,475","43,378","41,084","8,194","5,993","65,967","32,067","21,918","2,685","33,900","23,557","3,308","65,967","63,579","47,718","11,271",111,"2,088",179,"2,212","2,388","49,910","12,125",565,"2,715",372,"2,712","65,967","17,466","48,501","33,766","11,027",52,"2,033",179
0,77354,0,"36,679","2,746","3,049","2,593","2,048","1,982","4,830","4,409","5,041","2,613","2,386","3,466",933,583,37.4,-,"28,291","9,994","26,685","25,611","24,261","6,341","4,982","36,679","18,018","12,587","2,087","18,661","14,098","2,895","36,679","35,391","31,103","1,101",49,919,55,"2,164","1,288","32,031","1,703",645,"1,072",129,"2,387","36,679","7,921","28,758","25,468","1,100",49,919,55
0,77355,0,"28,074","1,528","1,808","1,979","2,164","1,773","2,657","3,578","4,782","2,409","1,813","2,337","1,082",164,41.1,-,"22,759","6,477","21,597","20,124","18,822","4,472","3,583","28,074","14,002","10,882","1,788","14,072","10,715","1,795","28,074","27,136","25,304",600,173,75,74,910,938,"26,143",690,"1,007",124,81,"1,057","28,074","4,678","23,396","21,942",600,145,75,74
0,77357,0,"25,359","2,271","1,583","2,132","2,535","2,248","2,713","2,869","3,787","1,284","1,073","1,890",771,203,32.0,-,"19,373","7,335","18,024","16,193","14,590","3,538","2,864","25,359","12,769","8,979","1,505","12,590","9,045","1,359","25,359","24,366","21,847",671,10,61,-,"1,777",993,"22,750","1,241",342,192,-,"1,827","25,359","11,615","13,744","12,316",549,2,61,-
0,77362,0,"5,960",409,683,515,613,217,525,952,690,440,350,383,92,91,35.2,-,"4,353","2,005","3,955","3,571","3,523",827,566,"5,960","3,153","1,896",248,"2,807","2,059",318,"5,960","5,730","5,559",171,-,-,-,-,230,"5,789",171,205,-,-,25,"5,960","1,248","4,712","4,522",171,-,-,-
0,77365,2,"34,781","2,533","2,082","2,462","2,993","2,395","3,997","5,322","4,385","2,652","2,327","2,383","1,009",241,37.0,-,"27,704","8,931","25,850","24,278","22,316","5,010","3,633","34,781","17,465","12,547","1,406","17,316","13,303","2,227","34,781","33,053","30,033",996,70,593,-,"1,361","1,728","31,716","1,246",830,"1,225",195,"1,444","34,781","10,498","24,283","21,626",817,54,593,-
0,77373,145,"59,093","4,355","4,207","4,685","4,584","3,398","8,919","8,977","7,226","3,517","3,567","3,945","1,275",438,34.4,-,"45,846","16,096","42,997","40,724","37,864","7,853","5,658","59,093","28,170","20,352","2,399","30,923","22,645","3,259","59,093","57,273","36,226","13,343",98,"1,859",257,"5,490","1,820","37,774","14,217",271,"2,395",308,"6,049","59,093","19,328","39,765","23,187","13,133",92,"1,859",257
