,zipcode,covid_cases,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,77375,89,"52,785","4,833","4,107","4,275","3,760","3,651","7,766","8,417","6,406","2,538","2,465","2,612","1,331",624,32.7,-,"39,570","15,628","37,157","34,747","32,159","5,879","4,567","52,785","25,294","17,947","1,728","27,491","19,210","2,839","52,785","51,324","39,823","6,138",364,"2,709",-,"2,290","1,461","41,081","6,633",722,"3,290",20,"2,575","52,785","15,006","37,779","27,908","5,946",350,"2,646",-
0,77377,59,"37,016","2,724","3,029","2,816","3,211","1,508","4,083","5,550","5,394","2,449","2,204","2,492","1,256",300,36.4,-,"28,447","10,745","26,271","25,038","23,728","5,114","4,048","37,016","18,290","13,151","2,051","18,726","13,120","1,997","37,016","36,047","29,949","2,125",280,"3,126",-,567,969,"30,621","2,534",556,"3,454",160,660,"37,016","7,541","29,475","23,291","2,125",24,"3,126",-
0,77379,100,"79,986","4,807","6,745","6,483","5,295","3,298","9,249","12,893","10,714","5,204","5,130","6,836","2,645",687,38.5,-,"61,951","21,443","58,543","55,795","53,358","13,248","10,168","79,986","40,056","28,463","4,550","39,930","30,080","5,618","79,986","77,968","57,910","7,816",257,"8,533",54,"3,398","2,018","59,820","8,242",673,"9,471",144,"3,681","79,986","13,382","66,604","48,563","7,538",190,"8,495",12
0,77380,1,"25,879","1,385","1,236","1,238","1,215","1,813","4,971","3,651","3,571","1,746","1,515","2,229","1,047",262,38.2,-,"22,020","4,694","21,185","20,649","18,992","4,433","3,538","25,879","12,933","10,661","1,745","12,946","10,524","1,793","25,879","25,400","21,178","2,245",17,"1,289",-,671,479,"21,633","2,321",75,"1,588",37,741,"25,879","5,390","20,489","16,559","2,177",17,"1,236",-
0,77381,1,"36,507","2,028","2,492","2,414","1,802","1,599","3,848","3,996","5,962","2,986","2,882","3,946","1,784",768,45.3,-,"29,573","8,204","28,303","27,509","26,172","8,224","6,498","36,507","17,378","13,502","3,046","19,129","14,801","3,452","36,507","35,663","32,684",696,67,"1,547",47,622,844,"33,382",877,392,"1,929",99,784,"36,507","4,546","31,961","29,032",691,30,"1,535",-
0,77382,0,"39,861","1,024","3,806","4,883","4,313","1,637","2,475","5,040","8,854","3,008","1,395","1,550","1,201",675,39.8,-,"30,148","13,297","26,564","25,599","24,198","3,849","3,426","39,861","19,465","12,721","1,324","20,396","13,843","2,102","39,861","39,182","34,311","1,961",34,"2,491",46,339,679,"34,738","1,968",320,"3,091",46,462,"39,861","6,659","33,202","28,117","1,961",-,"2,491",46
0,77386,2,"54,802","5,586","5,504","4,129","3,252","2,455","8,395","9,837","6,462","2,936","2,575","2,755",702,214,32.6,-,"39,583","17,463","37,339","35,833","33,876","5,275","3,671","54,802","26,251","18,522","1,811","28,551","18,817","1,860","54,802","52,999","42,779","5,882",144,"2,676",81,"1,437","1,803","44,519","7,074",327,"3,103",92,"1,555","54,802","11,742","43,060","33,418","5,718",10,"2,629",81
0,77388,56,"49,487","3,525","3,360","3,372","3,691","3,564","6,038","7,458","7,180","3,355","2,273","4,286","1,125",260,36.5,-,"39,230","12,672","36,815","34,725","31,975","6,875","5,671","49,487","24,117","17,611","2,365","25,370","19,204","3,306","49,487","48,108","35,357","5,544",572,"3,920",29,"2,686","1,379","36,657","5,985","1,044","4,334",29,"2,854","49,487","12,014","37,473","26,187","5,492",572,"3,920",29
0,77389,52,"35,349","3,424","3,876","3,180","1,270","1,302","4,525","6,158","4,644","1,756","1,714","2,391",857,252,35.2,-,"24,869","11,500","23,849","23,493","22,297","4,545","3,500","35,349","17,550","11,794","1,789","17,799","12,055","1,711","35,349","33,633","28,641","1,996",157,"1,699",52,"1,088","1,716","30,308","2,230",539,"2,433",52,"1,582","35,349","9,229","26,120","21,367","1,882",67,"1,551",18
0,77396,160,"57,775","4,823","4,768","4,532","3,234","3,175","11,256","9,760","7,428","3,037","1,998","2,595",792,377,33.0,-,"43,652","15,910","41,865","39,500","37,243","4,911","3,764","57,775","29,470","21,266","1,622","28,305","20,599","2,142","57,775","56,305","28,614","21,050",335,"1,550",12,"4,744","1,470","29,768","21,397",627,"2,207",28,"5,234","57,775","23,540","34,235","11,044","20,651",138,"1,550",6
0,77401,23,"19,283","1,085","1,389","1,723",995,762,"1,442","2,755","3,250","1,657","1,416","1,760",726,323,43.5,-,"15,086","5,057","14,226","13,913","13,329","3,688","2,809","19,283","9,339","6,848","1,236","9,944","7,378","1,573","19,283","18,900","13,913",520,20,"4,392",-,55,383,"14,268",562,77,"4,654",28,77,"19,283","1,582","17,701","12,390",504,20,"4,392",-
0,77407,1,"51,142","5,706","4,656","3,548","2,546","2,831","8,872","9,188","5,993","2,771","1,840","2,102",970,119,32.3,-,"37,232","15,474","35,668","34,051","31,855","4,475","3,191","51,142","24,558","16,997","1,207","26,584","18,671","1,984","51,142","50,621","21,806","13,827",-,"14,272",-,716,521,"22,057","13,968",26,"14,567",-,"1,045","51,142","7,951","43,191","15,146","13,545",-,"14,272",-
0,77429,143,"88,344","6,833","8,194","7,941","6,002","3,897","11,169","13,798","12,188","5,819","4,780","4,806","2,315",602,35.1,-,"65,376","27,346","60,998","58,385","55,477","10,582","7,723","88,344","41,347","29,037","3,320","46,997","31,961","4,403","88,344","86,202","68,313","7,668",127,"7,909",-,"2,185","2,142","70,074","8,332",658,"8,948",125,"2,630","88,344","16,951","71,393","54,198","7,448",93,"7,858",-
0,77433,143,"82,257","7,600","7,830","8,981","5,594","3,303","11,312","14,687","10,922","4,075","2,760","3,802","1,128",263,32.3,-,"57,846","28,275","53,982","51,883","48,949","6,715","5,193","82,257","41,900","26,220","2,454","40,357","27,762","2,739","82,257","80,202","53,732","13,426",428,"9,570",49,"2,997","2,055","55,549","14,057","1,073","10,587",49,"3,351","82,257","22,352","59,905","35,459","13,118",169,"9,411",49
0,77447,15,"15,219","1,225",973,"1,236","1,265","1,049","1,753","1,793","2,195","1,333",978,"1,049",163,207,35.7,-,"11,785","4,120","11,099","10,198","9,471","2,001","1,419","15,219","7,384","5,226",610,"7,835","5,873",809,"15,219","15,037","11,997",901,-,341,20,"1,778",182,"12,145",921,45,412,20,"1,858","15,219","5,717","9,502","8,069",868,-,341,20
0,77449,365,"122,814","9,425","11,156","11,365","9,251","7,846","18,967","20,889","15,840","6,534","4,409","4,636","1,912",584,31.6,-,"90,868","37,558","85,256","80,086","73,771","9,587","7,132","122,814","58,819","39,840","2,463","63,995","45,416","4,669","122,814","118,973","73,338","26,322",550,"6,720",-,"12,043","3,841","76,404","28,086",967,"8,084",146,"13,214","122,814","56,575","66,239","31,951","25,486",160,"6,648",-
0,77450,65,"73,683","4,356","5,145","6,850","5,382","3,900","8,252","11,121","11,588","4,841","4,528","4,879","1,900",941,38.0,-,"57,332","20,113","53,570","51,114","48,050","10,187","7,720","73,683","35,890","25,747","3,259","37,793","27,823","4,461","73,683","71,338","53,551","4,187",414,"9,982",-,"3,204","2,345","55,777","5,024",892,"10,784",-,"3,661","73,683","17,597","56,086","40,085","3,939",414,"9,949",-
0,77477,9,"36,563","1,743","2,261","2,201","2,515","3,310","6,922","4,682","4,836","2,287","2,439","2,171",743,453,33.7,-,"30,358","7,783","28,780","27,373","24,533","4,828","3,367","36,563","18,269","13,972","1,542","18,294","14,808","1,825","36,563","35,379","13,256","10,288",-,"8,794",-,"3,041","1,184","14,061","10,713",287,"9,247",55,"3,480","36,563","9,404","27,159","7,354","10,220",-,"8,619",-
0,77484,7,"11,059",933,750,849,745,969,"1,123","1,342","1,513",710,494,"1,017",516,98,35.9,-,"8,527","3,026","8,033","7,611","6,813","1,823","1,631","11,059","5,792","4,179",871,"5,267","3,854",760,"11,059","10,783","9,230",490,20,127,-,916,276,"9,506",567,189,127,-,946,"11,059","3,387","7,672","6,789",490,20,127,-
0,77489,27,"36,548","2,560","2,275","2,515","2,522","2,677","5,061","4,454","4,248","3,181","2,841","3,176",794,244,36.2,-,"29,198","9,139","27,409","26,100","23,999","5,928","4,214","36,548","16,928","12,027","1,689","19,620","15,382","2,525","36,548","35,733","6,043","25,886",8,"1,257",-,"2,539",815,"6,688","26,484",194,"1,390",48,"2,658","36,548","7,783","28,765","1,382","25,765",8,"1,004",-
0,77493,118,"32,257","2,569","2,673","2,179","2,400","1,873","4,675","4,184","4,739","1,832","1,922","2,075",850,286,34.3,-,"24,836","9,160","23,097","21,948","20,563","4,136","3,211","32,257","16,027","11,356","1,387","16,230","11,741","1,824","32,257","31,119","24,710","2,799",139,"1,214",-,"2,257","1,138","25,625","3,096",330,"1,638",208,"2,498","32,257","11,359","20,898","16,235","2,629",66,"1,181",-
0,77494,28,"114,989","8,913","11,368","11,423","8,672","4,869","12,349","23,224","16,763","5,164","3,922","5,181","2,276",865,34.9,-,"83,285","38,414","76,575","73,561","69,744","10,155","8,322","114,989","55,688","36,807","3,830","59,301","39,768","4,492","114,989","112,002","75,615","9,689","1,017","22,592",9,"3,080","2,987","77,792","10,954","1,612","23,837",182,"3,975","114,989","24,895","90,094","55,703","8,806","1,017","22,505",-
0,77498,0,"51,505","2,851","3,889","3,642","4,956","3,292","6,701","6,973","7,498","3,436","2,917","3,687","1,247",416,35.6,-,"41,123","13,661","37,844","35,534","32,875","7,063","5,350","51,505","25,798","18,397","2,742","25,707","19,447","2,608","51,505","49,835","22,814","9,316",286,"15,175",-,"2,244","1,670","24,024","9,633",760,"15,988",32,"2,785","51,505","11,915","39,590","13,963","9,212",123,"15,136",-
0,77502,79,"38,272","3,685","3,010","3,394","3,296","2,654","5,212","5,471","4,350","2,175","1,626","1,886","1,067",446,30.9,-,"28,183","11,957","26,315","24,415","22,233","4,417","3,399","38,272","19,014","12,912","1,497","19,258","13,403","1,902","38,272","37,014","33,361",754,330,331,58,"2,180","1,258","34,592",919,"1,142",427,58,"2,392","38,272","30,791","7,481","6,010",734,99,267,13
0,77503,31,"25,738","2,246","2,471","2,186","1,954","1,824","4,464","2,808","3,045","1,398","1,145","1,523",539,135,30.0,-,"18,835","8,093","17,645","16,396","15,057","2,810","2,197","25,738","12,857","8,499",957,"12,881","9,146","1,240","25,738","25,369","23,150","1,048",251,36,12,872,369,"23,450","1,238",360,51,86,922,"25,738","17,646","8,092","6,932",894,54,36,12
0,77504,51,"23,875","2,060","2,162","1,848","1,590","1,846","3,735","2,777","2,709","1,394","1,094","1,636",742,282,31.6,-,"17,805","6,931","16,944","15,878","14,369","3,254","2,660","23,875","11,528","7,987","1,094","12,347","8,957","1,566","23,875","23,368","19,790","1,456",718,778,10,616,507,"20,215","1,833",890,798,10,731,"23,875","14,673","9,202","6,662","1,455",46,778,10
0,77505,38,"24,022","1,463","1,391","1,877","1,835","1,938","3,757","2,685","3,403","1,484","1,450","1,819",631,289,34.0,-,"19,291","5,785","18,237","17,135","15,518","3,380","2,739","24,022","12,219","9,056","1,377","11,803","9,181","1,362","24,022","23,296","21,286",440,187,542,10,831,726,"21,702",764,412,666,23,"1,194","24,022","10,122","13,900","12,336",343,-,538,-
0,77506,79,"38,568","3,913","3,914","3,681","2,686","2,966","5,905","4,917","4,425","2,002","1,515","1,737",657,250,28.1,-,"27,060","13,124","25,444","23,751","21,408","3,524","2,644","38,568","19,999","13,460","1,106","18,569","11,984","1,538","38,568","38,124","34,070",577,352,73,-,"3,052",444,"34,395",859,506,88,-,"3,164","38,568","34,483","4,085","3,257",497,20,73,-
0,77507,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,77520,65,"35,970","3,051","2,847","2,942","2,212","2,771","5,222","3,944","4,589","2,109","1,904","2,649","1,244",486,32.7,-,"27,130","10,310","25,660","24,414","22,147","5,371","4,379","35,970","18,215","12,675","1,887","17,755","12,985","2,492","35,970","34,616","25,072","4,906",84,294,27,"4,233","1,354","26,215","5,394",809,479,83,"4,585","35,970","19,004","16,966","10,989","4,764",47,294,-
0,77521,105,"59,722","4,811","5,201","4,637","4,398","5,292","8,332","8,395","6,546","3,073","2,848","3,405","2,226",558,32.1,-,"45,073","17,367","42,355","39,858","35,383","7,575","6,189","59,722","30,206","21,371","2,805","29,516","20,984","3,384","59,722","58,498","41,876","12,637",250,"2,125",16,"1,594","1,224","42,895","13,488",381,"2,480",67,"1,856","59,722","23,603","36,119","20,401","12,383",36,"2,103",-
0,77523,1,"22,101","1,840","2,062","1,857","1,552","1,220","3,470","2,732","3,581","1,350",881,"1,232",212,112,31.1,-,"16,342","6,956","15,145","14,426","13,570","2,040","1,556","22,101","11,137","7,504",773,"10,964","7,641",783,"22,101","21,831","19,918","1,439",73,221,-,180,270,"20,180","1,611",119,275,-,186,"22,101","5,581","16,520","14,523","1,439",73,221,-
0,77530,73,"32,922","2,433","2,710","3,322","2,909","2,684","3,712","4,487","4,585","1,899","1,486","2,076",442,177,31.8,-,"24,457","10,328","22,594","21,004","18,864","3,644","2,695","32,922","16,374","11,213","1,320","16,548","11,381","1,375","32,922","32,425","26,451","4,522",61,64,-,"1,327",497,"26,860","4,695",242,118,-,"1,504","32,922","21,399","11,523","6,663","4,522",-,64,-
0,77532,37,"29,608","2,489","2,032","1,478","2,367","1,501","3,917","4,250","4,117","1,712","2,151","2,248","1,039",307,37.5,-,"23,609","7,664","21,944","20,978","19,741","4,986","3,594","29,608","14,622","11,017","1,647","14,986","10,927","1,947","29,608","28,986","23,383","3,506",312,401,-,"1,384",622,"23,955","3,730",492,436,-,"1,629","29,608","8,149","21,459","16,968","3,434",299,401,-
0,77535,2,"34,291","1,733","1,805","2,369","2,324","2,549","5,445","4,736","5,262","2,289","1,973","2,545","1,029",232,37.0,-,"28,384","7,364","26,927","25,432","23,511","4,738","3,806","34,291","16,295","12,466","1,815","17,996","14,461","1,991","34,291","33,645","27,768","3,740",175,348,8,"1,606",646,"28,398","4,167",357,382,18,"1,661","34,291","7,774","26,517","21,751","3,710",92,348,8
0,77536,61,"33,015","2,005","2,398","2,292","2,488","2,619","4,329","3,829","4,395","2,504","2,102","2,619",937,498,35.8,-,"26,320","8,452","24,563","23,265","21,213","5,158","4,054","33,015","16,458","11,875","1,749","16,557","12,688","2,305","33,015","31,980","29,876",465,408,606,-,625,"1,035","30,836",834,766,787,15,827,"33,015","11,998","21,017","19,531",249,73,593,-
0,77546,31,"53,320","3,260","3,938","4,694","4,032","2,638","5,394","7,024","8,431","3,764","2,981","4,606","1,902",656,39.2,-,"41,428","14,453","38,867","36,660","34,758","8,860","7,164","53,320","26,003","18,759","3,242","27,317","20,108","3,922","53,320","51,379","43,610","2,794",144,"4,395",-,436,"1,941","45,271","3,620",534,"5,181",-,695,"53,320","9,309","44,011","35,083","2,765",106,"4,395",-
0,77547,16,"10,028",626,936,"1,130",895,822,"1,526","1,325","1,123",440,369,469,222,145,28.8,-,"7,336","3,039","6,989","6,275","5,619","1,059",836,"10,028","5,068","3,526",342,"4,960","3,463",494,"10,028","9,958","7,643",992,96,-,-,"1,227",70,"7,713","1,056",96,-,-,"1,233","10,028","7,957","2,071","1,050",992,29,-,-
0,77562,8,"10,380",758,719,579,816,806,"1,002","1,408","1,147",687,883,"1,082",425,68,37.8,-,"8,324","2,560","7,820","7,259","6,702","2,104","1,575","10,380","5,114","3,584",792,"5,266","4,236",783,"10,380","10,211","9,441",477,-,36,-,257,169,"9,575",530,-,76,-,368,"10,380","4,238","6,142","5,554",477,-,28,-
0,77565,0,"7,945",372,279,575,637,398,672,"1,105","1,092",658,684,637,698,138,44.6,-,"6,719","1,620","6,325","6,006","5,684","1,754","1,473","7,945","3,983","3,040",711,"3,962","3,285",762,"7,945","7,519","6,777",404,-,261,-,77,426,"7,056",544,256,338,7,174,"7,945","1,051","6,894","5,842",368,-,261,-
0,77571,75,"37,360","2,399","2,728","2,104","2,489","2,206","5,149","4,953","5,568","2,453","2,811","2,744","1,442",314,37.7,-,"30,129","8,767","28,593","27,080","25,434","6,207","4,500","37,360","18,441","14,251","2,000","18,919","14,342","2,500","37,360","35,807","30,694","2,044",227,483,-,"2,359","1,553","32,138","2,525",803,757,180,"2,634","37,360","12,373","24,987","21,573","1,839",153,439,-
0,77573,4,"86,926","6,840","6,340","7,033","6,614","4,452","11,983","13,200","12,424","5,385","3,886","5,655","2,332",782,35.1,-,"66,713","24,842","62,084","59,066","55,647","11,158","8,769","86,926","42,291","30,239","3,963","44,635","31,845","4,806","86,926","84,640","70,952","6,349",261,"4,261",-,"2,817","2,286","72,842","7,067",489,"5,603",40,"3,251","86,926","17,359","69,567","57,229","6,085",246,"4,244",-
0,77581,5,"49,612","3,260","4,044","3,697","3,661","3,158","6,100","6,573","6,948","3,302","2,478","3,541","2,303",547,35.9,-,"38,611","13,492","36,120","34,456","31,792","7,904","6,391","49,612","23,681","17,177","2,573","25,931","18,943","3,818","49,612","48,339","38,811","4,775",413,"3,225",-,"1,115","1,273","39,950","5,111",698,"3,686",33,"1,473","49,612","13,279","36,333","27,485","4,687",146,"3,205",-
0,77584,1,"87,986","7,807","7,259","6,840","4,553","4,322","14,067","14,718","11,715","5,502","3,390","5,089","2,142",582,34.6,-,"66,080","24,736","63,250","60,814","57,205","9,769","7,813","87,986","43,141","30,367","3,517","44,845","32,883","4,296","87,986","85,231","47,126","19,832",295,"15,298",-,"2,680","2,755","49,351","20,985",762,"16,860",5,"2,998","87,986","17,419","70,567","32,956","19,654",123,"15,211",-
0,77586,24,"22,527","1,180","1,208","1,582","1,706","1,419","2,733","2,896","3,809","1,732","1,417","1,797",732,316,40.4,-,"18,557","4,933","17,594","16,540","15,432","3,642","2,845","22,527","11,136","8,778","1,319","11,391","8,816","1,526","22,527","22,009","20,169","1,126",58,490,-,166,518,"20,572","1,138",196,758,63,318,"22,527","3,841","18,686","16,740",996,43,456,-
0,77587,22,"17,040","1,778","1,405","1,739","1,276","1,267","2,149","2,368","1,987",912,631,779,570,179,28.7,-,"12,118","5,677","11,363","10,563","9,575","1,959","1,528","17,040","9,103","5,895",631,"7,937","5,468",897,"17,040","16,653","13,067",141,128,76,-,"3,241",387,"13,454",284,142,87,-,"3,460","17,040","15,466","1,574","1,353",141,12,43,-
0,77598,35,"26,473","2,195","1,546","1,391","1,576","2,988","6,032","3,630","2,703","1,299","1,108","1,188",415,402,30.3,-,"21,341","5,937","20,536","19,048","16,777","2,620","2,005","26,473","13,512","10,747",770,"12,961","9,789","1,235","26,473","25,068","17,968","4,242",72,"2,085",-,701,"1,405","19,290","4,900",474,"2,409",45,882,"26,473","9,387","17,086","10,178","4,137",54,"1,920",-
