,zipcode,covid_cases,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,77054,71,,4.3,2.1,2.6,2.0,16.3,35.7,16.2,8.5,2.8,4.2,4.0,0.9,0.4,,,91.0,10.1,89.9,87.6,72.7,7.1,5.3,,50.3,89.7,5.5,49.7,90.1,5.1,,97.3,36.2,34.4,0.7,23.9,0.1,2.0,2.7,38.6,34.7,1.0,26.1,0.1,2.3,,8.9,91.1,28.7,34.3,0.7,23.9,
0,77055,173,,9.1,7.9,6.5,6.2,5.3,16.6,14.4,13.4,5.7,4.9,6.2,2.8,1.0,,,76.5,27.6,72.4,69.0,65.0,12.7,10.0,,51.9,74.2,8.2,48.1,70.5,12.0,,98.0,49.1,4.7,0.7,4.4,,39.2,2.0,50.7,5.1,0.9,5.6,,39.7,,55.9,44.1,33.4,4.6,,4.4,
0,77056,39,,5.1,3.9,3.0,2.6,6.1,20.6,15.9,12.1,5.0,6.1,10.5,5.0,4.1,,,88.0,13.4,86.6,84.5,79.3,23.2,19.5,,50.7,85.8,17.6,49.3,87.3,21.6,,96.9,73.8,7.0,0.1,14.8,,1.2,3.1,76.1,7.3,0.5,16.8,0.3,2.1,,14.8,85.2,61.0,7.0,,14.8,
0,77057,200,,8.9,5.5,4.2,3.0,8.3,21.6,16.7,10.8,4.5,4.6,6.2,3.9,1.9,,,81.4,20.5,79.5,77.0,70.1,15.0,11.9,,50.5,79.1,9.5,49.5,79.9,14.4,,97.2,71.6,7.4,0.1,8.4,,9.7,2.8,73.5,8.0,0.6,9.9,0.1,10.9,,37.9,62.1,44.6,7.0,0.1,8.4,
0,77058,20,,5.4,5.1,3.6,5.9,10.3,22.4,14.3,12.5,4.9,3.8,7.0,3.8,1.0,,,85.9,17.2,82.8,78.0,69.6,13.9,11.8,,51.0,82.7,10.2,49.0,82.9,13.5,,95.6,76.3,7.6,0.6,7.4,,3.6,4.4,79.7,8.3,1.6,10.0,0.8,4.5,,18.7,81.3,62.2,7.2,0.6,7.4,
0,77059,18,,4.0,6.5,8.9,6.4,3.4,7.5,11.8,16.7,9.5,9.2,10.4,4.4,1.1,,,80.5,24.1,75.9,73.3,70.7,20.8,16.0,,50.9,74.5,17.4,49.1,77.4,14.5,,97.2,74.2,1.8,0.4,18.8,,2.0,2.8,77.0,2.3,1.0,21.1,,2.0,,14.6,85.4,62.0,1.8,0.4,18.7,
0,77060,92,,12.0,10.7,8.5,6.7,8.4,18.5,14.3,9.0,3.7,3.2,3.8,0.9,0.4,,,68.8,35.4,64.6,60.8,53.8,6.6,5.1,,50.6,65.9,4.3,49.4,63.2,5.9,,97.9,74.1,16.9,0.6,1.3,0.1,4.8,2.1,75.4,18.5,1.5,1.4,0.2,5.2,,75.5,24.5,5.5,16.2,0.4,1.3,0.1
0,77061,54,,8.7,7.6,8.0,7.3,8.2,18.2,11.5,11.9,5.9,5.2,4.9,1.6,1.1,,,75.6,28.8,71.2,66.8,60.2,10.3,7.6,,48.8,70.7,6.1,51.2,71.7,9.1,,99.3,46.1,23.4,0.4,7.5,0.1,21.8,0.7,46.7,23.4,0.9,7.8,0.1,22.0,,61.1,38.9,8.0,23.4,0.1,7.1,
0,77062,32,,7.8,6.6,6.2,6.3,5.0,13.2,13.0,11.9,8.1,6.6,8.2,5.1,2.0,,,79.4,25.1,74.9,70.6,68.1,19.4,15.2,,49.0,73.8,14.7,51.0,76.0,15.7,,94.9,74.0,6.9,0.2,10.1,0.3,3.4,5.1,78.3,9.7,0.9,11.6,0.4,4.2,,23.6,76.4,55.3,6.5,0.1,10.0,0.3
0,77063,116,,10.3,5.3,3.1,3.4,8.6,26.0,14.1,8.6,4.9,4.2,6.0,3.4,1.9,,,81.3,20.7,79.3,77.2,69.3,14.2,11.3,,52.0,77.7,8.7,48.0,81.0,14.1,,96.6,63.8,18.2,0.1,9.5,0.2,4.9,3.4,66.2,18.9,0.8,11.3,0.3,5.9,,33.7,66.3,36.0,18.0,0.1,9.5,
0,77064,132,,6.5,7.4,6.8,7.2,5.8,17.1,12.8,14.1,6.2,6.2,7.1,1.9,0.8,,,79.4,25.1,74.9,71.2,66.3,13.4,9.8,,49.5,74.2,8.7,50.5,75.5,11.0,,96.3,57.5,13.6,0.4,16.5,0.1,8.2,3.7,60.2,15.4,1.0,17.6,0.5,9.3,,37.5,62.5,29.4,13.4,0.2,16.5,0.1
0,77065,55,,5.9,6.5,8.6,5.9,7.1,17.5,14.3,12.1,6.2,5.0,6.5,2.7,1.7,,,79.0,24.8,75.2,71.6,66.0,14.1,11.0,,48.3,74.4,9.3,51.7,75.9,12.5,,98.3,62.2,23.1,0.2,8.6,,4.3,1.7,63.8,23.6,0.5,9.0,0.1,4.8,,29.0,71.0,38.8,22.5,,8.6,
0,77066,79,,7.1,6.6,7.8,7.3,7.6,15.5,13.2,14.5,6.0,4.8,6.6,2.4,0.7,,,78.6,26.2,73.8,69.6,63.6,12.4,9.7,,51.5,73.0,9.5,48.5,74.6,9.9,,97.9,51.1,22.0,0.7,15.7,,8.4,2.1,52.6,23.1,1.2,16.1,0.3,9.1,,41.9,58.1,18.7,21.6,0.5,15.6,
0,77067,107,,8.7,9.1,9.1,8.7,7.6,16.8,13.4,11.8,5.4,4.4,3.4,1.2,0.4,,,73.1,31.8,68.2,62.8,56.8,7.8,5.0,,49.4,66.9,4.9,50.6,69.5,5.0,,97.2,43.2,39.1,0.2,5.9,0.5,8.3,2.8,44.7,40.7,1.0,6.6,1.0,9.1,,50.3,49.7,3.9,37.8,,5.8,
0,77068,24,,5.3,4.7,5.1,5.0,9.1,12.5,17.7,12.7,6.0,6.7,10.9,3.1,1.2,,,84.9,18.8,81.2,79.0,70.8,19.8,15.1,,52.2,81.5,14.0,47.8,80.9,16.4,,97.7,55.3,20.4,,11.0,,11.0,2.3,57.1,21.3,0.6,11.6,0.2,11.8,,33.3,66.7,34.6,20.1,,10.4,
0,77069,30,,6.5,4.3,8.4,5.3,4.6,16.1,9.0,10.1,8.0,8.4,12.2,5.2,1.9,,,80.8,23.4,76.6,75.0,70.9,24.6,19.3,,48.2,71.0,18.1,51.8,81.7,20.5,,95.8,67.2,22.0,0.2,4.5,0.8,1.2,4.2,71.1,24.2,0.8,5.6,0.8,2.5,,13.9,86.1,56.4,22.0,,4.5,0.8
0,77070,103,,6.1,7.8,7.1,6.3,7.5,16.4,13.5,13.5,4.8,5.0,7.2,3.5,1.2,,,78.9,25.3,74.7,71.4,65.1,14.8,11.9,,47.4,73.9,10.3,52.6,75.4,13.4,,97.9,66.5,18.2,0.3,9.0,,4.0,2.1,68.1,19.2,0.6,9.5,,4.9,,26.3,73.7,46.1,17.6,0.2,8.9,
0,77071,103,,7.8,8.3,7.9,4.9,7.0,14.8,11.5,11.8,5.4,8.0,8.6,3.1,0.9,,,76.0,27.1,72.9,69.0,64.2,17.9,12.6,,45.3,71.7,13.4,54.7,73.8,11.9,,99.0,29.6,47.2,0.2,6.5,,15.4,1.0,30.3,47.5,0.5,6.8,,15.9,,30.2,69.8,16.2,46.6,0.1,6.4,
0,77072,227,,7.2,7.1,8.3,8.2,8.2,14.8,14.1,12.9,5.6,4.6,5.9,2.1,1.0,,,77.5,27.9,72.1,67.5,61.2,11.9,9.1,,49.9,72.1,8.3,50.1,72.1,9.9,,99.2,35.0,18.3,0.3,22.1,,23.6,0.8,35.6,18.4,0.4,22.6,,23.7,,53.2,46.8,6.4,17.6,,22.1,
0,77073,159,,8.7,8.7,8.8,9.9,6.3,17.2,16.1,11.7,3.9,2.6,4.6,1.2,0.3,,,73.8,31.7,68.3,62.2,57.6,7.7,6.1,,49.7,65.4,5.3,50.3,71.2,6.8,,97.6,45.6,35.1,,1.5,,15.3,2.4,47.4,36.9,0.6,1.8,0.2,16.0,,49.6,50.4,13.4,34.2,,1.5,
0,77074,158,,8.8,8.7,7.7,5.8,7.4,17.6,14.7,11.5,4.9,4.2,4.3,2.5,1.9,,,74.8,28.6,71.4,67.9,61.6,10.9,8.7,,51.6,71.9,7.2,48.4,70.7,10.3,,97.8,74.5,12.4,0.3,7.6,,2.9,2.2,76.6,12.6,0.4,9.6,,3.1,,61.4,38.6,16.6,12.0,0.1,7.6,
0,77075,94,,8.1,8.2,9.1,6.6,8.1,17.3,13.5,14.0,3.9,4.2,4.6,1.8,0.5,,,74.6,29.3,70.7,66.6,59.8,9.5,6.9,,50.0,70.8,5.8,50.0,70.6,7.9,,98.0,56.6,17.7,0.3,8.1,0.1,15.2,2.0,58.1,18.6,0.7,8.5,0.2,15.9,,64.6,35.4,8.6,16.8,,8.1,0.1
0,77076,85,,9.6,10.0,7.1,9.3,8.3,17.5,12.5,10.4,4.4,4.8,4.2,1.3,0.6,,,73.3,32.9,67.1,62.4,55.7,8.4,6.1,,48.0,68.1,5.6,52.0,66.2,6.6,,99.4,85.7,6.5,0.3,0.4,,6.5,0.6,86.2,6.8,0.4,0.5,0.1,6.7,,87.9,12.1,5.1,6.3,0.2,0.4,
0,77077,87,,6.7,6.1,4.8,5.4,6.2,20.2,16.0,12.0,4.7,5.2,7.4,3.4,1.8,,,82.4,21.7,78.3,76.4,70.7,15.6,12.6,,47.1,78.9,12.1,52.9,77.8,13.1,,96.9,60.2,20.3,0.1,13.6,0.1,2.7,3.1,63.1,21.6,0.3,15.1,0.2,3.1,,22.2,77.8,41.0,19.7,,13.6,0.1
0,77078,52,,7.3,9.1,9.3,8.3,6.2,12.5,13.6,10.1,6.6,6.0,7.6,2.4,1.1,,,74.3,31.7,68.3,64.6,59.8,14.5,11.1,,47.5,64.9,10.4,52.5,71.4,11.8,,99.5,34.5,58.6,1.6,,,4.7,0.5,34.9,58.7,1.9,,,5.0,,38.3,61.7,3.4,58.1,,,
0,77079,45,,7.8,8.6,8.6,7.2,3.6,10.9,15.1,14.0,6.2,4.8,7.3,3.9,1.7,,,74.9,30.4,69.6,66.9,64.1,16.0,12.9,,48.3,68.5,12.3,51.7,70.6,13.6,,97.1,74.1,10.9,0.6,9.0,,2.6,2.9,76.0,12.3,1.2,10.4,0.3,3.0,,16.4,83.6,61.4,10.2,0.2,9.0,
0,77080,242,,8.2,9.2,6.5,6.3,6.9,17.9,14.3,11.9,5.1,3.7,5.6,3.4,1.0,,,76.0,28.2,71.8,68.5,62.9,11.9,10.0,,50.5,72.4,8.3,49.5,71.2,11.8,,97.4,44.8,4.4,0.2,3.8,,44.1,2.6,46.8,5.4,1.2,4.3,0.1,45.2,,69.0,31.0,21.6,4.3,,3.8,
0,77081,177,,10.5,10.0,7.4,5.9,7.0,22.4,16.9,9.7,4.3,2.6,2.2,0.9,0.2,,,72.1,32.1,67.9,65.3,59.1,4.4,3.3,,53.3,69.4,3.3,46.7,66.2,3.3,,97.8,74.3,15.2,0.2,4.7,,3.3,2.2,76.2,16.3,0.5,5.8,0.1,3.6,,70.1,29.9,8.9,14.7,,4.7,
0,77082,150,,8.8,6.0,5.0,4.6,6.6,21.5,13.6,11.2,6.1,5.7,6.6,2.6,1.9,,,80.3,22.4,77.6,74.9,69.1,14.1,11.1,,47.6,75.2,10.3,52.4,79.8,11.7,,97.5,39.4,36.7,0.6,15.2,,5.6,2.5,41.0,38.0,1.6,16.0,0.2,6.1,,28.1,71.9,18.7,36.0,0.4,15.1,
0,77083,140,,6.8,7.1,7.1,7.7,8.8,14.5,13.1,12.9,7.2,5.3,6.3,2.4,0.7,,,79.0,25.8,74.2,69.5,62.5,12.1,9.4,,48.1,73.2,9.6,51.9,75.1,9.3,,98.1,33.8,30.4,0.4,25.2,,8.2,1.9,35.2,31.0,0.7,26.4,,8.6,,34.8,65.2,8.4,29.8,0.3,24.9,
0,77084,294,,7.0,7.4,8.8,7.3,7.5,15.2,14.9,13.4,5.7,5.3,5.5,1.7,0.4,,,76.9,27.9,72.1,68.4,62.0,10.2,7.6,,49.4,71.7,6.9,50.6,72.4,8.3,,96.6,54.6,15.7,0.5,10.3,,15.5,3.4,57.3,17.0,0.8,11.5,0.3,16.8,,45.4,54.6,27.6,14.6,0.2,10.1,
0,77085,75,,6.4,7.7,7.4,9.9,8.1,12.5,13.7,14.8,5.2,4.7,6.2,2.9,0.5,,,78.5,27.5,72.5,66.6,60.5,13.1,9.6,,49.1,72.3,9.2,50.9,72.6,10.1,,97.6,56.0,29.3,0.3,1.7,0.2,10.2,2.4,57.6,30.6,0.8,2.1,0.2,11.2,,61.9,38.1,6.2,29.0,0.2,1.6,0.2
0,77086,75,,7.5,8.6,10.1,9.1,7.3,13.0,14.7,13.2,3.8,4.8,5.3,2.4,0.3,,,73.8,32.0,68.0,63.2,57.4,11.0,8.0,,48.2,67.0,7.6,51.8,68.8,8.4,,98.6,60.9,19.4,0.6,9.3,,8.4,1.4,61.8,20.2,1.0,9.5,0.1,9.0,,62.3,37.7,8.6,19.1,0.1,9.3,
0,77087,172,,8.6,8.3,7.5,7.3,8.3,14.3,12.7,11.2,5.6,4.7,7.0,3.0,1.4,,,75.5,29.1,70.9,66.5,59.9,14.1,11.4,,51.6,72.2,10.0,48.4,69.6,13.0,,98.8,72.1,14.5,0.4,0.7,,11.0,1.2,73.2,15.3,0.6,0.7,,11.4,,80.7,19.3,4.1,14.2,0.2,0.6,
0,77088,174,,8.9,7.6,8.7,6.8,7.3,13.3,13.2,12.5,6.0,5.7,6.3,3.0,0.9,,,74.8,29.5,70.5,66.6,60.8,13.3,10.1,,48.6,69.2,9.7,51.4,71.8,10.5,,98.1,40.2,40.7,0.3,3.7,,13.1,1.9,41.5,41.8,1.0,4.0,0.1,13.6,,49.1,50.9,5.9,40.3,0.1,3.7,
0,77089,93,,6.7,6.0,7.2,8.8,8.3,14.3,14.0,13.4,6.2,4.5,6.8,2.9,0.9,,,80.1,25.0,75.0,69.8,63.0,13.2,10.6,,49.3,73.5,8.9,50.7,76.5,12.2,,96.5,57.0,16.9,0.2,13.9,,8.5,3.5,59.7,18.3,0.8,15.9,,9.7,,47.5,52.5,20.2,16.6,,13.9,
0,77090,111,,9.1,10.0,6.9,7.4,8.4,19.3,12.0,10.5,5.9,3.3,3.9,2.2,1.0,,,73.9,29.6,70.4,65.8,58.1,8.9,7.1,,45.8,66.4,5.8,54.2,73.8,8.2,,97.5,37.1,47.3,0.6,2.2,,10.3,2.5,38.3,49.1,1.6,2.7,0.1,10.9,,32.0,68.0,16.6,46.8,0.4,2.2,
0,77091,112,,7.9,9.4,6.4,6.2,5.4,17.2,14.0,10.9,6.0,5.7,7.3,2.5,0.9,,,76.3,28.0,72.0,68.7,64.6,14.7,10.7,,50.6,69.4,8.6,49.4,74.5,12.8,,98.1,46.3,48.1,0.1,0.6,,3.0,1.9,47.6,49.3,1.1,0.8,0.1,3.2,,42.1,57.9,9.7,45.9,0.1,0.6,
0,77092,86,,9.7,6.5,5.7,7.9,7.4,16.8,14.7,13.1,5.9,3.9,5.1,2.9,0.5,,,78.1,26.5,73.5,68.6,62.8,10.6,8.5,,52.6,74.7,6.9,47.4,72.3,10.4,,97.9,50.4,11.0,0.3,1.3,,34.9,2.1,52.1,12.2,0.8,1.5,0.1,35.6,,67.2,32.8,19.5,10.7,,1.2,
0,77093,125,,9.1,9.9,8.3,8.2,7.7,15.1,12.7,10.7,5.2,4.3,5.3,2.4,1.0,,,72.8,32.3,67.7,62.8,56.8,11.0,8.7,,50.1,66.9,8.7,49.9,68.4,8.7,,99.5,84.2,9.2,0.4,0.4,,5.3,0.5,84.7,9.5,0.5,0.4,,5.4,,85.0,15.0,4.9,9.1,0.3,0.4,
0,77094,12,,5.2,7.8,9.6,6.2,3.3,7.0,13.1,16.4,8.2,10.9,9.4,1.9,0.8,,,77.3,27.1,72.9,70.5,67.8,17.9,12.2,,51.7,66.1,12.0,48.3,80.2,12.3,,96.7,73.4,0.7,,20.5,,2.1,3.3,76.7,1.5,0.8,21.9,,2.4,,11.3,88.7,65.3,0.7,,20.5,
0,77095,95,,6.7,6.8,7.3,7.6,5.7,12.5,15.2,15.4,7.7,5.8,6.0,2.3,1.0,,,79.2,26.0,74.0,70.9,65.9,12.8,9.3,,49.7,72.2,8.5,50.3,75.8,10.1,,97.4,65.5,13.7,0.3,12.2,,5.7,2.6,67.5,14.6,0.8,13.5,0.2,6.1,,24.8,75.2,47.3,13.4,0.2,12.1,
0,77096,98,,6.7,7.2,6.4,5.0,6.2,14.2,16.3,11.0,6.1,5.5,7.4,5.2,2.6,,,79.7,23.8,76.2,74.0,68.4,18.9,15.3,,49.3,72.4,13.0,50.7,80.0,17.5,,98.2,51.5,20.8,0.6,10.4,,14.9,1.8,53.3,21.7,0.9,11.1,,14.9,,22.2,77.8,44.8,20.7,0.2,10.3,
0,77098,21,,3.5,3.4,2.4,0.8,9.2,32.3,16.5,8.9,4.6,5.7,8.2,3.4,1.1,,,90.7,9.8,90.2,89.0,80.7,15.9,12.7,,47.6,90.4,13.1,52.4,89.9,12.3,,96.7,77.8,2.2,0.5,11.9,,4.2,3.3,80.9,3.1,0.8,13.5,0.2,4.9,,9.8,90.2,71.1,2.2,0.5,11.9,
0,77099,243,,8.2,7.7,8.3,6.9,8.5,16.6,13.7,11.5,6.2,4.2,4.8,2.4,1.0,,,75.8,28.5,71.5,66.9,60.3,10.3,8.1,,50.3,69.5,6.2,49.7,73.6,10.0,,98.5,36.4,30.3,0.2,12.8,0.2,18.6,1.5,37.0,30.9,0.3,13.3,0.4,19.5,,49.0,51.0,7.4,29.6,0.2,12.8,0.1
0,77336,2,,6.5,7.2,8.0,8.9,4.6,13.0,12.4,13.6,7.1,4.5,7.8,5.8,0.5,,,78.3,27.2,72.8,68.4,64.7,16.4,14.1,,48.1,72.9,12.4,51.9,72.8,15.7,,98.6,94.2,1.7,0.2,0.1,,2.3,1.4,95.6,2.1,0.4,0.8,,2.5,,16.8,83.2,79.9,1.7,,0.1,
0,77338,180,,9.6,7.7,8.9,6.8,6.2,17.7,14.0,11.5,5.0,4.2,5.5,2.2,0.8,,,73.8,30.7,69.3,65.9,60.8,10.7,8.5,,50.1,68.2,8.0,49.9,70.4,9.0,,98.4,46.0,41.1,0.2,4.1,0.6,6.2,1.6,47.5,42.2,0.4,4.3,0.7,6.8,,38.6,61.4,15.1,39.7,0.2,4.1,0.6
0,77339,71,,4.8,7.2,8.7,6.5,6.4,11.7,15.2,12.6,6.3,5.1,8.8,4.8,1.8,,,79.3,25.5,74.5,71.5,66.3,18.5,15.4,,50.4,70.6,14.1,49.6,78.5,16.8,,97.8,84.4,5.0,0.4,4.3,,3.7,2.2,86.0,5.5,0.9,5.6,0.1,4.2,,20.5,79.5,67.6,4.8,0.4,4.3,
0,77345,14,,4.8,7.8,9.3,9.2,5.0,6.9,12.3,17.4,7.4,5.9,9.1,4.2,0.8,,,78.1,27.9,72.1,67.5,63.9,18.1,14.2,,48.3,72.1,12.2,51.7,72.1,16.0,,98.2,89.9,1.4,0.1,5.1,,1.7,1.8,91.7,2.1,0.7,5.5,,1.9,,10.2,89.8,81.7,1.4,,5.1,
0,77346,119,,8.4,8.6,9.4,7.0,4.4,13.6,16.0,12.8,5.4,5.4,6.4,2.1,0.6,,,73.6,31.1,68.9,65.8,62.3,12.4,9.1,,48.6,68.4,8.4,51.4,69.5,9.8,,96.4,72.3,17.1,0.2,3.2,0.3,3.4,3.6,75.7,18.4,0.9,4.1,0.6,4.1,,26.5,73.5,51.2,16.7,0.1,3.1,0.3
0,77354,0,,7.5,8.3,7.1,5.6,5.4,13.2,12.0,13.7,7.1,6.5,9.4,2.5,1.6,,,77.1,27.2,72.8,69.8,66.1,17.3,13.6,,49.1,69.9,11.6,50.9,75.5,15.5,,96.5,84.8,3.0,0.1,2.5,0.1,5.9,3.5,87.3,4.6,1.8,2.9,0.4,6.5,,21.6,78.4,69.4,3.0,0.1,2.5,0.1
0,77355,0,,5.4,6.4,7.0,7.7,6.3,9.5,12.7,17.0,8.6,6.5,8.3,3.9,0.6,,,81.1,23.1,76.9,71.7,67.0,15.9,12.8,,49.9,77.7,12.8,50.1,76.1,12.8,,96.7,90.1,2.1,0.6,0.3,0.3,3.2,3.3,93.1,2.5,3.6,0.4,0.3,3.8,,16.7,83.3,78.2,2.1,0.5,0.3,0.3
0,77357,0,,9.0,6.2,8.4,10.0,8.9,10.7,11.3,14.9,5.1,4.2,7.5,3.0,0.8,,,76.4,28.9,71.1,63.9,57.5,14.0,11.3,,50.4,70.3,11.8,49.6,71.8,10.8,,96.1,86.2,2.6,,0.2,,7.0,3.9,89.7,4.9,1.3,0.8,,7.2,,45.8,54.2,48.6,2.2,,0.2,
0,77362,0,,6.9,11.5,8.6,10.3,3.6,8.8,16.0,11.6,7.4,5.9,6.4,1.5,1.5,,,73.0,33.6,66.4,59.9,59.1,13.9,9.5,,52.9,60.1,7.9,47.1,73.4,11.3,,96.1,93.3,2.9,,,,,3.9,97.1,2.9,3.4,,,0.4,,20.9,79.1,75.9,2.9,,,
0,77365,2,,7.3,6.0,7.1,8.6,6.9,11.5,15.3,12.6,7.6,6.7,6.9,2.9,0.7,,,79.7,25.7,74.3,69.8,64.2,14.4,10.4,,50.2,71.8,8.1,49.8,76.8,12.9,,95.0,86.3,2.9,0.2,1.7,,3.9,5.0,91.2,3.6,2.4,3.5,0.6,4.2,,30.2,69.8,62.2,2.3,0.2,1.7,
0,77373,145,,7.4,7.1,7.9,7.8,5.8,15.1,15.2,12.2,6.0,6.0,6.7,2.2,0.7,,,77.6,27.2,72.8,68.9,64.1,13.3,9.6,,47.7,72.2,8.5,52.3,73.2,10.5,,96.9,61.3,22.6,0.2,3.1,0.4,9.3,3.1,63.9,24.1,0.5,4.1,0.5,10.2,,32.7,67.3,39.2,22.2,0.2,3.1,0.4
0,77375,89,,9.2,7.8,8.1,7.1,6.9,14.7,15.9,12.1,4.8,4.7,4.9,2.5,1.2,,,75.0,29.6,70.4,65.8,60.9,11.1,8.7,,47.9,71.0,6.8,52.1,69.9,10.3,,97.2,75.4,11.6,0.7,5.1,,4.3,2.8,77.8,12.6,1.4,6.2,,4.9,,28.4,71.6,52.9,11.3,0.7,5.0,
0,77377,59,,7.4,8.2,7.6,8.7,4.1,11.0,15.0,14.6,6.6,6.0,6.7,3.4,0.8,,,76.9,29.0,71.0,67.6,64.1,13.8,10.9,,49.4,71.9,11.2,50.6,70.1,10.7,,97.4,80.9,5.7,0.8,8.4,,1.5,2.6,82.7,6.8,1.5,9.3,0.4,1.8,,20.4,79.6,62.9,5.7,0.1,8.4,
0,77379,100,,6.0,8.4,8.1,6.6,4.1,11.6,16.1,13.4,6.5,6.4,8.5,3.3,0.9,,,77.5,26.8,73.2,69.8,66.7,16.6,12.7,,50.1,71.1,11.4,49.9,75.3,14.1,,97.5,72.4,9.8,0.3,10.7,0.1,4.2,2.5,74.8,10.3,0.8,11.8,0.2,4.6,,16.7,83.3,60.7,9.4,0.2,10.6,
0,77380,1,,5.4,4.8,4.8,4.7,7.0,19.2,14.1,13.8,6.7,5.9,8.6,4.0,1.0,,,85.1,18.1,81.9,79.8,73.4,17.1,13.7,,50.0,82.4,13.5,50.0,81.3,13.8,,98.1,81.8,8.7,0.1,5.0,,2.6,1.9,83.6,9.0,0.3,6.1,0.1,2.9,,20.8,79.2,64.0,8.4,0.1,4.8,
0,77381,1,,5.6,6.8,6.6,4.9,4.4,10.5,10.9,16.3,8.2,7.9,10.8,4.9,2.1,,,81.0,22.5,77.5,75.4,71.7,22.5,17.8,,47.6,77.7,17.5,52.4,77.4,18.0,,97.7,89.5,1.9,0.2,4.2,0.1,1.7,2.3,91.4,2.4,1.1,5.3,0.3,2.1,,12.5,87.5,79.5,1.9,0.1,4.2,
0,77382,0,,2.6,9.5,12.3,10.8,4.1,6.2,12.6,22.2,7.5,3.5,3.9,3.0,1.7,,,75.6,33.4,66.6,64.2,60.7,9.7,8.6,,48.8,65.4,6.8,51.2,67.9,10.3,,98.3,86.1,4.9,0.1,6.2,0.1,0.9,1.7,87.1,4.9,0.8,7.8,0.1,1.2,,16.7,83.3,70.5,4.9,,6.2,0.1
0,77386,2,,10.2,10.0,7.5,5.9,4.5,15.3,18.0,11.8,5.4,4.7,5.0,1.3,0.4,,,72.2,31.9,68.1,65.4,61.8,9.6,6.7,,47.9,70.6,6.9,52.1,65.9,6.5,,96.7,78.1,10.7,0.3,4.9,0.1,2.6,3.3,81.2,12.9,0.6,5.7,0.2,2.8,,21.4,78.6,61.0,10.4,,4.8,0.1
0,77388,56,,7.1,6.8,6.8,7.5,7.2,12.2,15.1,14.5,6.8,4.6,8.7,2.3,0.5,,,79.3,25.6,74.4,70.2,64.6,13.9,11.5,,48.7,73.0,9.8,51.3,75.7,13.0,,97.2,71.4,11.2,1.2,7.9,0.1,5.4,2.8,74.1,12.1,2.1,8.8,0.1,5.8,,24.3,75.7,52.9,11.1,1.2,7.9,0.1
0,77389,52,,9.7,11.0,9.0,3.6,3.7,12.8,17.4,13.1,5.0,4.8,6.8,2.4,0.7,,,70.4,32.5,67.5,66.5,63.1,12.9,9.9,,49.6,67.2,10.2,50.4,67.7,9.6,,95.1,81.0,5.6,0.4,4.8,0.1,3.1,4.9,85.7,6.3,1.5,6.9,0.1,4.5,,26.1,73.9,60.4,5.3,0.2,4.4,0.1
0,77396,160,,8.3,8.3,7.8,5.6,5.5,19.5,16.9,12.9,5.3,3.5,4.5,1.4,0.7,,,75.6,27.5,72.5,68.4,64.5,8.5,6.5,,51.0,72.2,5.5,49.0,72.8,7.6,,97.5,49.5,36.4,0.6,2.7,,8.2,2.5,51.5,37.0,1.1,3.8,,9.1,,40.7,59.3,19.1,35.7,0.2,2.7,
0,77401,23,,5.6,7.2,8.9,5.2,4.0,7.5,14.3,16.9,8.6,7.3,9.1,3.8,1.7,,,78.2,26.2,73.8,72.2,69.1,19.1,14.6,,48.4,73.3,13.2,51.6,74.2,15.8,,98.0,72.2,2.7,0.1,22.8,,0.3,2.0,74.0,2.9,0.4,24.1,0.1,0.4,,8.2,91.8,64.3,2.6,0.1,22.8,
