,zipcode,covid_cases,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,60605,161.0,"15,450","13,865","7,727","6,138",1.79,1.74,"1,585",191,587,376,"7,918",2.4,"6,725",8.7,"13,799","10,692","15,450","1,451",704,747,56,29,26,212,"13,676",-,-,-,"15,450","1,122","7,019","1,193","1,331",712,560,172,405,"2,936","13,865","9,470","3,387",754,254,"13,865","3,942","7,661","2,167",95,"13,865","7,154",165,"6,285",20,-,-,19,61,161,"13,865",34,53,309,"13,865","13,614",89,162,"7,727",72,115,58,210,"1,522","3,334","1,744",595,77,"$395,700","$493,587","7,727","5,955","1,736","$2,480","1,772",478,"$1,294","6,138","5,790",348,"$2,033","$2,008","2,066","3,707"
0,60654,133.0,"13,218","12,068","5,098","6,970",1.76,1.44,"1,150",143,252,294,"5,241",2.7,"7,222",3.5,"8,985","10,008","13,218",555,241,314,54,110,185,304,"11,997",13,-,1,"13,218","1,677","5,233","1,870",894,635,"1,110",82,128,"1,589","12,068","8,839","2,590",538,101,"12,068","5,116","5,705","1,183",64,"12,068","5,792",98,"5,794",5,-,-,-,33,346,"12,068",220,435,109,"12,068","11,720",179,169,"5,098",133,23,29,34,803,"2,061","1,391",489,135,"$450,000","$612,736","5,098","3,651","1,117","$2,712","1,447",568,"$1,484","6,970","6,865",105,"$2,127","$2,157","2,310","4,073"
0,60628,929.0,"28,693","22,996","13,158","9,838",2.82,2.95,"5,697",737,715,65,"13,895",5.3,"10,553",6.8,"37,113","28,981","28,693","19,394","17,550","1,844","4,123","2,095","1,254",377,"1,228",222,-,8,"28,693",369,917,357,564,"1,533","4,208","5,965","3,994","10,786","22,996","8,059","5,225","2,578","7,134","22,996","5,314","10,025","5,597","2,060","22,996","20,738",168,"1,967",20,-,-,11,19,73,"22,996",95,143,330,"22,996","22,400",416,180,"13,158",858,"3,682","4,616","3,118",622,111,97,39,15,"$119,400","$133,167","13,158","7,892","3,208","$1,335","5,266","1,052",$519,"9,838","9,459",379,$942,"$1,016","5,789","7,004"
0,60636,616.0,"14,719","11,062","5,204","5,858",3.04,2.73,"3,657",679,675,30,"5,883",11.5,"6,533",10.3,"15,843","15,967","14,719","7,688","7,503",185,"4,296","1,552",590,190,375,28,-,2,"14,719",-,371,272,281,695,"1,811","2,022","1,772","7,495","11,062","3,980","2,267","1,582","3,233","11,062","4,190","4,241","2,010",621,"11,062","10,325",47,621,9,-,-,-,4,56,"11,062",132,190,468,"11,062","10,697",308,57,"5,204",724,"2,178","1,115",677,375,19,80,10,26,"$93,300","$147,706","5,204","2,231","1,181","$1,232","2,973",591,$510,"5,858","5,571",287,$882,$922,"3,453","3,610"
0,60653,473.0,"16,474","14,575","3,488","11,087",2.28,2.12,"1,899",154,654,47,"3,642",4.2,"11,741",5.6,"7,964","23,510","16,474","3,048","1,846","1,202",710,"2,694","3,276",702,"6,044",-,-,-,"16,474",690,"3,901","1,284","1,252","1,984","1,116","1,120",726,"4,401","14,575","8,712","4,197","1,068",598,"14,575","5,800","6,475","1,820",480,"14,575","11,038",162,"3,005",5,-,-,-,74,291,"14,575",13,48,441,"14,575","14,320",196,59,"3,488",53,206,408,388,941,"1,063",416,13,-,"$264,400","$294,189","3,488","3,018",976,"$2,160",470,110,$706,"11,087","10,858",229,$792,$828,"5,689","5,662"
0,60626,869.0,"25,556","22,417","5,540","16,877",2.25,2.00,"3,139",61,"1,668",55,"5,601",1.1,"18,545",9.0,"12,446","33,809","25,556","1,862","1,491",371,"1,022","2,365","6,101","3,074","11,096",36,-,1,"25,556",150,863,699,"1,004","2,245","2,585","2,585","2,929","12,496","22,417","14,484","5,412","1,502","1,019","22,417","8,745","10,090","3,154",428,"22,417","17,440",319,"3,421",40,-,-,14,477,706,"22,417",41,375,762,"22,417","20,961",757,699,"5,540",118,500,933,"1,163","1,259","1,061",448,30,28,"$203,300","$290,193","5,540","4,075","1,348","$1,653","1,465",258,$741,"16,877","16,618",259,$977,"$1,020","8,892","13,304"
0,60620,998.0,"30,378","25,239","11,727","13,512",2.94,2.44,"5,139",802,"1,331",60,"12,529",6.4,"14,843",9.0,"34,495","32,937","30,378","15,643","14,108","1,535","4,528","3,674","3,406","1,455","1,628",44,-,1,"30,378",246,985,679,554,"1,438","4,116","5,507","5,630","11,223","25,239","10,534","5,203","2,526","6,976","25,239","7,301","11,146","5,336","1,456","25,239","23,085",269,"1,546",4,-,-,-,67,268,"25,239",89,121,618,"25,239","24,752",349,138,"11,727",567,"2,322","3,671","3,267","1,606",244,5,40,5,"$139,900","$143,845","11,727","6,962","3,073","$1,421","4,765",921,$545,"13,512","13,108",404,$889,$930,"7,798","9,089"
0,60612,617.0,"15,355","13,142","3,637","9,505",2.44,2.45,"2,213",149,698,110,"3,786",3.9,"10,203",6.8,"8,871","23,314","15,355","2,731","1,674","1,057","2,823","4,406","1,563",546,"3,266",11,9,1,"15,355",453,"2,917","1,305",688,958,731,612,686,"7,005","13,142","8,258","2,929",930,"1,025","13,142","4,788","5,815","2,087",452,"13,142","10,806",212,"1,985",-,6,15,-,5,113,"13,142",86,168,522,"13,142","12,650",379,113,"3,637",113,163,338,425,"1,001",967,524,96,10,"$269,800","$340,923","3,637","2,613",905,"$2,117","1,024",239,$720,"9,505","9,307",198,"$1,016","$1,019","4,338","5,909"
0,60639,2816.0,"28,591","25,570","12,006","13,564",3.84,3.25,"3,021",185,764,198,"12,191",1.5,"14,328",5.3,"46,151","44,053","28,591","9,334","8,710",624,"8,882","6,932","2,017",574,819,33,-,1,"28,591",91,914,749,537,"1,229","1,856","3,028","2,678","17,509","25,570","12,369","6,353","3,692","3,156","25,570","4,251","9,849","7,864","3,606","25,570","22,847",339,"1,665",9,-,-,4,599,107,"25,570",55,261,839,"25,570","23,803","1,297",470,"12,006",334,545,"1,314","2,572","4,884","2,054",203,42,58,"$223,300","$259,600","12,006","8,722","4,731","$1,833","3,284",765,$708,"13,564","13,227",337,"$1,000","$1,021","7,584","11,030"
0,60649,672.0,"26,627","21,043","4,526","16,517",2.39,2.07,"5,584",195,"1,653",-,"4,721",4.1,"18,170",9.1,"10,825","34,238","26,627","3,720","3,015",705,"1,817","4,063","7,373","1,734","7,901",19,-,1,"26,627",76,456,601,600,"1,733","2,584","3,798","4,913","11,866","21,043","13,002","4,046","1,673","2,322","21,043","9,073","8,634","2,627",709,"21,043","15,577",311,"3,233",60,-,-,25,399,"1,438","21,043",110,196,859,"21,043","20,293",343,407,"4,526",539,910,639,790,927,456,231,26,8,"$158,800","$192,958","4,526","3,095","1,141","$1,698","1,431",420,$621,"16,517","16,440",77,$888,$930,"9,331","11,190"
0,60624,751.0,"15,541","11,831","2,889","8,942",3.11,2.95,"3,710",244,838,172,"3,133",7.8,"9,780",8.6,"8,978","26,412","15,541","2,000","1,639",361,"5,234","3,913","1,829",581,"1,958",26,-,2,"15,541",226,944,691,477,607,528,"1,020","1,260","9,788","11,831","6,032","2,758",909,"2,132","11,831","5,353","4,388","1,549",541,"11,831","10,265",128,"1,288",6,-,-,-,69,75,"11,831",58,118,390,"11,831","11,106",558,167,"2,889",276,479,477,649,631,280,68,25,4,"$164,500","$187,991","2,889","1,655",863,"$1,453","1,234",355,$678,"8,942","8,596",346,$938,$926,"5,388","5,659"
0,60637,554.0,"24,473","19,232","4,843","14,389",2.27,2.29,"5,241",422,"2,016",73,"5,265",8.0,"16,405",12.3,"11,017","32,885","24,473","3,447","2,381","1,066","3,257","4,358","5,898","1,262","6,217",34,-,1,"24,473",408,"1,364","1,707","1,023","1,697","3,064","2,665","1,997","10,548","19,232","11,432","4,118","1,755","1,927","19,232","8,516","8,232","2,180",304,"19,232","14,426",194,"2,719",94,-,14,-,130,"1,655","19,232",122,210,960,"19,232","18,735",342,155,"4,843",266,663,868,847,822,701,509,138,29,"$185,100","$278,565","4,843","3,322","1,189","$1,727","1,521",363,$745,"14,389","13,987",402,$946,$960,"8,043","9,239"
0,60613,341.0,"29,658","26,449","10,405","16,044",2.00,1.80,"3,209",226,"1,129",402,"10,631",2.1,"17,173",6.6,"20,853","28,958","29,658","2,977","2,456",521,"1,534","3,067","4,827","2,247","14,993",13,-,-,"29,658",507,"2,041","1,405","1,492","4,234","3,340","1,987","1,525","13,127","26,449","17,861","5,261","1,728","1,599","26,449","9,017","12,698","4,069",665,"26,449","18,389",523,"5,993",9,22,2,-,691,820,"26,449",46,269,498,"26,449","25,875",102,472,"10,405",105,324,706,"1,267","2,163","2,847","1,968",815,210,"$332,200","$468,625","10,405","7,777","2,136","$2,337","2,628",568,$909,"16,044","15,573",471,"$1,360","$1,431","5,723","12,894"
0,60602,11.0,652,602,225,377,1.99,1.96,50,43,-,-,268,16.0,377,-,447,740,652,65,65,-,-,-,-,7,580,-,-,-,652,247,196,41,20,-,-,-,-,148,602,589,13,-,-,602,245,292,65,-,602,286,-,316,-,-,-,-,-,-,602,65,65,138,602,581,-,21,225,7,-,-,-,32,42,35,44,65,-,-,225,125,-,"$3,280",100,35,-,377,377,-,"$3,055","$2,682",189,101
0,60707,179.0,"16,884","15,626","10,312","5,314",2.94,2.35,"1,258",167,153,118,"10,479",1.6,"5,467",2.8,"30,305","12,496","16,884","9,189","8,930",259,"1,596","1,703","1,737",604,"2,055",-,-,-,"16,884",125,945,847,402,"1,449","2,291","2,934","3,095","4,796","15,626","6,202","4,302","2,689","2,433","15,626","1,589","6,624","5,158","2,255","15,626","13,463",201,"1,868",-,-,-,-,52,42,"15,626",14,110,883,"15,626","15,175",285,166,"10,312",400,587,717,"1,594","3,707","2,933",360,12,2,"$248,400","$242,872","10,312","7,063","2,723","$1,832","3,249",931,$729,"5,314","5,176",138,"$1,012","$1,088","3,333","4,027"
0,60607,408.0,"14,237","12,823","5,504","7,319",2.06,1.99,"1,414",29,588,241,"5,533",0.5,"7,907",7.4,"11,354","14,561","14,237","1,663",346,"1,317",634,"1,048","1,301",577,"9,014",-,-,-,"14,237","1,421","4,543","1,309","1,304",941,384,324,305,"3,706","12,823","9,229","3,014",317,263,"12,823","3,603","7,026","1,947",247,"12,823","9,348",158,"3,069",-,-,-,-,46,202,"12,823",7,26,205,"12,823","12,416",119,288,"5,504",23,89,100,111,"1,095","2,571","1,238",228,49,"$376,800","$468,987","5,504","4,620","1,114","$2,544",884,231,$974,"7,319","7,229",90,"$1,825","$1,827","3,270","5,180"
0,60621,488.0,"16,362","10,900","2,656","8,244",2.72,2.57,"5,462",800,796,-,"3,456",23.1,"9,040",8.8,"7,232","21,170","16,362","4,051","3,693",358,"5,162","2,109","1,685",662,"2,594",57,42,3,"16,362",474,697,718,846,"1,130","1,433","1,350","2,001","7,713","10,900","5,891","2,276",862,"1,871","10,900","5,283","4,128","1,193",296,"10,900","9,313",61,"1,271",24,29,-,-,29,173,"10,900",80,144,568,"10,900","10,598",182,120,"2,656",433,835,551,399,267,96,58,-,17,"$104,100","$148,980","2,656","1,266",602,"$1,317","1,390",460,$553,"8,244","7,859",385,$830,$817,"4,883","4,569"
0,60630,692.0,"22,639","20,952","13,441","7,511",2.85,2.50,"1,687",226,232,8,"13,667",1.7,"7,743",3.0,"38,352","18,751","22,639","10,853","10,632",221,"4,481","3,242","2,110",740,"1,187",14,12,1,"22,639",133,688,"1,093",616,"1,362","2,397","3,234","2,132","10,984","20,952","8,574","5,447","3,238","3,693","20,952","2,562","8,958","6,914","2,518","20,952","19,244",342,"1,125",38,9,43,5,32,114,"20,952",30,113,566,"20,952","20,321",396,235,"13,441",187,399,708,963,"4,557","5,988",536,35,68,"$298,200","$312,520","13,441","8,967","3,353","$2,130","4,474",865,$693,"7,511","7,142",369,"$1,066","$1,123","2,706","6,249"
0,60611,123.0,"26,356","20,726","9,619","11,107",1.67,1.43,"5,630",315,819,"3,146","9,934",3.2,"11,926",6.9,"16,071","15,896","26,356",697,437,260,44,138,120,142,"25,215",-,-,-,"26,356","1,449","5,868","3,202","3,863","4,042","3,471","1,432",349,"2,680","20,726","13,478","4,268","1,800","1,180","20,726","8,900","9,498","2,092",236,"20,726","7,480",221,"12,342",30,-,41,-,187,425,"20,726",-,86,486,"20,726","20,365",74,287,"9,619",97,67,274,378,"1,572","2,035","2,808","1,669",719,"$552,700","$766,003","9,619","5,289","1,839","$3,258","4,330","1,282","$1,501","11,107","10,777",330,"$1,967","$2,078","4,013","8,034"
0,60646,335.0,"11,529","10,904","8,218","2,686",2.65,2.22,625,53,54,66,"8,271",0.6,"2,740",2.0,"21,807","5,950","11,529","8,048","7,761",287,"1,396",603,476,91,905,10,-,1,"11,529",24,288,622,319,508,890,"3,444","2,156","3,278","10,904","3,165","3,004","2,297","2,438","10,904",939,"3,960","4,297","1,708","10,904","9,895",69,859,-,-,26,9,-,46,"10,904",6,96,159,"10,904","10,657",216,31,"8,218",178,56,216,193,"1,442","3,907","2,120",43,63,"$399,500","$437,457","8,218","4,973","1,456","$2,428","3,245",709,$881,"2,686","2,604",82,"$1,060","$1,090","1,116","1,746"
0,60616,386.0,"26,685","24,417","8,786","15,631",2.44,1.94,"2,268",392,708,164,"9,178",4.3,"16,339",4.3,"21,457","30,322","26,685","3,979","2,319","1,660","2,627","3,294","1,719",599,"14,420",35,12,1,"26,685",486,"5,753","2,425","1,541","2,242","2,951","2,612",893,"7,782","24,417","14,439","5,647","2,101","2,230","24,417","7,231","12,612","3,897",677,"24,417","20,503",385,"2,914",20,16,11,9,179,380,"24,417",39,184,513,"24,417","23,351",757,309,"8,786",208,254,408,484,"2,623","3,853",887,-,69,"$316,000","$348,031","8,786","5,887","2,146","$2,178","2,899",895,$748,"15,631","15,312",319,"$1,033","$1,081","6,890","10,636"
0,60660,362.0,"23,421","20,676","7,574","13,102",2.06,1.86,"2,745",293,"1,271",307,"7,867",3.7,"14,373",8.8,"15,589","24,424","23,421","2,061","1,563",498,"1,185","1,756","3,446","1,851","13,112",10,-,-,"23,421",114,774,534,566,"2,550","3,800","2,866","2,486","9,731","20,676","12,633","4,947","1,879","1,217","20,676","7,514","9,875","2,665",622,"20,676","13,388",383,"5,811",102,31,-,-,402,559,"20,676",75,69,660,"20,676","19,568",364,744,"7,574",146,739,"1,041","1,016","2,115","1,285","1,045",94,93,"$239,200","$372,242","7,574","5,215","2,026","$1,951","2,359",808,$790,"13,102","12,847",255,"$1,002","$1,074","6,127","10,441"
0,60601,67.0,"10,888","8,864","3,335","5,529",1.52,1.62,"2,024",186,333,"1,252","3,521",5.3,"5,862",5.7,"5,068","8,972","10,888",406,218,188,-,-,-,-,"10,482",-,-,-,"10,888","1,181","3,374",928,"1,546","1,463","1,432",135,50,779,"8,864","6,598","1,173",754,339,"8,864","4,013","4,282",569,-,"8,864","2,820",19,"5,701",-,-,-,-,-,324,"8,864",45,100,352,"8,864","8,633",58,173,"3,335",-,66,45,89,184,"1,284","1,241",426,-,"$499,900","$574,564","3,335","2,115",995,"$3,342","1,220",280,"$1,453","5,529","5,529",-,"$2,212","$2,287","2,218","3,747"
0,60609,1517.0,"24,782","20,603","7,657","12,946",3.30,2.77,"4,179",604,"1,147",45,"8,261",7.3,"14,093",8.1,"25,275","35,802","24,782","6,630","5,938",692,"9,259","5,425","1,662",271,"1,465",54,16,2,"24,782",317,"2,028",964,665,"1,379","2,241","2,115","2,013","13,060","20,603","9,521","5,781","2,677","2,624","20,603","5,588","8,971","4,325","1,719","20,603","19,148",209,"1,178",4,-,17,-,5,42,"20,603",61,188,"1,069","20,603","19,341",987,275,"7,657",654,"1,129","1,335","1,489","1,691","1,097",233,7,22,"$172,000","$195,799","7,657","4,486","2,143","$1,669","3,171",689,$572,"12,946","12,637",309,$806,$842,"6,474","7,367"
0,60632,2665.0,"27,631","24,918","13,439","11,479",3.87,3.37,"2,713",217,798,109,"13,656",1.6,"12,277",6.5,"52,008","38,728","27,631","11,421","10,882",539,"9,310","5,709",726,256,148,61,-,2,"27,631",68,579,977,729,"1,370","3,602","5,109","3,112","12,085","24,918","9,789","7,834","4,419","2,876","24,918","3,801","9,668","7,877","3,572","24,918","23,563",281,883,25,-,58,-,71,37,"24,918",100,254,799,"24,918","22,214","2,306",398,"13,439",302,"1,173","3,011","4,282","3,817",689,110,21,34,"$171,200","$185,807","13,439","8,210","4,194","$1,584","5,229",865,$554,"11,479","11,153",326,$868,$888,"5,809","7,938"
0,60623,2871.0,"30,339","25,005","8,434","16,571",3.51,3.37,"5,334",159,"1,060",76,"8,593",1.9,"17,631",6.0,"29,639","55,926","30,339","5,746","5,091",655,"10,407","9,821","3,210",357,742,56,-,2,"30,339",194,"1,183",504,"1,037","1,150","1,058","1,801","1,862","21,550","25,005","11,941","6,043","3,206","3,815","25,005","7,306","10,394","5,376","1,929","25,005","23,574",215,"1,030",23,-,6,10,65,82,"25,005",105,396,"1,212","25,005","22,572","1,956",477,"8,434",418,"1,131","2,216","2,926","1,306",304,124,9,-,"$155,900","$155,167","8,434","4,776","2,694","$1,540","3,658",909,$618,"16,571","16,155",416,$860,$886,"9,342","10,695"
0,60608,1475.0,"28,572","25,627","9,348","16,279",3.04,2.48,"2,945",177,764,38,"9,525",1.9,"17,043",4.5,"28,413","40,340","28,572","6,149","4,789","1,360","6,666","7,262","4,920",405,"3,113",29,28,1,"28,572",563,"3,030","1,572",844,"1,326","1,068","1,279","1,505","17,385","25,627","13,377","6,035","3,280","2,935","25,627","7,072","11,347","5,546","1,662","25,627","23,219",237,"2,017",12,-,12,-,34,96,"25,627",181,275,"1,099","25,627","24,394",738,495,"9,348",362,560,640,"1,304","3,428","2,316",705,13,20,"$252,200","$258,489","9,348","5,637","2,271","$1,823","3,711",909,$636,"16,279","15,890",389,$907,$982,"7,545","11,148"
0,60619,816.0,"32,330","26,234","10,696","15,538",2.61,2.13,"6,096",290,"1,474",58,"10,986",2.6,"17,012",8.7,"27,916","33,138","32,330","12,995","11,657","1,338","4,929","5,708","5,019","1,504","2,157",18,-,1,"32,330",376,"1,045",767,785,"1,596","3,420","5,062","4,872","14,407","26,234","12,076","5,928","2,763","5,467","26,234","8,955","11,092","4,623","1,564","26,234","22,892",346,"2,498",24,-,-,-,175,299,"26,234",67,470,556,"26,234","25,650",357,227,"10,696",704,"1,830","2,295","3,362","1,938",368,163,-,36,"$156,100","$169,837","10,696","6,858","2,878","$1,500","3,838",754,$534,"15,538","15,030",508,$877,$915,"9,025","10,869"
0,60656,233.0,"12,825","12,088","7,424","4,664",2.36,2.15,737,22,46,84,"7,446",0.3,"4,710",1.0,"17,502","10,051","12,825","6,104","5,914",190,669,505,"2,145",524,"2,878",-,-,-,"12,825",-,384,474,925,"2,658","2,560","3,095","1,733",996,"12,088","5,590","2,635","1,644","2,219","12,088","1,331","5,265","4,435","1,057","12,088","10,424",123,"1,325",12,-,-,15,43,146,"12,088",107,32,395,"12,088","11,856",144,88,"7,424",221,456,573,591,"2,196","3,087",278,-,22,"$288,400","$280,784","7,424","4,112","1,233","$1,863","3,312",890,$669,"4,664","4,541",123,"$1,107","$1,155","2,093","4,284"
0,60633,111.0,"5,358","4,682","3,175","1,507",2.88,2.28,676,108,218,-,"3,283",3.3,"1,725",12.6,"9,147","3,436","5,358","3,675","3,578",97,803,209,225,145,34,267,-,50,"5,358",32,339,310,223,531,"1,102",984,380,"1,457","4,682","1,939","1,064",688,991,"4,682",576,"1,727","1,917",462,"4,682","4,211",78,367,9,-,-,-,-,17,"4,682",4,17,98,"4,682","4,542",123,17,"3,175",367,681,"1,068",795,189,43,32,-,-,"$121,900","$124,968","3,175","1,591",503,"$1,311","1,584",296,$496,"1,507","1,476",31,$919,$941,809,"1,142"
0,60651,1463.0,"22,694","19,653","8,607","11,046",3.36,3.08,"3,041",249,623,31,"8,856",2.8,"11,669",5.3,"28,913","34,062","22,694","6,290","6,160",130,"8,374","5,233","1,626",363,709,71,28,3,"22,694",22,542,569,480,550,"1,139","2,361","2,270","14,761","19,653","9,245","3,931","2,419","4,058","19,653","4,677","8,472","4,596","1,908","19,653","18,231",201,"1,142",-,-,-,-,-,79,"19,653",191,341,530,"19,653","18,225",956,472,"8,607",447,"1,272","1,718","2,338","2,077",569,155,31,-,"$164,500","$174,431","8,607","5,699","3,077","$1,583","2,908",691,$626,"11,046","10,573",473,"$1,002","$1,021","6,320","8,611"
0,60610,227.0,"27,353","23,269","9,261","14,008",1.68,1.55,"4,084",234,620,"1,414","9,495",2.5,"14,628",4.2,"15,549","21,724","27,353","2,246",888,"1,358",433,930,"1,432",986,"21,312",14,-,1,"27,353","1,041","3,797","2,943","2,854","4,843","3,769","1,563",809,"5,734","23,269","15,003","5,324","1,557","1,385","23,269","9,617","11,447","1,991",214,"23,269","12,047",248,"9,806",107,-,-,-,498,563,"23,269",-,53,536,"23,269","22,839",158,272,"9,261",138,13,147,646,"2,000","2,623","2,541",784,369,"$430,600","$599,535","9,261","6,065","1,732","$2,606","3,196",873,"$1,419","14,008","13,813",195,"$1,582","$1,543","5,034","10,039"
0,60603,7.0,847,564,325,239,1.73,1.73,283,58,32,193,383,15.1,271,11.8,561,414,847,10,5,5,-,5,-,12,820,-,-,-,847,108,334,16,9,108,9,5,17,241,564,478,81,5,-,564,223,276,59,6,564,196,-,365,-,-,-,-,3,-,564,-,-,11,564,544,20,-,325,3,-,-,25,5,92,118,60,22,"$676,900","$798,177",325,226,82,"$3,740",99,28,"$1,501",239,173,66,"$2,259","$2,383",59,129
0,60618,1077.0,"39,992","35,091","16,404","18,687",2.84,2.54,"4,901",607,906,843,"17,011",3.6,"19,593",4.6,"46,539","47,488","39,992","10,267","8,936","1,331","10,333","9,109","5,057","2,399","2,747",64,16,2,"39,992","1,291","3,518","1,248",826,"1,091","1,645","2,092","1,828","26,453","35,091","19,900","7,909","3,791","3,491","35,091","5,272","16,858","10,659","2,302","35,091","31,723",442,"2,336",43,-,-,-,200,347,"35,091",25,133,675,"35,091","34,271",620,200,"16,404",177,268,475,"1,222","3,383","5,365","4,272","1,138",104,"$386,400","$493,825","16,404","12,373","4,173","$2,485","4,031",994,$844,"18,687","18,382",305,"$1,187","$1,288","7,263","16,262"
0,60606,45.0,"2,500","2,084",912,"1,172",1.56,1.43,416,11,95,212,923,1.2,"1,267",7.5,"1,420","1,681","2,500",18,-,18,13,27,-,-,"2,442",-,-,-,"2,500",393,978,150,18,-,49,-,86,826,"2,084","1,570",415,99,-,"2,084",740,"1,221",106,17,"2,084",925,-,"1,137",-,-,-,-,-,22,"2,084",-,-,69,"2,084","2,012",19,53,912,16,-,-,-,236,332,263,48,17,"$421,500","$499,325",912,639,109,"$2,874",273,65,"$1,113","1,172","1,172",-,"$2,177","$2,116",246,930
