,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,11204,"25,732","23,601","8,748","14,853",3.62,3.04,"2,131",122,620,400,"8,870",1.4,"15,473",4.0,"31,704","45,157","25,732","5,609","1,976","3,633","7,128","5,890","1,177","1,060","4,824",44,-,2,"25,732",179,937,679,694,848,"1,608","2,231","2,596","15,960","23,601","9,148","6,820","3,532","4,101","23,601","10,649","9,636","2,788",528,"23,601","18,966",683,"1,004","2,233",5,31,65,239,375,"23,601",33,134,237,"23,601","19,649","2,786","1,166","8,748",159,154,126,129,201,639,"4,634","2,410",296,"$825,500","$839,195","8,748","4,366","2,835","$3,247","4,382","1,359",$955,"14,853","14,106",747,"$1,375","$1,399","8,893","12,512"
0,11205,"17,664","16,294","3,925","12,369",2.72,2.65,"1,370",126,356,94,"4,051",3.1,"12,725",2.8,"10,687","32,818","17,664",934,237,697,"1,284","2,632","2,011","1,772","9,031",-,-,-,"17,664","1,018","1,891",514,192,511,"1,330","1,962","2,870","7,376","16,294","8,134","4,092","1,873","2,195","16,294","10,770","4,794",610,120,"16,294","11,169",270,"2,384","1,752",15,-,-,250,454,"16,294",55,103,257,"16,294","14,674",924,696,"3,925",56,14,24,83,298,643,"1,531",664,612,"$715,000","$1,075,749","3,925","2,675","1,213","$2,598","1,250",214,$687,"12,369","12,125",244,"$1,420","$1,543","6,141","6,917"
0,11206,"32,775","31,042","3,274","27,768",3.50,2.75,"1,733",16,418,91,"3,290",0.5,"28,186",1.5,"11,470","76,276","32,775","1,151",522,629,"2,253","4,429","5,132","4,105","15,548",48,109,1,"32,775","1,326","4,430","2,146","1,320","2,663","4,144","4,186","2,281","10,279","31,042","13,505","8,789","3,957","4,791","31,042","22,238","7,608",920,276,"31,042","22,875",539,"4,053","2,364",48,-,-,360,803,"31,042",99,113,792,"31,042","27,712","1,800","1,530","3,274",242,62,47,151,131,465,"1,392",716,68,"$655,200","$701,557","3,274","1,986",903,"$2,605","1,288",239,$673,"27,768","27,262",506,"$1,068","$1,278","14,166","14,147"
0,11207,"37,265","33,240","8,440","24,800",3.20,2.52,"4,025",220,"1,389",245,"8,660",2.5,"26,189",5.3,"27,011","62,598","37,265","5,049","1,071","3,978","8,512","9,318","3,572","2,037","8,726",25,26,1,"37,265",953,"3,237","2,112","1,498","2,633","5,072","4,468","2,212","15,080","33,240","14,689","9,204","4,853","4,494","33,240","20,015","9,676","2,925",624,"33,240","28,367",469,"2,087","1,458",27,-,10,281,541,"33,240",146,186,"1,153","33,240","30,358","2,107",775,"8,440",304,115,80,99,800,"3,262","3,367",344,69,"$470,400","$501,705","8,440","6,167","3,790","$2,499","2,273",476,$744,"24,800","24,245",555,"$1,178","$1,169","14,514","16,115"
0,11208,"36,961","32,181","8,377","23,804",3.32,2.95,"4,780",339,"1,441","2,032","8,716",3.9,"25,245",5.7,"27,836","70,186","36,961","4,625","1,417","3,208","10,571","10,628","2,400",958,"7,631",148,-,4,"36,961","1,102","2,958","1,890","1,509","2,948","4,135","4,254","2,366","15,799","32,181","14,047","9,433","4,080","4,621","32,181","19,390","10,041","2,320",430,"32,181","28,492",564,"1,430","1,204",-,-,39,151,301,"32,181",230,192,829,"32,181","25,852","4,268","2,061","8,377",284,68,139,41,532,"3,879","3,353",46,35,"$466,200","$461,207","8,377","6,135","3,815","$2,571","2,242",617,$758,"23,804","23,196",608,"$1,260","$1,230","12,466","18,186"
0,11209,"33,223","29,297","11,028","18,269",2.51,2.17,"3,926",236,"1,513",299,"11,264",2.1,"19,782",7.6,"27,701","39,734","33,223","5,392","2,101","3,291","5,543","2,592","2,879","1,382","15,293",118,24,4,"33,223",152,666,491,"1,308","1,548","2,745","4,305","3,642","18,366","29,297","13,455","7,076","4,168","4,598","29,297","13,024","12,177","3,551",545,"29,297","19,679",873,"2,033","5,676",9,20,12,536,459,"29,297",88,126,521,"29,297","26,826","1,027","1,444","11,028",176,77,277,380,"1,209","1,638","4,221","2,714",336,"$753,600","$766,006","11,028","5,637","2,089","$2,561","5,391","1,390",$979,"18,269","17,700",569,"$1,510","$1,553","8,230","15,752"
0,11210,"24,128","22,267","9,906","12,361",3.39,2.68,"1,861",178,381,59,"10,084",1.8,"12,742",3.0,"33,557","33,181","24,128","7,919","4,717","3,202","3,569","1,438",590,495,"10,105",12,-,-,"24,128",146,329,195,322,659,"2,295","3,309","3,007","13,866","22,267","7,607","5,991","4,241","4,428","22,267","8,810","9,042","3,631",784,"22,267","18,388",402,"1,005","2,098",6,19,-,165,184,"22,267",127,151,223,"22,267","19,833","1,401","1,033","9,906",145,52,103,350,449,"2,399","4,988","1,238",182,"$623,100","$717,751","9,906","6,989","3,673","$2,792","2,917",541,"$1,020","12,361","12,086",275,"$1,353","$1,368","6,210","11,052"
0,11211,"42,322","39,384","6,484","32,900",2.66,2.57,"2,938",106,"1,050",402,"6,590",1.6,"33,950",3.1,"17,254","84,619","42,322","1,825",667,"1,158","3,093","6,793","7,645","3,890","19,031",45,-,1,"42,322","4,282","6,486","2,031","1,469","2,266","3,441","2,420","2,174","17,753","39,384","20,985","7,892","4,604","5,903","39,384","26,446","11,086","1,648",204,"39,384","27,251",881,"6,638","3,491",30,-,11,278,804,"39,384",63,245,755,"39,384","35,313","2,368","1,703","6,484",93,106,36,104,253,365,"2,272","2,391",864,"$1,002,900","$1,161,767","6,484","3,837","1,492","$3,327","2,647",824,$896,"32,900","32,295",605,"$1,789","$1,907","16,095","16,602"
0,11212,"34,885","31,454","4,649","26,805",2.93,2.10,"3,431",79,"1,190",53,"4,728",1.7,"27,995",4.3,"13,601","56,393","34,885","3,109",425,"2,684","3,967","6,843","2,544","1,649","16,761",12,-,-,"34,885",633,"1,387",914,"2,721","2,572","4,538","4,859","3,686","13,575","31,454","12,955","8,891","4,829","4,779","31,454","22,929","6,555","1,666",304,"31,454","25,170",389,"2,209","2,859",18,-,-,338,471,"31,454",191,210,"1,814","31,454","29,665","1,077",712,"4,649",271,87,58,49,310,"2,642","1,213",10,9,"$425,400","$401,893","4,649","2,911","1,656","$2,540","1,738",571,$770,"26,805","26,225",580,$953,$961,"16,501","15,310"
0,11213,"27,467","25,027","3,903","21,124",3.50,2.45,"2,440",102,763,171,"4,005",2.5,"21,887",3.5,"13,677","51,726","27,467","2,046",470,"1,576","4,064","3,671","2,188","2,914","12,580",4,-,-,"27,467",377,683,577,650,918,"1,504","1,983","1,409","19,366","25,027","10,318","6,831","3,571","4,307","25,027","16,991","6,690","1,099",247,"25,027","19,069",383,"1,720","3,164",-,-,-,265,426,"25,027",150,221,456,"25,027","22,742","1,602",683,"3,903",103,39,120,6,149,289,"2,033","1,031",133,"$776,300","$856,684","3,903","2,551","1,373","$3,149","1,352",376,$972,"21,124","20,574",550,"$1,236","$1,254","12,327","15,661"
0,11214,"33,770","31,933","10,629","21,304",3.12,2.76,"1,837",185,186,332,"10,814",1.7,"21,490",0.9,"33,180","58,707","33,770","4,714","1,428","3,286","7,267","7,837","2,550","1,671","9,638",61,32,2,"33,770",193,"1,526",898,798,"1,992","4,278","4,418","4,347","15,320","31,933","13,000","10,170","4,080","4,683","31,933","14,200","13,307","3,671",755,"31,933","26,198",727,"1,196","2,957",20,26,-,369,440,"31,933",75,240,592,"31,933","27,626","2,704","1,603","10,629",172,138,94,160,677,"1,287","6,123","1,843",135,"$711,400","$739,228","10,629","5,187","3,087","$2,801","5,442","1,573",$929,"21,304","20,470",834,"$1,360","$1,354","10,945","17,833"
0,11215,"30,920","28,635","11,611","17,024",2.80,2.19,"2,285",110,635,214,"11,721",0.9,"17,659",3.6,"32,514","37,203","30,920","4,066",844,"3,222","5,007","5,955","7,742","3,097","4,951",83,19,3,"30,920",821,"1,694",532,590,736,771,"1,472","1,550","22,754","28,635","15,180","5,861","3,135","4,459","28,635","14,784","12,046","1,428",377,"28,635","20,709",930,"2,551","3,664",16,22,23,402,318,"28,635",131,225,784,"28,635","27,265",776,594,"11,611",98,38,106,64,159,655,"3,578","3,760","3,153","$1,138,500","$1,507,166","11,611","7,667","2,019","$3,493","3,944",580,$883,"17,024","16,775",249,"$2,216","$2,216","6,243","9,435"
0,11216,"27,273","24,079","5,328","18,751",2.87,2.15,"3,194",150,"1,184",100,"5,478",2.7,"19,935",5.9,"15,314","40,382","27,273","1,843",374,"1,469","3,531","7,880","4,898","3,807","5,256",20,38,1,"27,273",648,915,703,921,"1,290",969,"1,077","1,563","19,187","24,079","12,188","5,654","2,381","3,856","24,079","16,641","6,220",988,230,"24,079","17,528",333,"2,309","3,359",32,-,-,169,349,"24,079",110,104,810,"24,079","22,632",444,"1,003","5,328",126,96,38,10,76,317,"1,625","2,271",769,"$1,073,700","$1,168,531","5,328","3,429","1,646","$3,369","1,899",451,$861,"18,751","18,322",429,"$1,408","$1,511","8,973","12,913"
0,11217,"19,287","17,447","5,217","12,230",2.60,2.21,"1,840",105,490,185,"5,322",2.0,"12,720",3.9,"13,555","27,089","19,287","1,327",333,994,"2,356","4,115","3,310","1,349","6,825",-,5,-,"19,287","1,187","1,367",437,430,823,"1,169","1,056","1,271","11,547","17,447","9,345","3,714","1,975","2,413","17,447","11,877","4,934",559,77,"17,447","11,248",533,"2,775","2,125",17,11,33,295,410,"17,447",153,276,419,"17,447","16,465",527,455,"5,217",67,27,10,48,105,374,"1,565","1,304","1,717","$1,163,200","$1,527,041","5,217","3,540",803,"$3,580","1,677",347,$981,"12,230","12,040",190,"$2,015","$1,958","4,184","5,678"
0,11218,"26,025","24,866","9,106","15,760",3.08,2.90,"1,159",-,351,170,"9,106",-,"16,111",2.2,"28,070","45,724","26,025","3,939","1,990","1,949","4,768","3,068","1,494","1,310","11,358",70,18,3,"26,025",148,846,471,765,"1,012","3,691","2,940","2,495","13,657","24,866","10,156","6,354","4,056","4,300","24,866","12,235","9,865","2,379",387,"24,866","17,770",648,"1,401","3,970",11,23,8,464,571,"24,866",62,149,568,"24,866","21,432","2,097","1,337","9,106",81,101,178,85,794,"1,411","3,854","2,333",269,"$751,100","$804,186","9,106","5,769","2,044","$2,487","3,337",781,$852,"15,760","15,368",392,"$1,550","$1,603","8,148","13,448"
0,11219,"27,060","24,430","6,687","17,743",3.53,3.68,"2,630",143,676,472,"6,830",2.1,"18,419",3.7,"23,574","65,372","27,060","2,907","1,074","1,833","6,445","7,250","2,587","1,417","6,368",48,38,2,"27,060",225,"1,453","1,115","1,657","1,423","2,657","2,308","2,460","13,762","24,430","9,163","6,854","3,507","4,906","24,430","13,438","8,805","1,800",387,"24,430","19,275",581,"1,109","2,978",16,28,8,167,268,"24,430",57,157,638,"24,430","18,165","3,932","2,333","6,687",78,65,77,32,178,552,"3,376","1,982",347,"$864,700","$966,252","6,687","3,119","2,230","$3,039","3,568","1,183","$1,051","17,743","17,121",622,"$1,394","$1,418","11,989","15,150"
0,11220,"30,370","28,083","7,302","20,781",3.18,3.47,"2,287",139,695,253,"7,441",1.9,"21,476",3.2,"23,233","72,095","30,370","2,263",552,"1,711","8,298","7,251","5,367","2,565","4,592",8,26,-,"30,370",302,"1,089",828,818,"1,751","2,138","1,910","2,698","18,836","28,083","11,538","8,359","4,330","3,856","28,083","17,951","8,280","1,456",396,"28,083","23,421",723,"1,120","2,308",-,-,-,226,285,"28,083",95,282,767,"28,083","21,551","4,047","2,485","7,302",488,122,65,104,277,825,"3,105","1,972",344,"$827,800","$909,394","7,302","3,332","2,142","$2,984","3,970",956,$840,"20,781","20,270",511,"$1,355","$1,333","11,891","16,964"
0,11221,"34,797","30,871","6,646","24,225",3.33,2.50,"3,926",169,"1,612",191,"6,815",2.5,"25,837",6.2,"22,133","60,667","34,797","2,884",521,"2,363","6,746","10,158","6,213","2,798","5,940",38,20,1,"34,797","1,260","2,318","2,289","1,478","2,285","1,573","1,247","1,503","20,844","30,871","15,220","7,939","3,685","4,027","30,871","19,786","8,902","1,540",643,"30,871","24,560",695,"2,506","2,496",-,-,-,138,476,"30,871",273,306,"1,092","30,871","28,833","1,448",590,"6,646",226,131,74,24,303,872,"2,603","2,013",400,"$784,600","$945,241","6,646","4,780","2,855","$3,075","1,866",383,$775,"24,225","23,639",586,"$1,372","$1,449","13,271","16,123"
0,11222,"18,656","17,256","3,091","14,165",2.71,1.97,"1,400",70,400,208,"3,161",2.2,"14,565",2.7,"8,384","27,923","18,656",977,373,604,"1,754","4,388","8,334","1,288","1,909",6,-,-,"18,656",783,"1,290",479,347,660,"1,144","1,129","1,268","11,556","17,256","9,523","3,574","1,501","2,658","17,256","10,634","5,670",792,160,"17,256","12,860",427,"1,858","1,687",-,-,-,175,249,"17,256",122,244,311,"17,256","16,508",450,298,"3,091",80,28,78,32,192,297,"1,152",791,441,"$818,200","$1,078,890","3,091","1,678",645,"$3,060","1,413",315,$769,"14,165","13,898",267,"$1,966","$2,009","6,131","9,311"
0,11223,"30,438","27,958","9,964","17,994",3.28,2.73,"2,480",95,251,430,"10,059",0.9,"18,245",1.4,"32,640","49,046","30,438","6,526","3,130","3,396","7,310","4,968","1,362",380,"9,878",14,-,-,"30,438",359,"1,034",321,599,634,"2,828","5,211","2,676","16,776","27,958","11,015","7,869","4,237","4,837","27,958","12,457","10,949","3,753",799,"27,958","23,495",721,963,"2,181",13,13,-,282,290,"27,958",98,134,339,"27,958","24,566","2,226","1,166","9,964",152,123,214,127,433,885,"5,818","1,853",359,"$752,200","$802,622","9,964","4,792","2,950","$2,986","5,172","1,533",$931,"17,994","17,351",643,"$1,318","$1,288","10,375","13,615"
0,11224,"20,334","18,725","5,203","13,522",2.50,2.40,"1,609",52,308,117,"5,255",1.0,"13,830",2.2,"13,009","32,437","20,334","1,944",634,"1,310","1,167","1,057",596,485,"15,017",32,36,2,"20,334",254,389,894,"1,134","3,852","7,725","2,141","1,004","2,941","18,725","5,619","5,653","4,343","3,110","18,725","10,484","6,550","1,401",290,"18,725","13,306",428,"1,960","1,470",-,13,14,469,"1,065","18,725",89,223,388,"18,725","17,584",679,462,"5,203",353,60,97,125,950,"2,165","1,229",153,71,"$386,400","$473,588","5,203","1,982",768,"$2,021","3,221",504,$522,"13,522","13,371",151,$822,$905,"7,526","7,060"
0,11225,"25,461","24,105","3,777","20,328",2.96,2.34,"1,356",21,502,19,"3,798",0.6,"20,830",2.4,"11,177","47,612","25,461","2,329",552,"1,777","2,208","1,523","1,425","1,724","16,169",50,33,2,"25,461",360,376,232,487,"1,244","2,663","1,739","2,290","16,070","24,105","10,372","5,699","3,118","4,916","24,105","16,505","6,291","1,049",260,"24,105","16,735",483,"1,227","4,576",-,-,-,396,688,"24,105",84,144,485,"24,105","22,423","1,132",550,"3,777",153,17,115,101,235,449,"1,353","1,068",286,"$776,200","$955,513","3,777","2,512","1,181","$2,732","1,265",253,$855,"20,328","19,736",592,"$1,395","$1,465","10,395","17,449"
0,11226,"40,323","36,733","4,564","32,169",3.22,2.64,"3,590",176,"1,556",104,"4,740",3.7,"33,725",4.6,"14,707","84,783","40,323","2,642","1,326","1,316","3,499","2,421","2,079","2,906","26,763",13,-,-,"40,323",320,550,461,521,"1,224","2,443","3,417","3,000","28,387","36,733","15,014","9,361","5,704","6,654","36,733","24,343","10,377","1,724",289,"36,733","30,530",478,"1,635","3,094",-,8,5,473,510,"36,733",112,194,646,"36,733","31,800","2,698","2,235","4,564",103,207,50,73,224,"1,287","1,642",673,305,"$580,400","$808,559","4,564","3,156","1,369","$2,769","1,408",285,$832,"32,169","31,367",802,"$1,365","$1,397","17,087","28,933"
0,11228,"16,476","15,306","8,443","6,863",3.08,2.74,"1,170",104,253,323,"8,547",1.2,"7,116",3.6,"26,011","18,804","16,476","5,651","1,714","3,937","6,293","2,942",532,282,751,25,-,2,"16,476",39,358,415,410,454,"1,020","1,678","2,251","9,851","15,306","5,228","3,896","2,702","3,480","15,306","4,241","7,191","3,027",847,"15,306","12,970",398,454,"1,305",26,4,-,69,80,"15,306",6,149,117,"15,306","13,940","1,087",279,"8,443",123,140,52,42,185,471,"4,912","2,293",225,"$864,600","$923,337","8,443","4,276","2,251","$2,959","4,167","1,237","$1,016","6,863","6,421",442,"$1,416","$1,475","3,537","5,910"
0,11229,"33,104","30,946","14,601","16,345",2.99,2.43,"2,158",134,506,246,"14,735",0.9,"16,851",3.0,"43,605","39,739","33,104","10,270","5,258","5,012","5,416","2,119",659,758,"13,832",50,-,2,"33,104",214,865,330,482,"1,033","3,517","6,263","5,174","15,226","30,946","10,683","8,785","5,918","5,560","30,946","12,193","13,469","4,424",860,"30,946","25,994",546,"1,011","2,655",-,6,11,391,332,"30,946",58,127,378,"30,946","28,229","2,015",702,"14,601",204,216,440,729,"1,113","2,432","7,877","1,414",176,"$608,400","$657,983","14,601","7,300","3,429","$2,683","7,301","1,587",$867,"16,345","15,813",532,"$1,319","$1,288","8,818","12,718"
0,11230,"32,611","30,572","9,090","21,482",3.34,2.70,"2,039",230,484,206,"9,320",2.5,"21,966",2.2,"30,342","58,097","32,611","6,189","4,203","1,986","3,974","1,894","1,007","1,039","18,413",90,5,3,"32,611",212,660,658,939,"1,656","3,883","4,486","4,475","15,642","30,572","11,509","8,263","5,113","5,687","30,572","14,356","12,291","3,209",716,"30,572","20,636",819,"1,607","5,697",8,11,6,729,"1,059","30,572",71,322,577,"30,572","25,978","2,961","1,633","9,090",108,183,224,296,611,"1,188","3,797","2,328",355,"$770,600","$822,647","9,090","4,956","2,527","$2,915","4,134","1,047","$1,071","21,482","20,707",775,"$1,360","$1,391","12,768","17,555"
0,11231,"16,878","15,702","4,919","10,783",2.80,2.23,"1,176",175,189,71,"5,094",3.4,"10,972",1.7,"13,752","24,017","16,878","1,624",458,"1,166","2,161","5,137","2,431",838,"4,686",1,-,-,"16,878",433,996,439,607,374,741,"1,534","1,237","10,517","15,702","7,398","3,821","2,146","2,337","15,702","9,205","5,568",796,133,"15,702","10,961",259,"1,928","1,822",-,25,17,201,489,"15,702",69,184,449,"15,702","14,656",656,390,"4,919",111,11,46,14,242,191,"1,127","1,341","1,836","$1,268,600","$1,636,208","4,919","3,384",975,"$3,763","1,535",265,$990,"10,783","10,615",168,"$1,749","$1,726","4,052","4,808"
0,11232,"9,287","8,812","2,222","6,590",2.96,2.88,475,9,149,101,"2,231",0.4,"6,739",2.2,"6,587","18,999","9,287",737,210,527,"1,659","2,062","1,839","1,078","1,885",27,-,3,"9,287",141,541,230,394,150,375,613,654,"6,189","8,812","4,545","2,115","1,091","1,061","8,812","5,637","2,797",283,95,"8,812","6,293",266,769,"1,217",-,-,-,108,159,"8,812",-,76,150,"8,812","7,221",906,685,"2,222",51,52,74,43,144,390,823,619,26,"$705,600","$764,674","2,222","1,164",478,"$2,457","1,058",195,$642,"6,590","6,545",45,"$1,492","$1,535","3,630","5,512"
0,11233,"32,088","29,345","6,657","22,688",3.15,2.40,"2,743",90,"1,043",42,"6,747",1.3,"23,731",4.4,"20,967","54,368","32,088","2,333",578,"1,755","6,592","8,071","5,328","2,356","7,390",18,-,1,"32,088",683,"3,072","1,184",951,"1,021","2,363","1,502","1,360","19,952","29,345","12,843","8,762","3,981","3,759","29,345","19,036","7,844","1,954",511,"29,345","25,122",370,"1,576","1,715",-,19,10,163,370,"29,345",135,172,610,"29,345","27,435","1,276",634,"6,657",213,84,197,32,200,728,"3,048","1,873",282,"$755,900","$856,768","6,657","4,945","2,693","$2,679","1,712",446,$850,"22,688","22,142",546,"$1,175","$1,211","12,326","16,160"
0,11234,"33,947","31,835","21,649","10,186",3.13,2.72,"2,112",312,392,150,"21,961",1.4,"10,578",3.7,"67,801","27,737","33,947","16,491","6,028","10,463","10,773","3,188",243,126,"3,010",116,-,3,"33,947",74,"1,336",787,915,"2,206","6,688","6,807","4,809","10,325","31,835","8,452","10,151","6,409","6,823","31,835","7,812","14,003","7,732","2,288","31,835","27,986",643,924,"1,960",34,10,-,112,166,"31,835",124,123,294,"31,835","29,642","1,479",714,"21,649",500,286,374,335,818,"6,320","11,890",972,154,"$556,500","$567,056","21,649","14,547","6,979","$2,747","7,102","1,821",$894,"10,186","9,713",473,"$1,448","$1,455","4,923","8,067"
0,11235,"35,319","32,269","12,770","19,499",2.55,2.27,"3,050",510,338,582,"13,280",3.8,"19,837",1.7,"32,576","44,243","35,319","4,703","2,491","2,212","5,548","2,826","1,218",772,"20,210",26,16,1,"35,319",579,"2,436",810,921,"1,361","6,396","7,004","4,053","11,759","32,269","12,447","10,124","5,216","4,482","32,269","14,907","13,713","3,200",449,"32,269","25,261",552,"1,908","3,227",13,-,9,616,683,"32,269",109,266,401,"32,269","28,490","2,077","1,702","12,770",270,329,549,894,"1,783","2,092","5,304","1,150",399,"$534,300","$594,556","12,770","6,107","2,666","$2,447","6,663","1,484",$805,"19,499","18,894",605,"$1,321","$1,290","11,099","14,774"
0,11236,"35,587","33,282","16,228","17,054",3.30,2.65,"2,305",134,413,246,"16,362",0.8,"17,467",2.4,"53,550","45,213","35,587","7,426","2,648","4,778","18,015","5,356",761,634,"3,334",34,27,1,"35,587",135,658,503,737,"1,497","12,256","5,864","2,229","11,708","33,282","10,314","10,545","8,592","3,831","33,282","11,631","14,904","5,435","1,312","33,282","30,846",427,935,824,-,-,16,25,209,"33,282",86,147,399,"33,282","30,906","1,583",793,"16,228",306,168,78,223,621,"6,199","8,438",123,72,"$517,700","$528,570","16,228","13,396","7,953","$2,844","2,832",670,$872,"17,054","16,463",591,"$1,377","$1,318","8,243","13,396"
0,11237,"17,987","16,740","1,668","15,072",3.22,2.82,"1,247",26,538,28,"1,694",1.5,"15,610",3.4,"5,373","42,468","17,987",572,117,455,"1,832","3,461","9,874",834,"1,414",-,-,-,"17,987",241,904,546,752,916,871,"1,043","1,018","11,696","16,740","8,556","4,130","2,220","1,834","16,740","11,862","4,155",630,93,"16,740","13,670",386,"1,178","1,081",-,36,23,179,187,"16,740",60,117,972,"16,740","14,549","1,415",776,"1,668",37,48,13,8,58,305,924,266,9,"$651,800","$660,415","1,668",967,474,"$2,914",701,189,$824,"15,072","14,913",159,"$1,484","$1,610","8,394","11,800"
0,11238,"26,697","24,547","7,328","17,219",2.49,2.04,"2,150",48,590,91,"7,376",0.7,"17,809",3.3,"18,256","35,044","26,697","1,348",401,947,"2,512","4,842","4,129","2,887","10,909",59,11,2,"26,697",958,"1,322",644,550,"1,266","1,852","1,421","1,768","16,916","24,547","12,213","5,417","3,490","3,427","24,547","16,802","6,858",703,184,"24,547","17,285",641,"2,853","3,022",-,-,8,213,525,"24,547",129,157,550,"24,547","23,617",427,503,"7,328",217,109,87,107,267,556,"2,864","1,831","1,290","$886,100","$1,162,701","7,328","4,938","1,740","$2,978","2,390",340,$735,"17,219","16,897",322,"$1,730","$1,786","6,767","11,308"
