,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,10024,"34,032","28,751","11,343","17,408",2.29,1.85,"5,281",292,"1,004","2,259","11,635",2.5,"18,412",5.5,"25,956","32,120","34,032","1,138",545,593,386,671,"3,512","4,025","24,276",-,24,-,"34,032",149,261,774,"2,011","1,519","1,158","1,103","1,278","25,779","28,751","12,721","5,164","4,487","6,379","28,751","20,440","7,415",817,79,"28,751","12,759",867,"4,388","9,075",-,-,-,743,919,"28,751",234,652,494,"28,751","28,086",256,409,"11,343",214,75,194,24,164,521,"3,088","2,545","4,518","$1,540,500","$2,165,702","11,343","6,242","1,360","$3,726","5,101","1,066","$1,306","17,408","16,800",608,"$2,174","$2,109","6,146","8,807"
0,10025,"48,359","41,910","12,013","29,897",2.15,2.07,"6,449",197,"1,431","2,486","12,210",1.6,"31,328",4.6,"25,829","61,765","48,359",807,541,266,161,896,"2,171","4,320","39,956",48,-,1,"48,359",386,"1,510","1,015","1,585","3,143","6,118","3,365","2,202","29,035","41,910","17,945","8,185","6,262","9,518","41,910","30,677","9,941","1,145",147,"41,910","17,800",917,"6,707","13,827",11,-,128,"1,348","1,172","41,910",848,906,771,"41,910","40,398",573,939,"12,013",212,63,152,55,399,"1,015","3,970","3,806","2,341","$1,021,400","$1,358,256","12,013","6,930","1,459","$3,067","5,083",625,$719,"29,897","29,166",731,"$1,531","$1,738","13,256","16,331"
0,10026,"17,091","15,458","2,352","13,106",2.17,2.53,"1,633",106,519,47,"2,458",4.3,"13,625",3.8,"5,109","33,170","17,091",264,146,118,505,927,"1,083","3,115","11,141",56,-,3,"17,091",405,"2,434",961,"1,340",986,851,"1,770","1,246","7,098","15,458","6,593","4,396","2,647","1,822","15,458","12,074","2,919",397,68,"15,458","8,141",110,"2,333","4,107",-,-,-,316,451,"15,458",49,145,172,"15,458","14,775",388,295,"2,352",57,65,56,-,174,270,783,681,266,"$835,000","$973,413","2,352","1,623",579,"$3,121",729,113,"$1,101","13,106","12,883",223,"$1,163","$1,365","5,427","7,031"
0,10027,"26,506","23,811","3,237","20,574",2.49,2.39,"2,695",154,"1,297",112,"3,391",4.5,"21,871",5.9,"8,053","49,124","26,506",671,389,282,494,"2,112","1,926","3,512","17,791",-,-,-,"26,506","1,242","1,687",752,911,"1,285","1,951","4,075","1,402","13,201","23,811","10,929","5,748","3,364","3,770","23,811","18,250","4,856",533,172,"23,811","12,317",383,"2,471","7,676",8,4,-,478,474,"23,811",225,356,665,"23,811","22,525",836,450,"3,237",39,89,11,31,206,591,"1,322",535,413,"$689,200","$997,727","3,237","1,968",631,"$2,993","1,269",112,$439,"20,574","20,055",519,"$1,193","$1,352","9,721","12,429"
0,10028,"28,983","25,318","8,723","16,595",2.03,1.81,"3,665",154,870,"1,368","8,877",1.7,"17,465",5.0,"17,684","30,006","28,983",498,271,227,118,133,"1,302","4,749","22,183",-,-,-,"28,983",55,696,"1,128","2,473","3,000","5,671","3,801","1,253","10,906","25,318","13,870","4,328","2,970","4,150","25,318","18,297","6,536",424,61,"25,318","12,554",741,"5,669","5,260",13,-,-,584,497,"25,318",15,85,378,"25,318","24,351",197,770,"8,723",133,112,38,-,237,795,"2,092","2,292","3,024","$1,218,300","$1,847,670","8,723","3,614",718,"$3,525","5,109",825,"$1,170","16,595","16,202",393,"$2,329","$2,395","6,519","9,022"
0,10029,"34,108","31,690","2,149","29,541",2.12,2.42,"2,418",36,"1,078",346,"2,185",1.6,"30,619",3.5,"4,563","71,583","34,108",288,141,147,282,753,"2,276","4,063","26,404",42,-,1,"34,108","1,204","2,463","1,321","1,504","4,142","6,360","5,608","3,790","7,716","31,690","12,589","7,800","4,732","6,569","31,690","25,925","5,068",635,62,"31,690","17,258",428,"7,232","5,298",-,-,15,318,"1,141","31,690",168,176,"1,110","31,690","29,260","1,325","1,105","2,149",276,40,69,82,106,211,560,339,466,"$693,200","$1,297,280","2,149",922,277,"$2,776","1,227",131,$918,"29,541","29,188",353,$923,"$1,080","14,377","15,110"
0,10030,"13,940","12,736","1,471","11,265",2.40,2.28,"1,204",20,326,44,"1,491",1.3,"11,591",2.8,"3,536","25,727","13,940",472,203,269,527,669,"1,051","3,275","7,946",-,-,-,"13,940",328,"1,105","1,251","1,067",832,"1,279",929,"1,163","5,986","12,736","5,630","3,708","2,058","1,340","12,736","10,148","2,017",531,40,"12,736","6,505",440,"1,425","3,751",32,-,-,225,358,"12,736",60,70,283,"12,736","11,740",621,375,"1,471",21,63,13,32,189,236,632,186,99,"$606,500","$857,909","1,471","1,075",406,"$2,371",396,40,$750,"11,265","11,072",193,$988,"$1,106","5,769","6,904"
0,10031,"23,802","21,959","2,734","19,225",2.68,2.73,"1,843",75,254,73,"2,809",2.7,"19,479",1.3,"7,326","52,391","23,802",589,214,375,529,883,"1,657","2,857","17,262",18,7,1,"23,802",202,302,332,207,"1,424","1,233","1,213","1,622","17,267","21,959","9,676","4,387","3,583","4,313","21,959","17,316","3,912",610,121,"21,959","8,100",431,"1,228","11,017",319,-,28,428,408,"21,959",226,374,577,"21,959","20,071","1,021",867,"2,734",147,189,103,165,326,603,600,342,259,"$417,000","$698,993","2,734","1,101",366,"$2,229","1,633",134,$341,"19,225","18,438",787,"$1,365","$1,484","9,966","13,848"
0,10032,"22,574","21,222","1,742","19,480",2.19,3.05,"1,352",35,318,269,"1,777",2.0,"19,798",1.6,"3,811","59,336","22,574",348,249,99,152,379,701,"2,075","18,843",58,18,3,"22,574",280,170,545,419,944,"1,690","1,310","2,695","14,521","21,222","8,322","4,130","3,276","5,494","21,222","16,657","3,860",634,71,"21,222","9,356",334,"1,644","8,961",-,43,18,396,470,"21,222",70,92,415,"21,222","18,695","1,418","1,109","1,742",206,69,82,20,151,344,582,180,108,"$499,600","$628,415","1,742",907,303,"$2,469",835,191,$747,"19,480","19,031",449,"$1,219","$1,318","9,881","14,408"
0,10033,"20,794","19,652","2,054","17,598",2.13,3.09,"1,142",61,292,203,"2,115",2.9,"17,890",1.6,"4,374","54,358","20,794",272,150,122,158,301,359,"1,971","17,733",-,-,-,"20,794",81,334,139,279,572,"2,174","1,531","2,676","13,008","19,652","7,346","3,664","3,773","4,869","19,652","14,498","4,457",557,140,"19,652","7,857",482,"1,499","8,964",-,22,-,387,441,"19,652",65,181,429,"19,652","17,318","1,516",818,"2,054",24,68,11,30,178,732,729,267,15,"$495,800","$574,542","2,054","1,096",203,"$1,911",958,81,$442,"17,598","17,126",472,"$1,412","$1,460","8,362","13,504"
0,10034,"16,650","16,095","1,500","14,595",2.12,2.72,555,66,207,118,"1,566",4.2,"14,802",1.4,"3,180","39,694","16,650",165,121,44,127,112,239,742,"15,244",-,21,-,"16,650",68,123,241,320,527,864,"1,804","2,203","10,500","16,095","6,330","4,070","2,515","3,180","16,095","11,926","3,676",434,59,"16,095","5,498",276,884,"8,713",-,-,-,454,270,"16,095",28,50,498,"16,095","13,775","1,512",808,"1,500",117,11,15,49,341,620,325,10,12,"$342,600","$427,107","1,500",933,112,"$1,834",567,30,$367,"14,595","14,178",417,"$1,330","$1,323","6,723","11,520"
0,10035,"15,531","14,428","1,191","13,237",2.37,2.26,"1,103",29,548,39,"1,220",2.4,"13,785",4.0,"2,821","29,913","15,531",236,87,149,176,"1,670","1,073","2,428","9,891",18,39,1,"15,531",568,"2,369","1,091",926,"2,357","1,518","2,180",849,"3,673","14,428","6,429","4,340","1,897","1,762","14,428","11,412","2,628",353,35,"14,428","6,697",185,"2,587","4,415",-,-,-,155,389,"14,428",201,157,574,"14,428","13,294",549,585,"1,191",14,23,-,16,40,409,328,231,130,"$592,800","$820,943","1,191",867,276,"$2,403",324,59,"$1,069","13,237","13,009",228,$866,"$1,047","6,198","6,295"
0,10036,"19,779","16,183","1,565","14,618",1.92,1.63,"3,596",114,"1,284",938,"1,679",6.8,"15,902",8.1,"3,006","23,825","19,779",320,281,39,91,95,"1,020","1,567","16,671",15,-,1,"19,779","2,337","5,199","1,399","1,446","1,917",679,377,548,"5,877","16,183","10,090","3,376","1,288","1,429","16,183","13,747","2,028",373,35,"16,183","4,776",213,"8,415","1,871",38,-,10,279,581,"16,183",85,472,368,"16,183","15,618",95,470,"1,565",-,-,-,-,16,198,596,540,215,"$976,900","$1,092,263","1,565",960,233,"$3,632",605,88,"$1,428","14,618","14,486",132,"$2,151","$2,100","6,533","5,841"
0,10037,"10,583","9,731",485,"9,246",2.47,2.12,852,20,426,41,505,4.0,"9,672",4.4,"1,200","19,579","10,583",211,128,83,85,401,331,514,"9,027",-,14,-,"10,583",504,588,321,453,816,"2,539","2,338","1,645","1,379","9,731","4,104","2,582","1,400","1,645","9,731","7,581","1,849",240,61,"9,731","5,229",242,"1,257","2,615",36,11,-,113,228,"9,731",13,31,214,"9,731","9,047",588,96,485,29,-,43,-,70,155,38,56,94,"$422,100","$964,426",485,158,29,"$1,881",327,37,$380,"9,246","9,175",71,"$1,153","$1,217","4,012","6,674"
0,10038,"11,720","10,210","2,732","7,478",2.04,2.13,"1,510",-,301,533,"2,732",-,"7,779",3.9,"5,565","15,954","11,720",124,124,-,55,250,239,328,"10,690",34,-,3,"11,720",548,"1,555",217,596,"1,819","1,518","1,463",768,"3,236","10,210","5,434","2,024","1,005","1,747","10,210","8,084","1,761",344,21,"10,210","3,447",78,"4,780",779,16,14,-,594,502,"10,210",24,22,273,"10,210","9,460",464,286,"2,732",251,18,44,24,5,338,"1,198",648,206,"$787,400","$857,308","2,732",885,280,"$4,001","1,847",262,$613,"7,478","7,390",88,"$2,396","$2,104","3,016","1,732"
0,10039,"11,939","11,210","1,515","9,695",2.33,2.46,729,7,246,37,"1,522",0.5,"9,941",2.5,"3,536","23,864","11,939",99,67,32,78,92,504,"2,183","8,976",-,7,-,"11,939",252,"1,379",413,669,797,"2,917","1,699",888,"2,925","11,210","4,464","3,694","1,162","1,890","11,210","9,033","1,850",320,7,"11,210","4,434",211,"1,719","4,143",-,-,-,122,581,"11,210",39,48,184,"11,210","10,481",534,195,"1,515",257,69,16,10,97,385,579,54,48,"$458,900","$509,564","1,515",915,212,"$2,179",600,68,$455,"9,695","9,351",344,$931,$998,"4,654","5,921"
0,10040,"17,282","16,181","1,679","14,502",2.02,2.73,"1,101",65,299,140,"1,744",3.7,"14,801",2.0,"3,386","39,619","17,282",221,151,70,226,81,135,702,"15,908",9,-,1,"17,282",124,151,218,143,663,"1,782","2,132","2,249","9,820","16,181","6,530","3,406","2,890","3,355","16,181","12,576","3,129",378,98,"16,181","5,348",160,"1,074","8,820",-,-,33,378,368,"16,181",23,51,505,"16,181","14,253","1,098",830,"1,679",299,40,-,-,215,557,528,40,-,"$394,500","$393,633","1,679",765,119,"$1,691",914,61,$318,"14,502","14,148",354,"$1,362","$1,380","8,440","12,222"
0,10044,"5,427","4,748",936,"3,812",2.01,2.16,679,59,385,101,995,5.9,"4,197",9.2,"1,880","8,219","5,427",-,-,-,65,-,7,44,"5,311",-,-,-,"5,427",122,"1,828",328,452,"1,879",534,81,11,192,"4,748","2,826",839,733,350,"4,748","3,758",914,37,39,"4,748","1,197",37,"3,114",195,-,-,11,82,112,"4,748",-,43,223,"4,748","4,269",119,360,936,18,-,32,-,24,63,502,297,-,"$692,000","$759,217",936,535,259,"$3,660",401,122,"$1,279","3,812","3,746",66,"$2,520","$2,450","1,689","1,602"
0,10065,"21,156","14,844","5,365","9,479",1.96,1.82,"6,312",510,"1,159","3,710","5,875",8.7,"10,638",10.9,"10,536","17,272","21,156",674,320,354,172,408,522,"1,575","17,805",-,-,-,"21,156",298,"1,046",641,"1,938","1,605","3,972","3,258","1,621","6,777","14,844","7,807","2,674","1,916","2,447","14,844","10,595","3,462",733,54,"14,844","6,570",155,"4,367","2,528",-,-,-,566,658,"14,844",-,27,215,"14,844","14,226",319,299,"5,365",54,61,69,-,20,667,"1,063","1,111","2,320","$1,548,500","$2,336,492","5,365","2,109",592,"$4,001","3,256",667,"$1,092","9,479","9,291",188,"$2,472","$2,497","3,721","4,599"
0,10069,"3,402","2,552",675,"1,877",2.15,1.94,850,-,122,479,675,-,"1,999",6.1,"1,449","3,636","3,402",11,11,-,-,-,-,-,"3,391",-,-,-,"3,402",517,"1,745",993,48,99,-,-,-,-,"2,552","1,747",670,104,31,"2,552","1,748",781,-,23,"2,552",715,46,"1,256",185,-,51,-,106,193,"2,552",24,63,120,"2,552","2,356",88,108,675,-,-,-,-,-,-,122,178,375,"$2,000,001","$2,576,296",675,320,104,"$4,001",355,105,"$1,501","1,877","1,866",11,"$3,123","$2,571",786,613
0,10075,"12,599","11,035","4,933","6,102",1.94,1.88,"1,564",236,490,743,"5,169",4.6,"6,592",7.4,"9,553","11,456","12,599",238,210,28,212,302,387,"1,327","10,064",69,-,5,"12,599",70,199,307,"1,382","1,117","2,545","1,304","1,029","4,646","11,035","4,867","2,737","1,288","2,143","11,035","6,875","3,640",445,75,"11,035","4,892",381,"2,541","2,397",-,-,-,211,613,"11,035",16,99,56,"11,035","10,366",515,154,"4,933",133,-,-,133,16,550,"1,475","1,323","1,303","$1,050,600","$1,666,781","4,933","1,944",349,"$2,689","2,989",247,$975,"6,102","5,750",352,"$2,280","$2,372","2,821","3,271"
0,10128,"34,790","30,691","10,129","20,562",2.05,1.86,"4,099",374,878,"1,724","10,503",3.6,"21,440",4.1,"20,745","38,183","34,790",667,292,375,217,197,"1,175","4,483","28,051",-,-,-,"34,790",79,"1,727","2,220","4,651","5,153","4,744","1,974","1,630","12,612","30,691","16,180","5,938","4,057","4,516","30,691","22,352","7,441",734,164,"30,691","13,042",857,"9,139","6,263",21,12,-,498,859,"30,691",75,183,485,"30,691","29,505",577,609,"10,129",360,98,74,14,120,"1,021","3,279","1,999","3,164","$1,022,400","$1,815,897","10,129","5,061","1,310","$3,685","5,068",742,"$1,097","20,562","20,170",392,"$2,198","$2,170","8,063","10,018"
0,10280,"5,234","4,560","1,233","3,327",2.05,2.06,674,-,89,275,"1,233",-,"3,416",2.6,"2,531","6,853","5,234",-,-,-,-,-,18,-,"5,216",-,-,-,"5,234",29,379,666,"3,695",388,65,-,-,12,"4,560","2,754","1,157",386,263,"4,560","3,592",845,99,24,"4,560","1,072",31,"2,811",372,-,-,-,114,160,"4,560",26,26,110,"4,560","4,179",282,99,"1,233",-,-,-,-,-,136,517,342,238,"$910,500","$1,330,105","1,233",618,233,"$4,001",615,189,"$1,501","3,327","3,213",114,"$3,332","$3,217","1,064",439
0,10282,"2,780","2,231",192,"2,039",3.53,2.41,549,-,290,50,192,-,"2,329",12.5,677,"4,916","2,780",13,13,-,-,-,-,-,"2,767",-,-,-,"2,780",278,"1,508",821,142,18,-,-,-,13,"2,231","1,816",338,77,-,"2,231","1,552",627,40,12,"2,231",611,40,"1,341",44,-,-,79,15,101,"2,231",-,-,49,"2,231","2,059",172,-,192,-,-,-,13,-,-,79,16,84,-,"$1,924,781",192,105,-,"$3,170",87,-,"$1,501","2,039","2,039",-,"$3,501","$2,984",383,654
0,10301,"16,366","14,489","6,587","7,902",2.68,2.39,"1,877",297,580,131,"6,884",4.3,"8,482",6.8,"17,675","18,858","16,366","5,060","4,017","1,043","4,001","1,086",582,312,"5,289",36,-,2,"16,366",150,715,573,812,"1,663","2,388","2,001","1,305","6,759","14,489","5,966","4,319","2,156","2,048","14,489","4,808","5,383","3,273","1,025","14,489","11,615",197,490,"1,943",-,10,-,78,156,"14,489",34,76,714,"14,489","13,639",560,290,"6,587",72,77,183,205,776,"2,649","2,307",211,107,"$454,600","$527,140","6,587","4,321","1,666","$2,483","2,266",670,$917,"7,902","7,764",138,"$1,291","$1,252","3,787","5,994"
0,10302,"6,877","6,149","3,616","2,533",3.12,2.68,728,213,204,92,"3,829",5.6,"2,737",7.5,"11,278","6,797","6,877","3,379","2,676",703,"2,669",247,189,134,247,-,12,-,"6,877",8,436,394,167,425,614,684,648,"3,501","6,149","2,135","2,134",905,975,"6,149","1,446","2,162","1,678",863,"6,149","5,006",47,181,849,-,-,21,11,34,"6,149",-,7,197,"6,149","5,893",198,58,"3,616",86,-,18,5,581,"2,360",552,-,14,"$377,500","$387,684","3,616","2,699",950,"$2,315",917,119,$748,"2,533","2,408",125,"$1,325","$1,328","1,433","2,062"
0,10303,"9,175","8,156","4,954","3,202",3.29,2.96,"1,019",211,358,21,"5,165",4.1,"3,560",10.1,"16,311","9,491","9,175","4,880","2,339","2,541","2,312",366,149,117,"1,187",164,-,18,"9,175",62,"1,624","1,275","1,494","1,037",478,666,366,"2,173","8,156","3,034","3,253","1,075",794,"8,156","2,223","2,768","2,490",675,"8,156","7,192",169,419,305,-,15,31,-,25,"8,156",18,13,241,"8,156","7,328",579,249,"4,954",87,110,102,171,"1,333","2,936",195,-,20,"$333,200","$323,164","4,954","4,058","1,597","$2,173",896,237,$661,"3,202","3,148",54,"$1,009","$1,132","1,881","1,915"
0,10304,"15,972","14,172","7,441","6,731",3.18,2.42,"1,800",370,502,35,"7,811",4.7,"7,233",6.9,"23,696","16,301","15,972","7,672","4,949","2,723","2,745",947,371,234,"3,935",68,-,4,"15,972",718,"1,165","1,391","1,878","1,162","2,863","1,533",678,"4,584","14,172","5,546","4,507","2,268","1,851","14,172","4,161","5,214","3,106","1,691","14,172","12,051",208,808,893,-,-,-,76,136,"14,172",126,63,992,"14,172","13,362",566,244,"7,441",139,22,77,100,716,"3,139","2,509",537,202,"$471,400","$582,026","7,441","5,391","2,261","$2,480","2,050",392,$872,"6,731","6,481",250,"$1,034","$1,025","3,863","3,926"
0,10305,"16,068","14,663","9,671","4,992",3.00,2.48,"1,405",194,446,136,"9,865",2.0,"5,438",8.2,"29,027","12,393","16,068","8,917","4,470","4,447","3,373",944,473,456,"1,834",71,-,4,"16,068",231,"1,852","1,831","1,968","2,218","2,634","1,752",776,"2,806","14,663","5,074","4,697","2,137","2,755","14,663","2,551","6,319","3,994","1,799","14,663","12,832",223,708,710,-,11,-,67,112,"14,663",54,91,637,"14,663","13,726",696,241,"9,671",150,68,149,136,529,"5,384","3,012",233,10,"$440,500","$456,437","9,671","6,511","2,844","$2,329","3,160",716,$793,"4,992","4,739",253,"$1,292","$1,290","2,033","3,589"
0,10306,"21,594","20,007","14,183","5,824",2.79,2.24,"1,587",448,346,83,"14,631",3.1,"6,170",5.6,"39,539","13,056","21,594","13,809","8,455","5,354","4,682",535,300,240,"2,028",-,-,-,"21,594",302,"1,372","1,753","2,630","2,992","5,058","3,413","1,152","2,922","20,007","6,184","5,645","3,617","4,561","20,007","3,250","7,158","6,549","3,050","20,007","17,472",342,824,"1,067",6,21,-,220,55,"20,007",106,126,262,"20,007","19,494",396,117,"14,183",288,182,139,174,740,"6,270","6,016",291,83,"$480,900","$511,156","14,183","8,958","3,680","$2,430","5,225","1,285",$875,"5,824","5,561",263,"$1,361","$1,346","3,003","4,554"
0,10307,"5,541","5,314","4,038","1,276",3.09,2.11,227,34,117,20,"4,072",0.8,"1,393",8.4,"12,489","2,691","5,541","3,824","2,908",916,"1,577",48,8,22,62,-,-,-,"5,541",128,"1,251","1,033","1,119",206,215,184,117,"1,288","5,314","1,669","1,509","1,294",842,"5,314",451,"1,701","2,054","1,108","5,314","4,680",128,163,330,-,-,13,-,-,"5,314",64,48,85,"5,314","5,127",171,16,"4,038",80,64,15,29,160,634,"2,729",327,-,"$662,600","$637,115","4,038","2,859","1,390","$2,980","1,179",374,"$1,057","1,276","1,135",141,"$1,198","$1,374",600,"1,009"
0,10308,"11,294","10,648","8,826","1,822",2.94,2.31,646,83,141,35,"8,909",0.9,"1,963",7.2,"25,930","4,217","11,294","7,815","4,323","3,492","2,771",113,214,99,258,24,-,2,"11,294",175,501,937,"1,782","3,032","2,314",652,347,"1,554","10,648","3,185","2,732","1,823","2,908","10,648",951,"3,444","4,524","1,729","10,648","9,422",213,666,313,-,-,-,34,-,"10,648",24,29,82,"10,648","10,423",156,69,"8,826",157,82,95,83,487,"3,653","4,114",96,59,"$494,000","$512,782","8,826","5,684","2,292","$2,561","3,142",836,$902,"1,822","1,644",178,"$1,664","$1,726",687,"1,379"
0,10309,"11,875","11,464","9,841","1,623",2.97,2.51,411,46,114,56,"9,887",0.5,"1,737",6.6,"29,268","4,069","11,875","8,793","4,564","4,229","2,774",75,54,61,107,11,-,1,"11,875",181,"2,515","3,308","3,403",862,384,282,57,883,"11,464","3,127","4,190","2,403","1,744","11,464",637,"3,539","5,010","2,278","11,464","10,595",159,343,328,-,18,-,21,-,"11,464",92,116,102,"11,464","11,356",92,16,"9,841",74,52,103,18,192,"3,331","5,567",487,17,"$570,200","$576,373","9,841","7,518","3,405","$2,870","2,323",654,"$1,047","1,623","1,400",223,"$1,389","$1,584",577,"1,130"
0,10310,"9,376","8,346","5,113","3,233",2.87,2.60,"1,030",154,421,6,"5,267",2.9,"3,654",11.5,"14,677","8,407","9,376","5,161","3,851","1,310","2,189",582,181,220,"1,018",25,-,3,"9,376",77,937,508,428,366,840,"1,231",823,"4,166","8,346","2,850","2,812","1,067","1,617","8,346","2,110","3,198","2,311",727,"8,346","7,032",142,363,723,12,-,12,15,47,"8,346",64,85,267,"8,346","7,952",315,79,"5,113",55,27,33,113,383,"2,532","1,758",152,60,"$451,500","$488,743","5,113","3,563","1,306","$2,472","1,550",380,$842,"3,233","3,182",51,"$1,237","$1,200","1,839","2,354"
0,10312,"22,465","21,382","18,246","3,136",3.01,2.13,"1,083",156,99,101,"18,402",0.8,"3,235",3.1,"54,969","6,689","22,465","17,278","9,192","8,086","4,724",175,142,45,65,36,-,2,"22,465",287,"2,297","3,742","4,577","6,439","2,575","1,116",302,"1,130","21,382","5,858","6,056","4,430","5,038","21,382","1,148","7,629","8,664","3,941","21,382","19,877",354,657,335,-,34,67,21,37,"21,382",-,19,180,"21,382","20,893",352,137,"18,246",261,100,143,33,883,"7,163","9,147",458,58,"$518,000","$523,060","18,246","12,686","5,278","$2,492","5,560","1,440",$912,"3,136","2,927",209,"$1,238","$1,475","1,321","2,361"
0,10314,"33,268","31,362","23,323","8,039",3.00,2.44,"1,906",353,366,278,"23,676",1.5,"8,405",4.4,"69,872","19,591","33,268","21,831","10,915","10,916","7,586",644,623,409,"2,108",67,-,2,"33,268",308,"1,686","2,766","7,091","8,936","4,825","2,871","1,168","3,617","31,362","9,920","9,316","4,886","7,240","31,362","3,885","11,305","12,247","3,925","31,362","28,188",388,"1,360","1,011",-,43,104,118,150,"31,362",137,66,317,"31,362","29,817","1,154",391,"23,323",416,45,176,111,"1,899","9,850","10,512",201,113,"$485,300","$492,108","23,323","15,523","6,478","$2,505","7,800","1,795",$872,"8,039","7,490",549,"$1,401","$1,416","3,582","6,337"
