,zipcode,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,60073,,8.4,8.1,7.5,8.3,7.3,13.6,15.1,14.1,4.9,4.4,5.3,2.3,0.8,,,76.0,29.5,70.5,66.0,60.4,10.6,8.3,,51.2,70.3,7.5,48.8,70.7,9.3,,97.2,78.2,6.3,0.5,5.4,,6.8,2.8,80.5,7.4,0.9,6.4,0.3,7.6,,41.1,58.9,45.7,6.2,0.1,5.1,
0,60074,,6.9,7.8,7.0,5.1,5.3,17.9,14.8,12.7,5.4,5.6,6.3,4.4,0.8,,,78.3,25.4,74.6,72.5,67.9,14.8,11.5,,51.0,74.1,10.1,49.0,75.1,12.9,,95.8,61.6,2.7,0.4,8.9,,22.3,4.2,64.6,3.8,0.9,10.7,0.1,24.1,,31.9,68.1,54.4,2.4,,8.9,
0,60076,,4.5,5.7,6.6,6.0,5.7,8.6,12.7,13.3,8.1,8.0,11.9,5.8,3.2,,,83.2,20.9,79.1,76.0,71.5,25.6,20.8,,47.6,78.4,19.0,52.4,79.7,22.5,,94.5,56.3,8.9,,27.9,0.2,1.1,5.5,60.2,10.3,1.2,31.1,0.5,2.8,,9.7,90.3,48.9,8.8,,27.7,0.2
0,60077,,6.4,5.5,6.0,5.7,4.1,13.1,12.9,13.0,7.2,7.1,11.1,5.3,2.6,,,82.1,21.8,78.2,75.8,72.3,22.9,18.9,,46.9,77.2,17.8,53.1,79.1,20.0,,95.0,57.7,6.4,0.3,28.4,,2.2,5.0,61.4,8.5,0.3,32.3,0.5,3.3,,13.3,86.7,47.6,6.4,,28.4,
0,60081,,6.2,5.1,6.7,6.7,5.4,8.9,12.6,18.3,7.8,8.0,11.0,2.2,1.1,,,81.9,22.0,78.0,73.6,69.8,18.8,14.3,,51.6,78.5,13.8,48.4,77.4,14.8,,98.6,97.3,,,0.8,,0.5,1.4,98.7,0.6,0.6,1.1,,0.5,,4.0,96.0,93.7,,,0.6,
0,60083,,6.9,5.6,8.2,7.4,8.1,7.7,13.8,15.2,7.1,6.6,9.1,3.2,1.2,,,79.4,25.8,74.2,70.6,63.9,17.7,13.5,,50.1,76.0,12.3,49.9,72.4,14.7,,96.8,72.6,15.5,,6.5,,2.1,3.2,75.9,18.3,,6.9,,2.1,,12.8,87.2,61.9,15.5,,6.5,
0,60084,,6.3,5.9,7.3,6.5,5.8,12.1,13.2,15.0,8.9,5.9,9.1,3.1,0.9,,,80.5,23.2,76.8,73.1,68.2,16.4,13.1,,49.1,76.3,12.6,50.9,77.3,13.6,,98.0,85.8,0.8,,5.2,,6.2,2.0,87.6,0.8,0.5,6.0,,7.0,,20.3,79.7,72.9,0.6,,5.1,
0,60085,,8.3,8.6,8.1,7.7,8.8,15.2,14.3,11.1,5.1,4.5,5.4,2.0,0.8,,,75.0,29.6,70.4,65.9,58.5,10.6,8.1,,50.5,70.1,7.2,49.5,70.8,9.1,,96.8,52.8,17.4,0.7,5.7,0.1,20.1,3.2,55.3,19.0,1.5,6.3,0.1,21.2,,61.6,38.4,13.4,17.1,0.2,5.5,0.1
0,60087,,4.8,6.5,9.1,7.0,9.5,12.9,12.4,14.2,6.0,5.8,6.5,3.8,1.6,,,79.6,24.8,75.2,71.1,63.1,15.1,11.9,,49.2,74.7,10.3,50.8,75.8,13.4,,95.3,62.6,14.0,0.2,2.9,,15.6,4.7,66.5,16.8,1.6,3.2,,17.0,,43.1,56.9,36.9,14.0,,2.9,
0,60088,,3.8,1.9,2.1,27.0,34.6,24.3,3.5,0.5,1.2,0.5,0.6,,,,,92.2,8.0,92.0,53.1,30.6,0.9,0.6,,73.3,94.6,0.2,26.7,84.9,1.7,,93.7,69.5,15.0,0.1,5.7,0.5,2.9,6.3,75.1,16.9,2.2,8.1,1.3,3.6,,16.8,83.2,57.4,14.8,0.1,5.5,0.2
0,60089,,5.7,6.5,6.3,6.0,4.0,12.0,14.9,15.3,7.9,6.6,9.0,3.9,1.8,,,81.4,22.6,77.4,74.8,71.4,18.7,14.7,,48.9,75.8,13.7,51.1,78.9,15.7,,98.0,71.3,2.4,0.3,21.8,,2.2,2.0,73.1,2.7,0.8,22.7,0.2,2.5,,5.5,94.5,68.5,2.4,0.1,21.8,
0,60090,,6.4,5.7,6.2,4.6,5.5,18.2,13.0,12.9,7.2,6.5,7.7,4.5,1.7,,,81.6,21.2,78.8,76.0,71.6,17.5,13.9,,51.3,78.6,11.1,48.7,79.1,16.8,,97.5,60.4,3.1,1.0,18.1,0.3,14.6,2.5,62.5,3.9,1.3,19.3,0.3,15.3,,30.6,69.4,45.9,3.1,0.5,18.1,0.1
0,60091,,6.1,6.9,9.9,7.6,2.7,4.3,12.2,17.0,7.9,6.6,10.7,5.2,3.0,,,77.1,28.5,71.5,69.0,66.9,22.5,18.9,,48.8,68.9,16.5,51.2,74.0,21.1,,97.3,82.7,0.7,,13.6,,0.2,2.7,85.4,0.9,0.1,16.0,0.3,0.2,,2.9,97.1,80.3,0.6,,13.4,
0,60093,,6.1,9.3,8.1,8.4,3.0,6.2,11.1,15.1,8.3,5.5,10.7,6.2,2.0,,,76.5,29.8,70.2,67.4,65.2,22.4,18.9,,48.5,69.1,17.5,51.5,71.3,20.2,,97.9,91.1,0.3,0.3,5.2,,1.0,2.1,93.1,0.6,0.4,6.8,0.3,1.2,,5.8,94.2,86.5,0.3,0.2,5.2,
0,60096,,4.5,4.4,6.8,5.5,6.0,11.6,11.7,10.7,11.2,10.9,11.8,3.5,1.4,,,84.3,18.3,81.7,78.4,72.9,23.7,16.7,,48.9,84.0,16.8,51.1,79.6,16.7,,99.5,92.5,2.0,0.9,1.9,,2.1,0.5,93.0,2.2,1.0,2.1,,2.1,,8.2,91.8,86.6,2.0,0.9,1.8,
0,60097,,7.2,6.2,5.8,6.1,3.5,14.2,13.1,13.9,9.2,8.0,9.0,3.3,0.6,,,80.8,23.7,76.3,73.9,71.3,17.8,12.9,,53.7,74.3,12.2,46.3,78.5,13.7,,97.5,96.1,,,0.6,,0.8,2.5,98.6,0.6,1.5,1.1,,0.8,,9.4,90.6,87.5,,,0.6,
0,60098,,6.1,6.7,6.1,7.2,6.3,11.8,12.3,13.7,7.2,6.6,9.2,4.2,2.6,,,81.1,24.0,76.0,73.1,67.6,20.0,16.0,,49.2,75.3,14.5,50.8,76.8,17.5,,97.9,91.6,3.1,0.1,1.3,,1.8,2.1,93.5,3.9,0.9,1.7,,2.1,,19.0,81.0,75.7,2.7,,1.3,
0,60099,,6.5,8.5,8.2,7.9,7.6,12.2,13.2,12.8,6.0,5.3,6.3,4.0,1.5,,,76.7,29.0,71.0,67.2,61.2,14.9,11.8,,48.1,69.7,11.4,51.9,72.3,12.1,,95.2,62.3,24.6,0.6,3.2,,4.5,4.8,66.2,27.4,1.4,4.3,0.3,5.6,,28.6,71.4,39.6,24.0,0.6,3.2,
0,60101,,7.0,6.5,6.5,7.0,6.1,14.5,12.9,13.4,6.4,5.4,8.0,4.7,1.5,,,80.0,23.8,76.2,71.8,66.8,17.1,14.2,,49.2,76.0,12.0,50.8,76.3,16.4,,97.1,72.0,3.6,0.3,9.4,,11.7,2.9,74.7,4.6,1.0,10.0,0.1,12.7,,39.8,60.2,45.8,3.6,0.1,9.3,
0,60102,,4.5,6.4,7.5,7.8,5.9,9.8,13.1,18.7,7.4,7.5,8.1,1.9,1.5,,,81.6,23.2,76.8,72.8,67.9,14.9,11.4,,48.9,75.3,9.9,51.1,78.1,12.9,,98.6,87.6,1.3,0.1,7.9,,1.7,1.4,88.9,1.5,0.3,8.7,,1.9,,6.9,93.1,82.5,1.3,0.1,7.9,
0,60103,,6.4,7.2,6.6,5.7,6.2,11.2,14.1,16.9,7.7,6.2,7.3,3.3,1.1,,,79.8,24.2,75.8,73.1,67.9,15.2,11.7,,50.1,73.5,10.2,49.9,78.1,13.2,,96.7,76.6,1.6,0.2,15.5,,2.7,3.3,79.2,2.1,0.5,17.0,0.1,4.6,,13.0,87.0,68.0,1.6,,15.4,
0,60104,,5.7,6.5,6.1,5.9,8.2,14.8,11.9,12.6,7.6,7.0,8.5,3.9,1.2,,,81.7,21.1,78.9,74.4,67.6,17.3,13.6,,46.5,76.8,12.7,53.5,80.8,14.3,,98.9,13.1,77.8,0.1,1.0,,7.0,1.1,13.6,78.7,0.3,1.2,,7.2,,17.4,82.6,4.2,75.9,0.1,1.0,
0,60106,,7.2,6.4,6.2,5.5,7.2,16.5,12.3,12.5,6.3,6.6,7.3,3.1,2.7,,,80.2,23.5,76.5,73.3,67.4,16.8,13.1,,50.0,76.0,10.8,50.0,77.0,15.3,,95.0,74.2,3.2,0.4,4.0,0.2,13.2,5.0,78.7,4.7,2.0,4.6,0.2,15.1,,47.5,52.5,44.4,3.0,,4.0,
0,60107,,5.3,6.4,5.9,6.6,6.5,14.1,15.6,14.4,7.4,6.7,7.1,3.0,0.9,,,82.5,22.2,77.8,74.9,69.3,14.6,11.1,,50.7,77.8,9.7,49.3,77.9,12.6,,97.2,64.1,4.3,0.4,12.5,,15.9,2.8,66.6,4.7,0.7,13.8,,17.1,,34.4,65.6,47.0,4.2,0.1,12.3,
0,60108,,5.0,5.5,5.5,4.4,6.2,12.3,12.9,13.1,6.8,8.2,10.7,6.2,3.4,,,84.1,18.6,81.4,78.7,73.4,25.2,20.2,,47.2,83.6,17.7,52.8,79.5,22.5,,98.5,79.2,3.4,0.5,13.7,0.1,1.5,1.5,80.6,3.9,0.8,14.2,0.3,1.7,,12.1,87.9,69.7,3.1,0.1,13.7,0.1
0,60109,,4.0,6.2,4.6,6.7,12.5,7.6,10.2,23.8,6.7,6.2,6.5,3.3,1.8,,,85.2,15.7,84.3,75.9,66.0,14.8,11.6,,44.9,86.7,16.9,55.1,82.4,7.3,,98.4,98.4,,,,,,1.6,100.0,,0.5,,,1.1,,3.2,96.8,96.3,,,,
0,60110,,8.1,9.0,9.6,8.4,7.1,14.5,15.0,11.7,5.5,4.2,4.6,1.8,0.6,,,73.3,32.0,68.0,63.5,57.8,9.8,7.0,,50.7,67.4,7.0,49.3,68.6,7.1,,97.5,55.2,8.0,0.4,7.8,,26.1,2.5,57.4,8.4,0.9,8.5,,27.3,,50.8,49.2,32.1,7.8,0.1,7.8,
0,60112,,8.5,10.2,9.6,3.7,7.9,21.1,19.1,8.8,4.0,1.9,3.5,0.6,1.1,,,71.7,30.7,69.3,64.9,60.1,5.9,5.2,,52.3,71.3,6.5,47.7,67.1,3.9,,99.3,87.5,7.5,,1.8,,2.5,0.7,88.2,7.9,,2.1,,2.5,,16.7,83.3,73.7,7.5,,1.8,
0,60115,,4.8,5.2,5.4,10.5,24.2,14.9,9.0,8.2,4.9,4.0,4.7,2.7,1.6,,,84.6,18.1,81.9,67.2,49.9,11.3,8.9,,48.8,82.4,7.8,51.2,81.4,9.9,,97.2,73.3,15.1,0.1,4.4,,4.2,2.8,75.8,16.5,0.3,5.7,0.3,4.5,,13.0,87.0,65.4,14.7,0.1,4.4,
0,60118,,5.1,5.1,5.3,4.7,5.6,10.6,11.7,16.6,10.3,6.8,10.8,5.6,1.9,,,84.6,18.5,81.5,77.9,74.3,22.4,18.4,,50.2,80.8,16.6,49.8,82.3,20.1,,98.4,85.8,1.3,0.6,6.7,0.1,3.9,1.6,87.3,1.3,1.2,7.1,0.1,4.7,,9.7,90.3,81.3,1.3,,6.7,
0,60119,,5.4,6.7,8.7,7.8,6.2,9.3,12.5,16.1,8.9,8.1,6.4,2.9,1.0,,,79.2,26.2,73.8,69.8,65.2,15.9,10.3,,47.5,74.3,10.2,52.5,73.5,10.5,,98.3,92.2,2.2,0.8,2.7,,0.4,1.7,93.9,3.5,1.2,2.7,,0.4,,11.6,88.4,81.7,1.9,0.3,2.7,
0,60120,,8.4,6.9,7.3,7.8,7.8,14.9,13.3,12.3,5.6,5.3,6.7,2.8,1.0,,,77.4,27.3,72.7,68.3,61.9,13.7,10.4,,49.5,73.8,9.3,50.5,71.6,11.6,,97.0,58.3,4.1,1.7,5.1,,27.7,3.0,60.8,5.7,2.0,5.5,0.2,28.8,,60.8,39.2,28.2,4.0,,5.0,
0,60123,,7.1,6.9,6.6,7.5,7.3,14.0,12.9,12.7,6.6,6.4,6.9,3.7,1.7,,,79.5,25.0,75.0,70.7,64.7,15.9,12.3,,50.5,72.9,10.0,49.5,77.1,14.6,,96.7,65.8,7.2,0.5,5.6,,17.5,3.3,68.7,8.9,0.9,6.3,0.1,18.6,,37.5,62.5,47.7,6.8,0.1,5.4,
0,60124,,7.9,7.0,5.5,6.3,3.1,13.9,12.0,16.6,6.0,4.1,11.6,5.0,1.1,,,79.6,24.8,75.2,72.9,70.3,20.7,17.8,,50.9,76.2,16.4,49.1,74.3,19.2,,96.5,78.7,5.7,,8.7,,3.4,3.5,82.2,5.9,1.3,8.8,,5.3,,12.1,87.9,73.5,4.3,,8.7,
0,60126,,6.7,7.6,7.5,7.5,6.2,9.2,12.6,14.8,7.3,5.6,7.6,4.7,2.7,,,78.2,26.3,73.7,69.3,64.4,18.3,15.0,,49.3,72.6,12.8,50.7,74.8,17.1,,98.0,89.2,1.4,0.2,6.2,,1.0,2.0,91.0,1.6,0.5,7.6,0.1,1.3,,8.3,91.7,82.4,1.3,,6.1,
0,60130,,4.5,3.3,3.4,3.6,6.1,21.1,13.8,12.4,8.7,7.4,10.4,4.1,1.2,,,88.7,13.6,86.4,84.2,79.0,19.4,15.7,,44.5,86.6,15.0,55.5,86.3,16.2,,96.6,59.1,27.2,0.5,8.2,,1.6,3.4,62.2,29.3,0.6,9.3,,2.1,,7.3,92.7,55.0,26.6,0.1,8.2,
0,60131,,6.2,4.9,6.5,6.6,6.8,14.3,14.4,13.8,7.1,5.6,7.7,4.5,1.6,,,82.4,21.1,78.9,74.2,68.9,17.0,13.8,,48.7,75.7,12.3,51.3,81.8,15.2,,98.1,80.6,0.3,0.6,3.6,,13.0,1.9,82.5,0.6,1.1,4.1,,13.6,,46.7,53.3,48.2,0.3,0.1,3.5,
0,60133,,6.7,7.5,7.6,7.6,8.0,13.9,14.7,13.6,5.7,5.4,6.2,2.6,0.6,,,78.3,26.2,73.8,69.2,62.6,12.0,9.4,,49.5,74.5,9.2,50.5,73.0,9.6,,96.7,54.9,6.3,0.1,15.1,0.1,20.2,3.3,57.5,7.2,0.6,17.0,0.1,21.0,,40.0,60.0,35.1,6.3,,15.1,0.1
0,60134,,6.0,6.9,7.0,8.4,4.1,9.3,13.7,16.0,7.9,6.6,7.4,3.9,2.7,,,80.0,26.3,73.7,71.2,67.5,17.6,14.1,,48.6,71.5,12.9,51.4,75.7,15.2,,99.0,96.3,0.1,0.1,1.2,,1.3,1.0,97.3,0.3,0.1,2.1,,1.3,,5.7,94.3,91.9,0.1,0.1,1.2,
0,60135,,5.2,6.2,6.6,9.5,6.5,9.7,13.9,16.0,7.8,5.6,7.1,3.6,2.3,,,82.0,23.4,76.6,71.4,66.0,16.7,13.0,,51.5,76.9,11.3,48.5,76.3,14.8,,95.8,93.8,0.8,,0.3,,0.8,4.2,98.0,2.4,2.1,0.8,,0.8,,11.0,89.0,85.2,0.8,,0.3,
0,60136,,8.9,9.9,14.1,1.9,2.5,16.9,19.5,13.1,6.3,2.5,4.3,,0.2,,,67.1,33.2,66.8,65.3,62.8,6.4,4.4,,53.6,62.7,4.5,46.4,71.6,4.4,,100.0,68.4,8.2,,13.4,,10.0,,68.4,8.2,,13.4,,10.0,,17.0,83.0,60.1,8.2,,13.4,
0,60137,,6.3,7.0,6.8,7.3,5.6,9.5,12.1,15.1,7.6,6.5,9.7,4.5,1.9,,,79.9,24.9,75.1,71.6,67.0,19.9,16.2,,48.2,76.0,15.0,51.8,74.3,17.2,,97.6,86.5,2.9,0.1,7.7,,0.4,2.4,88.6,3.5,0.6,8.9,,0.9,,6.1,93.9,80.9,2.9,0.1,7.7,
0,60139,,7.7,7.1,6.4,5.6,6.4,19.2,13.3,12.4,6.1,5.2,7.4,2.4,0.8,,,78.9,24.8,75.2,72.4,66.9,13.5,10.6,,49.9,75.1,10.1,50.1,75.2,11.2,,94.5,53.9,7.5,0.4,22.7,0.1,9.9,5.5,57.7,9.9,1.1,24.6,0.7,11.9,,31.3,68.7,33.9,7.2,0.1,22.6,0.1
0,60140,,6.0,6.4,11.4,5.8,6.2,7.9,14.2,14.1,7.9,7.3,10.1,2.1,0.6,,,76.1,27.0,73.0,67.1,64.2,16.8,12.8,,48.7,74.0,11.8,51.3,72.1,13.8,,98.8,93.2,0.9,,2.8,,2.0,1.2,94.4,0.9,,4.0,,2.0,,9.3,90.7,87.2,0.9,,2.3,
0,60141,,,,,,2.8,5.6,,6.5,3.7,17.6,43.1,3.7,17.1,,,100.0,,100.0,100.0,97.2,80.1,63.9,,87.0,100.0,61.7,13.0,100.0,78.6,,100.0,63.4,34.7,,,,1.9,,63.4,34.7,,,,1.9,,7.9,92.1,57.4,34.7,,,
0,60142,,4.9,7.6,6.2,5.8,4.1,7.5,11.5,12.2,5.4,4.9,14.8,12.1,2.8,,,81.3,22.8,77.2,74.5,71.3,32.9,29.7,,46.9,74.5,25.2,53.1,79.7,33.7,,98.5,89.2,2.4,,5.7,0.1,1.0,1.5,90.0,3.4,0.1,6.8,0.1,1.0,,11.0,89.0,80.0,2.0,,5.7,
0,60143,,5.0,6.1,5.0,4.9,5.3,10.8,11.9,14.5,6.6,8.9,11.9,6.4,2.8,,,84.0,20.0,80.0,78.3,73.8,25.4,21.0,,48.0,79.4,20.2,52.0,80.5,21.9,,98.2,90.3,2.1,0.1,5.0,,0.7,1.8,91.8,2.1,0.1,6.0,0.2,1.5,,11.9,88.1,79.7,2.0,0.1,5.0,
0,60146,,5.0,5.6,8.7,6.1,9.3,11.2,10.5,14.7,5.2,7.1,12.1,2.5,2.0,,,80.7,24.0,76.0,71.5,65.3,21.1,16.6,,51.0,75.3,16.8,49.0,76.7,16.4,,98.5,95.7,,,0.2,,2.7,1.5,97.2,0.8,0.1,0.7,,2.7,,6.0,94.0,92.4,,,0.2,
0,60148,,5.7,5.6,6.2,6.5,7.0,14.5,12.6,13.4,7.4,5.8,7.9,4.9,2.6,,,82.5,21.2,78.8,74.6,69.0,18.7,15.4,,49.3,78.4,12.9,50.7,79.2,17.7,,97.5,78.3,5.0,0.1,12.4,,1.7,2.5,80.6,5.9,0.5,13.4,0.1,2.1,,10.0,90.0,70.4,5.0,0.1,12.3,
0,60151,,5.0,7.5,4.8,5.5,4.0,14.6,13.2,12.8,8.0,11.2,8.4,3.7,1.2,,,82.7,20.8,79.2,76.5,73.2,18.2,13.3,,49.1,79.4,13.8,50.9,78.9,12.9,,98.3,96.0,1.2,0.2,0.4,,0.5,1.7,97.7,2.0,0.7,0.9,,0.5,,3.3,96.7,93.3,1.2,0.2,0.4,
0,60152,,4.8,6.5,6.9,5.1,5.9,9.3,12.0,15.3,6.3,9.6,11.2,5.0,2.0,,,81.8,21.9,78.1,76.1,70.8,22.8,18.2,,49.5,78.5,16.1,50.5,77.8,20.3,,98.8,96.3,1.1,,,,1.5,1.2,97.1,1.5,0.3,0.4,,1.9,,13.9,86.1,84.0,1.1,,,
0,60153,,6.1,5.8,6.5,7.5,8.2,14.4,11.9,13.7,6.6,5.7,7.5,4.4,1.6,,,81.6,22.9,77.1,72.6,65.9,16.6,13.6,,48.3,76.1,11.5,51.7,78.0,15.4,,97.7,15.4,68.3,0.3,0.7,,13.0,2.3,17.0,68.8,1.5,0.9,,14.2,,27.3,72.7,3.6,67.5,0.1,0.6,
0,60154,,6.2,5.0,4.6,4.4,4.0,9.6,15.0,15.0,6.1,6.1,13.3,7.3,3.3,,,84.2,18.9,81.1,79.3,75.8,27.6,24.0,,47.3,77.6,20.5,52.7,84.3,27.1,,96.9,68.2,17.7,,3.8,,7.1,3.1,70.6,18.5,0.3,4.2,0.8,9.0,,21.6,78.4,55.3,17.2,,3.8,
0,60155,,4.3,5.8,6.7,3.9,2.5,17.2,8.0,17.0,8.2,7.5,11.2,4.4,3.4,,,83.2,18.3,81.7,79.1,76.9,23.2,19.0,,50.1,80.6,14.0,49.9,82.8,23.9,,94.6,16.8,74.6,,3.0,,0.2,5.4,18.1,78.7,,5.3,2.9,0.3,,3.4,96.6,14.9,74.5,,3.0,
0,60156,,6.4,8.6,7.9,8.5,7.3,11.2,16.1,16.3,5.9,4.2,5.9,1.2,0.4,,,77.1,27.9,72.1,66.8,61.3,9.7,7.6,,49.0,73.0,7.5,51.0,71.2,7.6,,96.8,88.1,2.4,,5.3,,1.0,3.2,90.9,3.4,0.2,6.9,0.4,1.5,,12.1,87.9,77.8,2.4,,5.3,
0,60157,,3.8,6.9,4.7,6.4,11.9,4.5,16.6,10.7,11.5,4.5,11.6,3.5,3.5,,,84.6,21.2,78.8,76.1,66.3,20.3,18.6,,52.6,77.0,20.1,47.4,80.8,16.9,,100.0,89.5,0.4,,9.8,,0.2,,89.5,0.4,,9.8,,0.2,,,100.0,89.5,0.4,,9.8,
0,60160,,7.8,8.4,8.5,6.7,5.1,15.8,17.3,10.3,5.2,4.4,5.6,3.6,1.3,,,75.3,29.1,70.9,67.2,63.5,12.8,10.5,,51.8,68.2,7.4,48.2,73.8,13.8,,99.4,58.5,6.0,0.4,0.7,,33.6,0.6,59.0,6.3,0.6,0.8,,34.0,,74.3,25.7,19.6,5.3,,0.7,
0,60162,,1.4,6.6,6.3,3.9,9.7,13.7,15.6,13.8,8.1,6.9,8.2,2.8,2.9,,,85.6,17.0,83.0,80.4,72.1,18.3,13.9,,47.2,80.7,11.4,52.8,85.2,16.2,,97.9,32.5,47.1,,0.5,,17.8,2.1,34.3,48.3,0.7,1.0,,18.1,,31.7,68.3,21.2,45.1,,0.5,
0,60163,,6.2,5.3,4.7,6.5,6.8,16.1,8.8,13.1,11.1,7.2,6.9,3.8,3.4,,,83.7,21.6,78.4,76.1,70.5,18.3,14.2,,50.1,77.3,12.4,49.9,79.5,16.0,,98.5,53.8,28.8,0.8,3.3,0.6,11.2,1.5,54.0,28.9,1.4,4.1,1.1,12.6,,36.9,63.1,29.3,28.8,0.8,3.3,
0,60164,,5.5,7.7,8.1,7.9,5.8,13.7,13.4,13.5,6.8,4.9,7.3,3.3,2.1,,,78.7,25.8,74.2,70.1,65.1,15.5,12.8,,50.1,73.5,11.1,49.9,74.9,14.4,,97.0,75.0,3.1,0.4,2.0,,16.5,3.0,77.8,3.3,1.2,2.3,0.1,18.5,,61.7,38.3,32.6,2.9,0.1,1.8,
0,60165,,8.8,10.6,5.1,9.1,9.5,12.9,17.3,11.4,6.4,3.7,1.7,2.6,0.9,,,75.5,30.6,69.4,65.4,56.9,7.1,5.2,,52.3,68.9,4.0,47.7,69.9,6.6,,99.1,49.1,2.7,,3.1,,44.3,0.9,49.9,3.5,0.5,3.1,,44.3,,88.6,11.4,4.8,2.7,,3.1,
0,60169,,7.2,5.3,5.9,6.3,7.6,16.6,13.2,13.8,6.4,6.4,7.5,2.5,1.4,,,81.6,22.5,77.5,73.8,67.8,14.5,11.4,,49.1,77.6,10.3,50.9,77.3,12.4,,96.3,50.7,6.5,0.3,25.0,,13.9,3.7,54.1,7.9,0.6,25.9,,15.4,,22.7,77.3,43.7,6.3,0.3,25.0,
0,60171,,7.8,5.8,6.1,4.8,3.7,16.2,12.8,13.3,7.5,7.2,9.2,3.3,2.3,,,80.4,22.0,78.0,74.2,71.8,18.7,14.8,,47.6,79.0,13.2,52.4,77.2,16.3,,96.9,83.6,1.2,,1.2,,10.9,3.1,86.1,1.7,0.7,1.9,,12.8,,29.7,70.3,66.0,1.2,,1.2,
0,60172,,5.0,5.1,6.5,7.2,7.4,12.5,13.0,14.3,8.5,6.8,8.5,4.1,1.0,,,83.3,21.2,78.8,74.9,68.8,17.5,13.6,,48.6,78.4,12.5,51.4,79.2,14.7,,97.0,82.2,4.1,1.4,8.2,0.2,0.9,3.0,84.8,5.1,2.1,9.4,0.2,1.5,,10.2,89.8,75.1,4.1,0.1,8.2,0.2
0,60173,,7.1,5.9,3.4,3.5,6.1,27.1,18.2,9.6,5.6,4.8,5.8,2.3,0.7,,,83.5,18.7,81.3,80.0,74.0,12.0,8.7,,49.9,81.8,7.8,50.1,80.7,9.7,,95.8,47.8,3.9,0.3,39.8,0.1,3.8,4.2,50.7,4.7,0.7,42.5,0.3,5.5,,7.9,92.1,44.8,3.9,0.2,39.6,0.1
0,60174,,4.5,6.0,6.5,6.5,6.0,11.6,11.8,15.9,7.7,6.8,9.6,4.3,2.8,,,83.0,21.6,78.4,75.2,70.5,20.4,16.7,,46.4,79.1,14.8,53.6,77.9,18.3,,98.0,88.7,1.3,0.3,2.7,,4.9,2.0,90.7,2.3,1.0,3.0,,5.1,,12.2,87.8,82.3,1.2,0.2,2.7,
0,60175,,5.0,5.8,8.4,9.9,5.4,9.6,10.8,18.6,7.6,7.0,8.5,2.5,0.8,,,80.8,26.4,73.6,69.9,65.5,15.9,11.9,,51.6,72.6,11.1,48.4,74.6,12.7,,97.7,92.2,1.5,0.1,3.2,0.1,0.5,2.3,94.3,2.0,0.5,4.9,0.3,0.7,,4.0,96.0,89.2,1.4,0.1,3.2,0.1
0,60176,,5.0,6.1,4.0,7.7,6.1,10.6,18.8,13.1,9.7,6.1,5.9,4.9,2.0,,,84.9,20.3,79.7,75.9,71.0,16.1,12.8,,51.9,78.6,12.2,48.1,80.8,13.5,,93.9,79.9,1.3,0.8,4.6,,7.2,6.1,83.6,1.3,4.4,7.2,,10.1,,24.7,75.3,65.8,1.0,,4.6,
0,60177,,5.0,9.8,8.6,9.2,4.7,10.8,14.9,17.2,6.3,3.8,5.3,3.0,1.2,,,76.6,29.1,70.9,66.5,62.6,11.2,9.5,,49.9,69.3,7.4,50.1,72.6,11.7,,97.4,83.0,3.3,0.2,5.5,,5.3,2.6,85.3,4.2,0.7,6.9,0.1,5.9,,18.3,81.7,70.9,3.2,,5.5,
