zipcode,income,old_ratio,average_HH,total_population,intergen,grandparents_caregivers,percent_nonwhite,percent_service,Positive_Covid_Tests,Covid_Rate,ses_level,nonwhite_level
60445,60784.0,0.32617335352006055,2.2800000000000002,25930,0.32617335352006055,0.05762679788039364,0.13736984188198997,0.10968038629570016,118,0.0045507134593135365,med,med
60446,77110.0,0.23266180882983284,3.05,40085,0.23266180882983284,0.12764680668666953,0.3651490582512162,0.1250527957373534,352,0.008781339653236872,high,high
60447,75485.0,0.2083064342586615,3.26,14220,0.2083064342586615,0.08134280180761781,0.07144866385372714,0.0778232884727911,32,0.002250351617440225,med,low
60448,104327.0,0.26189432142074104,2.635,26710,0.26189432142074104,0.05579916684937514,0.039685511044552604,0.08651033424447321,102,0.0038187944590041185,high,low
60449,74568.0,0.2886971046770601,2.765,9400,0.2886971046770601,0.019766146993318485,0.22095744680851065,0.08182169046700116,59,0.006276595744680851,med,med
60450,72122.0,0.2763653483992467,2.34,20460,0.2763653483992467,0.04896421845574388,0.03514173998044966,0.09713905522288756,27,0.0013196480938416422,med,low
60451,108154.0,0.22498053801574258,2.63,34945,0.22498053801574258,0.051466136147392094,0.020231792817284305,0.08816314575476879,82,0.002346544570038632,high,low
60452,75844.0,0.2724623603691112,2.58,28324,0.2724623603691112,0.08887809616318601,0.12837169891258296,0.10403726708074534,145,0.0051193334274819945,med,med
60453,62455.0,0.34004202661685734,2.5300000000000002,56420,0.34004202661685734,0.05286014475834695,0.17116270825948246,0.08436507066944231,540,0.00957107408720312,med,med
60455,53893.0,0.2777477963662529,2.7199999999999998,16479,0.2777477963662529,0.061701744918150746,0.15826203046301354,0.09897455374097987,235,0.014260574063960191,low,med
60456,49359.0,0.32945285215366704,2.235,4308,0.32945285215366704,0.0640279394644936,0.04921077065923862,0.0979381443298969,36,0.008356545961002786,low,low
60457,66413.0,0.30320758523300384,2.765,14018,0.30320758523300384,0.045390357070808955,0.05471536595805393,0.09931537298835245,96,0.006848337851333999,med,low
60458,50371.0,0.20919324577861162,2.875,15288,0.20919324577861162,0.0776735459662289,0.2539900575614861,0.1401747858440772,96,0.006279434850863423,low,high
60459,60095.0,0.32006976997710673,3.175,28908,0.32006976997710673,0.11381227515534721,0.14674138646741386,0.11253096883557179,292,0.010101010101010102,med,med
60461,99595.0,0.586888657648283,2.18,4917,0.586888657648283,0.03954214360041623,0.7801504982713037,0.069091796875,46,0.009355297945901973,high,high
60462,83324.0,0.37353553762041136,2.55,40305,0.37353553762041136,0.04842488935173132,0.10023570276640616,0.07998779743746187,207,0.0051358392259024934,high,med
60463,85457.0,0.4829295154185022,3.1550000000000002,14926,0.4829295154185022,0.03726138032305433,0.05500468980302827,0.059228542367576874,162,0.010853544151145651,high,low
60464,87621.0,0.5224850532882765,2.165,9715,0.5224850532882765,0.0566675331427086,0.06649511065362841,0.06031824349327741,35,0.003602676273803397,high,low
